OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Length,Shape_Area
3411,1955,CA,CDF,MEU,UNION LUMBER CO. #2,00000000,1955-09-11,,14,,,212.9056702,,1,00000185,4339.69761,861598.6962
3412,1955,CA,CDF,MEU,WILSON PAGE,00000000,1955-08-26,,14,,,150.3063049,,1,00000155,4807.720214,608268.0101
3413,1957,CA,CCO,LAC, ,00000000,1957-08-06,,14,,,143.1456299,,1,00000000,5404.16407,579289.7933
3414,1957,CA,CCO,LAC, ,00000000,1957-06-18,,14,,,169.9893951,,1,00000000,4425.33092,687922.6899
3415,1957,CA,CCO,LAC, ,00000000,1957-07-21,,14,,,100.4097595,,1,00000000,4696.494239,406343.8955
3416,1957,CA,CCO,LAC, ,00000000,1957-07-22,,14,,,189.1786652,,1,00000000,4612.791765,765578.8968
3417,1957,CA,CCO,LAC, ,00000000,1957-08-01,,14,,,281.4013977,,1,00000000,8748.920684,1138791.071
3418,1957,CA,CCO,LAC, ,00000000,1957-08-08,,14,,,461.4802246,,1,00000000,10385.59478,1867544.228
3419,1957,CA,CCO,LAC, ,00000000,1957-07-04,,14,,,89.96230316,,1,00000000,3628.792956,364064.5252
3420,1957,CA,CCO,LAC,GALE FIRE,00000000,1957-11-21,,14,,,24708.08398,,1,00000000,99410.28448,99990065.17
3421,1957,CA,USF,SQF, ,00000000,,,1,,,803.1234741,,1,00000005,7784.577579,3250125.325
3422,1970,CA,CCO,LAC, ,00000000,1970-07-30,,14,,,3.750760317,,1,00000000,498.2144771,15178.78855
3423,1970,CA,CCO,LAC, ,00000000,1970-06-23,,14,,,29.6522274,,1,00000000,1665.313562,119998.3036
3424,1970,CA,CCO,LAC, ,00000000,1970-06-24,,14,,,1.152521372,,1,00000000,268.6090522,4664.088538
3425,1970,CA,CCO,LAC, ,00000000,1970-08-01,,14,,,3.46992135,,1,00000000,484.1879582,14042.27324
3426,1970,CA,CCO,LAC, ,00000000,1970-09-01,,14,,,55.48435974,,1,00000000,2314.368366,224537.2446
3427,1971,CA,USF,BDF, ,00000000,1971-09-19,1971-09-19,7,,730,664.4245605,8,1,00000139,7998.370026,2688830.829
3428,1934,CA,USF,MDF,MOUSE SPR.,00000000,1934-07-27,,9,,,13.44334412,,1,00000067,957.5358407,54403.28253
3429,1934,CA,USF,MDF,BORDER MT.,00000000,1934-06-19,,1,,,9.332158089,,1,00000020,1065.498882,37765.90384
3430,1934,CA,USF,MDF,RELEFORD,00000000,1934-08-06,,9,,,471.7070313,,1,00000074,7420.403412,1908930.581
3431,1934,CA,USF,MDF,ZAMBONI,00000000,1934-07-20,,9,,,1560.081787,,1,00000060,15966.86997,6313427.105
3432,1934,CA,USF,SRF,N/A,00000000,1934-08-01,,1,,,4.978234291,,1,00000189,503.7961433,20146.19938
3433,1934,CA,USF,SRF,N/A,00000000,1934-08-08,,3,,,4.978342056,,1,00000190,503.8015201,20146.6364
3434,1934,CA,USF,SRF,N/A,00000000,1934-09-01,,9,,,54.76126862,,1,00000194,1670.912639,221610.9875
3435,1934,CA,USF,SRF,N/A,00000000,1934-09-22,,3,,,4.978317261,,1,00000197,503.7992252,20146.53485
3436,1934,CA,USF,SRF,ROUGH GULCH,00000000,1934-07-12,,1,,,8.962291718,,1,00400602,675.9672324,36269.10864
3437,1934,CA,USF,SRF,BUCK MT.,00000000,1934-09-18,,4,,,9.459739685,,1,00400604,694.4736,38282.20851
3438,1934,CA,USF,SRF,WHITE OAK,00000000,1934-09-20,,5,,,37.20070648,,1,00300101,1602.155781,150545.9226
3439,1934,CA,USF,SRF,COW CREEK,00000000,1934-09-19,,5,,,1319.878418,,1,00300100,13642.04449,5341358.362
3440,1934,CA,USF,KNF,SAW MILL RIDGE,00000000,1934-04-07,,3,,,30.059412,,1,00000002,1565.628538,121646.1264
3441,1934,CA,USF,KNF,DEADMAN,00000000,1934-05-22,,8,,,82.1326828,,1,00000007,2506.934284,332379.162
3442,1934,CA,USF,KNF,ANDERSEN RANCH,00000000,1934-08-08,,3,,,105.1368408,,1,00000069,3911.083156,425473.6898
3443,1934,CA,USF,KNF,MCADAMS CREEK,00000000,1934-08-09,,3,,,13.02951717,,1,00000070,1054.674531,52728.58531
3444,1951,CA,CDF,AEU,PETERSON,00000000,1951-08-19,,14,,,311.815094,,1,00000076,5003.991146,1261870.939
3445,1951,CA,CDF,TCU,PIGEON GULCH,00000000,1951-07-28,,14,,,1425.551758,,1,00000051,13100.06388,5769003.087
3446,1951,CA,CDF,MMU,QUAIL MINE,00000000,1951-07-10,,14,,,162.71521,,1,00000030,4579.038555,658485.0985
3447,1951,CA,CDF,MEU,R. HORN,00000000,1951-09-10,,14,,,560.6842041,,1,00000274,10311.06232,2269008.486
3448,1927,CA,USF,CNF, ,00000000,,,9,,,142.3007965,,1,00000084,3048.841841,575870.8854
3449,1924,CA,USF,LPF, ,00000000,,,9,,,2268.150391,,1,00000015,12544.35975,9178879.356
3450,1924,CA,USF,LPF, ,00000000,,,9,,,698.8652954,,1,00000013,6588.198162,2828207.505
3451,1911,CA,USF,LNF, ,00000000,,,14,,,3418.459473,,1,00000004,15240.52859,13834014.24
3452,1911,CA,USF,SQF, ,00000000,,,9,,,277.0566711,,1,00000001,5186.393168,1121208.557
3453,1911,CA,USF,SQF, ,00000000,,,1,,,36.85361099,,1,00000002,1619.404383,149141.2782
3454,1911,CA,USF,SQF, ,00000000,,,1,,,156.6529541,,1,00000003,3165.848299,633951.9928
3455,1911,CA,USF,CNF, ,00000000,,,14,,,4819.900879,,1,00000033,20498.78334,19505446.09
3456,1911,CA,USF,CNF, ,00000000,,,9,,,1601.925171,,1,00000018,14001.46278,6482761.3
3457,1911,CA,USF,CNF, ,00000000,,,14,,,1131.296021,,1,00000035,16828.90813,4578192.449
3458,1911,CA,USF,CNF, ,00000000,,,14,,,293.447998,,1,00000034,4919.372454,1187541.924
3459,1911,CA,USF,SRF,BOISE CREEK,00000000,1911-07-25,,1,,,19.91621208,,1,00200005,1007.673187,80598.04814
3460,1911,CA,USF,SRF,WILDER CREEK,00000000,1911-07-31,,7,,,15.93230438,,1,00200006,901.2716885,64475.74803
3461,1911,CA,USF,SRF,CHEENITCH GULCH,00000000,1911-08-03,,14,,,11.94906425,,1,00200007,780.5181579,48356.14819
3462,1911,CA,USF,SRF,PEARCH CREEK,00000000,1911-08-06,,7,,,398.3174133,,1,00200008,4506.411698,1611933.333
3463,1911,CA,USF,SRF,RED CAP CREEK,00000000,1911-08-15,,4,,,9.957896233,,1,00200010,712.5250041,40298.17715
3464,1911,CA,USF,SRF,ULLATHORNE CREEK,00000000,1911-08-26,,7,,,9.957535744,,1,00200011,712.5118864,40296.71639
3465,1911,CA,USF,SRF, ,00000000,1911-07-20,,14,,,14.93654537,,1,00301000,872.6522786,60446.05505
3466,1914,CA,USF,BDF, ,00000000,,,14,,,74.12689209,,1,00000000,2488.056038,299980.8767
3467,1914,CA,USF,BDF, ,00000000,,,14,,,34.7183075,,1,00000000,1437.886769,140500.001
3468,1914,CA,USF,BDF, ,00000000,,,14,,,72.53403473,,1,00000000,2142.060812,293534.8265
3469,1914,CA,USF,BDF, ,00000000,,,14,,,136.9356079,,1,00000000,2933.612038,554158.725
3470,1914,CA,USF,BDF, ,00000000,,,14,,,72.65955353,,1,00000000,2033.615941,294042.7723
3471,1914,CA,USF,BDF, ,00000000,,,14,,,57.4307251,,1,00000000,1803.068077,232413.898
3472,1914,CA,USF,BDF, ,00000000,,,14,,,439.0278625,,1,00000000,4996.194836,1776682.682
3473,1914,CA,USF,BDF, ,00000000,,,14,,,32.46133041,,1,00000000,1572.23016,131366.3505
3474,1914,CA,USF,BDF, ,00000000,,,14,,,39.47439194,,1,00000000,1604.0681,159747.2009
3475,1914,CA,USF,BDF, ,00000000,,,14,,,50.74530411,,1,00000000,1825.421126,205358.965
3476,1914,CA,USF,PNF, ,00000000,,,14,,,514.6414185,,1,00000001,5916.944707,2082680.003
3477,1915,CA,USF,BDF, ,00000000,,,14,,,161.985672,,1,00000000,3327.252829,655532.7728
3478,1915,CA,CCO,LAC,CASTAIC,00000000,1915-06-23,,14,,,413.9808044,,1,00000000,8461.927875,1675320.876
3479,1915,CA,CCO,LAC, ,00000000,,,14,,,15096.0166,,1,00000000,30767.17921,61091410.08
3480,1915,CA,USF,LPF, ,00000000,,,9,,,126.5337677,,1,00000079,2995.365229,512064.0003
3481,1915,CA,USF,LPF, ,00000000,,,9,,,111.5798187,,1,00000019,2697.915435,451547.5009
3482,1915,CA,USF,LPF, ,00000000,,,14,,,110.5038834,,1,00000004,2537.108201,447193.3636
3483,1911,CA,USF,MDF,NONAME,00000000,1911-07-07,,9,,,131.7615204,,1,00000026,3309.199386,533219.9623
3484,1911,CA,USF,SRF,N/A,00000000,1911-08-22,,14,,,258.895874,,1,00000008,3633.119791,1047714.462
3485,1911,CA,USF,SRF,ULLATHORNE 1,00000000,1911-07-12,,14,,,14.93657398,,1,00200000,872.6534856,60446.16967
3486,1911,CA,USF,SRF,ULLATHORNE CREEK 2,00000000,1911-07-13,,14,,,69.70310974,,1,00200002,1885.133948,282078.4742
3487,1916,CA,USF,TNF, ,00000000,,,14, ,,1506.656494,,1,00000007,10273.81144,6097222.51
3488,1916,CA,USF,TNF, ,00000000,,,14, ,,3923.382568,,1,00000008,19011.98412,15877366.39
3489,1917,CA,USF,TNF, ,00000000,,,14, ,,444.2705994,,1,00000004,5489.172617,1797899.278
3490,1917,CA,USF,TNF, ,00000000,,,14, ,,140.7833557,,1,00000002,2854.631675,569730.0285
3491,1917,CA,USF,TNF, ,00000000,,,14, ,,166.0594025,,1,00000001,3467.559549,672018.5702
3492,1968,CA,CCO,LAC,LIMEROCK FIRE,00318007,1968-09-09,,14,,,2858.506592,,1,00000420,34363.3679,11567966.11
3493,1968,CA,CCO,LAC,BROWN FIRE,00312037,1968-09-06,,14,,,1798.980347,,1,00000528,16021.17077,7280215.17
3494,1968,CA,CCO,LAC,CANYON INN FIRE,00031000,1968-08-23,,14,,,19055.68945,,1,00000030,63710.91623,77115640.66
3495,1968,CA,CCO,LAC,NEWMAN FIRE,00031000,1968-07-20,,14,,,66.66062164,,1,00000032,2157.888088,269765.9793
3496,1968,CA,CCO,LAC,TO RESEARCH,00031000,,,14,,,20.17464447,,1,00000033,1184.135085,81643.89198
3497,1968,CA,CCO,LAC,SAN LEANDERO FIRE,00312031,1968-07-05,,14,,,103.8996277,,1,00000208,4398.688772,420466.8632
3498,1968,CA,CCO,LAC,OLD CYN. FIRE,00312219,1968-07-25,,14,,,107.7583923,,1,00000134,2953.799436,436082.7301
3499,1968,CA,CCO,LAC,EASLEY FIRE,00317149,1968-07-12,,14,,,589.1264648,,1,00000076,9084.784156,2384110.233
3500,1968,CA,CCO,LAC,BOOTLEGGERS-SAND FIRE,00312038,1968-09-09,,14,,,405.0803223,,1,00000048,12463.99394,1639301.895
3501,1968,CA,CCO,LAC, ,00000000,1968-09-08,,14,,,15.22614574,,1,00000000,1118.345343,61618.02686
3502,1968,CA,CCO,LAC, ,00000000,1968-05-19,,14,,,12.82355022,,1,00000000,1065.745681,51895.06618
3503,1968,CA,CCO,LAC, ,00000000,1968-08-26,,14,,,34.69252777,,1,00000000,1615.813843,140395.6853
3504,1968,CA,CCO,LAC, ,00000000,1968-07-11,,14,,,20.60687256,,1,00000000,1347.884577,83393.05491
3505,1968,CA,CCO,LAC, ,00000000,1968-08-11,,14,,,35.29761505,,1,00000000,2024.383288,142844.3746
3506,1968,CA,CCO,LAC, ,00000000,1968-05-27,,14,,,49.76673889,,1,00000000,1814.134063,201398.8519
3507,1920,CA,USF,PNF, ,00000000,,,14,,,604.418335,,1,00000007,7661.43544,2445994.277
3508,1920,CA,USF,PNF, ,00000000,,,14,,,184.9910126,,1,00000006,3550.419924,748632.096
3509,2005,CA,USF,ENF,MOUNTAIN,00000000,2005-11-19,2005-11-21,5,,40,25.80358887,6,1,00000051,3617.818154,104423.4182
3510,2005,CA,USF,INF,MUDD,00000000,2005-09-23,2005-09-23,9,,32,31.79668999,1,1,00000063,5405.722926,128676.6367
3511,2005,CA,USF,INF,GLASS,00000000,2005-09-02,2005-09-05,7,,20,18.75880051,1,1,00000058,2380.89409,75914.1739
3512,2005,CA,USF,CNF,BARRETT,00000000,2005-08-24,2005-08-26,4,,124,12.18255615,6,1,00000070,1627.959254,49301.05396
3513,2005,CA,USF,SNF,CORRAL WFU,00000000,2005-08-14,,1,,274,256.3453064,1,2,00000028,11798.3906,1037392.608
3514,2001,CA,USF,TMU,KINGSBURY,00000000,2001-06-16,2001-06-18,8,Correct polygon with updated attributes for Kingsbury Fire,15,14.99958897,6,,00000018,1035.012968,60701.18122
3515,1984,CA,USF,TMU,GLENBROOK,00000000,1984-11-02,1984-11-03,5,,107,48.39743805,8,1,00000082,1966.848124,195857.486
3516,2006,CA,CDF,AEU,MULE,00016825,2006-09-19,2006-09-19,14,,70,78.4252243,6,1,00000515,2927.296731,317375.6111
3517,2006,CA,CDF,AEU,JACKSON,00012410,2006-07-20,2006-07-20,14,,105,104.329422,1,1,00000342,3853.360494,422206.1887
3518,1949,CA,USF,CNF, ,00000000,,,9,,,353.5476685,,1,00000136,7615.160862,1430756.622
3519,1949,CA,USF,CNF, ,00000000,,,14,,,1872.610718,,1,00000141,15586.87746,7578186.807
3520,1949,CA,USF,CNF, ,00000000,,,9,,,76.48539734,,1,00000148,2639.640169,309525.4253
3521,1949,CA,USF,MDF,WHITE PINE F,00000000,1949-07-16,,9,,,23.39866066,,1,00000068,1201.024016,94691.02305
3522,1938,CA,USF,CNF, ,00000000,,,9,,,148.3282928,,1,00000059,4329.044604,600263.3351
3523,1938,CA,USF,CNF, ,00000000,,,14,,,1705.507813,,1,00000051,13456.21737,6901945.291
3524,1938,CA,USF,CNF, ,00000000,,,14,,,1771.067749,,1,00000052,11715.70839,7167257.122
3525,1938,CA,USF,CNF, ,00000000,,,14,,,193.5448761,,1,00000050,3993.656166,783248.3016
3526,1938,CA,USF,CNF, ,00000000,,,1,,,39.63233566,,1,00000056,2020.864131,160386.3671
3527,1938,CA,USF,CNF, ,00000000,,,14,,,365.0734558,,1,00000062,7451.562877,1477399.834
3528,1938,CA,USF,CNF, ,00000000,,,9,,,2003.136719,,1,00000057,28554.91437,8106406.704
3529,1938,CA,USF,CNF, ,00000000,,,9,,,460.0473938,,1,00000060,7679.5582,1861745.804
3530,1938,CA,USF,CNF, ,00000000,,,9,,,55.13461685,,1,00000058,2257.529582,223121.8769
3531,1938,CA,USF,CNF, ,00000000,,,14,,,447.3407593,,1,00000048,6526.239358,1810323.79
3532,1938,CA,USF,CNF, ,00000000,,,14,,,3468.186279,,1,00000049,18263.72254,14035251.95
3533,1938,CA,USF,CNF, ,00000000,,,9,,,390.9295349,,1,00000055,7044.47426,1582035.715
3534,1938,CA,USF,CNF, ,00000000,,,9,,,4739.186035,,1,00000064,25509.61004,19178804.54
3535,1938,CA,USF,CNF, ,00000000,,,14,,,2293.044189,,1,00000047,12252.25865,9279620.454
3536,1938,CA,USF,CNF, ,00000000,,,14,,,558.6144409,,1,00000006,7100.702928,2260632.467
3537,1938,CA,USF,CNF, ,00000000,,,14,,,5000.288574,,1,00000007,22378.53275,20235449.58
3538,1938,CA,USF,LNF, ,00000000,,,14,,,345.2889709,,1,00000191,4889.711211,1397334.865
3539,1938,CA,USF,LNF, ,00000000,,,14,,,706.664856,,1,00000421,7887.492863,2859771.274
3540,1947,CA,CDF,TGU,GRAVES,00000000,1947-09-21,,14,,,270.8961792,,1,00000206,5064.330014,1096277.932
3541,1947,CA,CDF,TGU,RAMSEY,00000000,1947-06-20,,14,,,594.2175293,,1,00000081,8185.196206,2404713.09
3542,1947,CA,CDF,TGU,BAYLESS,00000000,1947-08-11,,9,,,4372.356445,,1,00000163,31978.30899,17694299.66
3543,1947,CA,USF,PNF, ,00000000,,,9,,,1301.078003,,1,00000042,15544.49642,5265276.001
3544,1947,CA,USF,PNF, ,00000000,,,9,,,251.8549347,,1,00000101,6061.67537,1019220.785
3545,1947,CA,USF,PNF, ,00000000,,,9,,,482.6931152,,1,00000051,7360.458608,1953389.769
3546,1947,CA,USF,SNF, ,00000000,,,9,,,1269.846802,,1,00000001,11076.16718,5138887.821
3547,1947,CA,USF,SNF, ,00000000,,,9,,,554.9639282,,1,00000002,6520.608847,2245859.278
3548,1947,CA,USF,SNF, ,00000000,,,1,,,3020.117676,,1,00000003,16720.35321,12221982.25
3549,1947,CA,USF,SNF, ,00000000,,,1,,,53.86486053,,1,00000004,1860.105322,217983.3509
3550,1947,CA,USF,SNF, ,00000000,,,14,,,135.5648956,,1,00000005,3140.327637,548611.6696
3551,1947,CA,USF,KNF, ,00000000,,,14,,,590.480835,,1,00000102,6863.506457,2389591.208
3552,1947,CA,USF,LNF, ,00000000,,,9,,,802.9381714,,1,00000034,9063.776055,3249375.575
3553,1932,CA,USF,SHF, ,00000000,,,9,,,110.5162277,,1,00000575,2641.734127,447243.3066
3554,1932,CA,USF,SHF, ,00000000,,,14,,,857.4245605,,1,00000703,7755.423283,3469874.097
3555,1932,CA,USF,SHF, ,00000000,,,9,,,311.0218201,,1,00000771,4671.787821,1258660.659
3556,1932,CA,USF,SHF, ,00000000,,,9,,,214.4035339,,1,00000081,4082.075705,867660.3314
3557,1932,CA,USF,SHF, ,00000000,,,14,,,3972.15625,,1,00000726,18878.9808,16074745.59
3558,1932,CA,USF,SHF, ,00000000,,,14,,,3588.454346,,1,00000578,17363.51816,14521959.19
3559,1932,CA,USF,SHF, ,00000000,,,14,,,160.023819,,1,00000111,3130.671383,647593.3903
3560,1932,CA,USF,PNF, ,00000000,,,14,,,208.4869385,,1,00000001,3872.247005,843716.6786
3561,1932,CA,USF,PNF, ,00000000,,,14,,,432.6758423,,1,00000002,7538.852979,1750977.053
3562,1932,CA,USF,PNF, ,00000000,,,14,,,191.5324707,,1,00000003,3801.70075,775104.4031
3563,1932,CA,USF,PNF, ,00000000,,,14,,,692.0597534,,1,00000004,8842.54356,2800666.38
3564,1936,CA,USF,LPF, ,00000000,,,9,,,1799.801392,,1,00000025,13034.73506,7283537.613
3565,1936,CA,USF,BDF, ,00000000,,,14,,,571.1138306,,1,00000000,7754.474459,2311215.565
3566,1936,CA,USF,BDF, ,00000000,,,14,,,227.4226532,,1,00000000,4939.266862,920346.8165
3567,1936,CA,USF,BDF, ,00000000,,,14,,,4704.118164,,1,00000000,26856.44614,19036889.96
3568,1969,CA,CDF,RRU,OGDEN,00000000,1969-10-06,,14,,,268.419281,,1,00000596,6894.989125,1086254.272
3569,1969,CA,CDF,RRU, ,00000000,,,14,,,19512.48828,,1,00000000,39554.71516,78964238.11
3570,1969,CA,CCO,VNC,TORREY CANYON,00000000,1969-11-20,,14,,,1654.763062,,1,0006913F,20318.14608,6696588.647
3571,1969,CA,CCO,KRN,D. ALBITRE,00002876,1969-10-04,,14,,,234.5322113,,1,00000482,4230.791195,949118.1996
3572,1969,CA,CCO,KRN,FRANK NORIEGA,00001735,1969-07-05,,14,,,158.6708679,,1,00000253,4289.995431,642118.2121
3573,1969,CA,CCO,KRN,HOG CAMP,00002635,1969-09-06,,14,,,142.4518585,,1,00000420,3384.795716,576482.1919
3574,1969,CA,CCO,KRN,SHELL OIL CO.,00002003,1969-07-22,,14,,,345.6397095,,1,00000307,6171.402606,1398754.241
3575,1969,CA,CCO,KRN,SULLIVAN RANCH,00001655,1969-07-04,,14,,,477.4328918,,1,00000242,5855.680548,1932102.353
3576,1969,CA,CCO,KRN,WILLIAMS RANCH,00001897,1969-07-16,,14,,,269.9253845,,1,00000277,6787.073027,1092349.23
3577,1969,CA,USF,BDF, ,00000000,,,14,,,77.23462677,,1,00000000,2355.666981,312557.4511
3578,1969,CA,USF,LPF, ,00000000,,,14,,,165.5786591,,1,00000200,3324.745552,670073.0431
3579,1969,CA,USF,LPF, ,00000000,,,14,,,214.3170319,,1,00000201,3876.910204,867310.2501
3580,1950,CA,CDF,AEU,RUSSI,00000000,1950-06-06,,14,,,533.5253296,,1,00000002,6672.185686,2159100.53
3581,1950,CA,CDF,TCU,SAN ANTONE,00000000,1950-07-28,,14,,,407.2048035,,1,00000038,6152.944279,1647899.381
3582,1950,CA,CDF,AEU,SCULLY ROAD,00000000,1950-07-03,,14,,,416.0515442,,1,00000041,6373.189274,1683700.826
3583,1950,CA,CDF,BTU,SHEEP HOLLOW,00000000,1950-06-16,,14,,,558.7689209,,1,00000173,7426.640205,2261257.591
3584,1950,CA,CDF,TCU,SIX MILE CREEK,00000000,1950-08-18,,14,,,540.6552124,,1,00000057,6483.947822,2187954.026
3585,1950,CA,CDF,SNU,SMITH,00000000,1950-07-30,,14,,,944.9351807,,1,00000291,11956.22385,3824016.982
3586,1950,CA,CDF,MMU,SNELLING FIRE,00000000,1950-07-06,,14,,,293.5557556,,1,0000007A,4804.623716,1187977.987
3587,1950,CA,CDF,AEU,STEVENS,00000000,1950-08-27,,14,,,313.1520691,,1,00000123,5346.915854,1267281.407
3588,1950,CA,CDF,AEU,STEVES ESCAPE,00000000,1950-07-16,,14,,,821.5911255,,1,00000075,8043.053497,3324861.287
3589,1950,CA,CDF,MEU,STRONG MOUNTAIN,00000000,1950-09-02,,14,,,20618.95117,,1,00000224,49045.07816,83441937.4
3590,1950,CA,CDF,HUU,T.K. CLARK,00000000,1950-09-22,,14,,,1609.960815,,1,00000000,11208.54306,6515280.356
3591,1950,CA,CDF,HUU,TACOMA LUMBER SALES,00000000,1950-09-03,,14,,,433.5108643,,1,00000116,6059.588739,1754356.243
3592,1950,CA,CDF,MEU,TOMKI CREEK,00000000,1950-09-02,,14,,,1362.453491,,1,00000220,11723.71236,5513653.847
3593,1950,CA,CDF,SCU,TROUT CREEK,00000000,1950-08-30,,14,,,321.7322083,,1,00000009,5087.027583,1302004.005
3594,1950,CA,CDF,MEU,U.S.G.S. FIR,00000000,1950-09-03,,14,,,886.9904785,,1,00000228,8183.145969,3589523.215
3595,1950,CA,CDF,MEU,UNION LUMBER CO. #4,00000000,1950-08-28,,14,,,423.4221802,,1,00000204,6462.517653,1713528.709
3596,1950,CA,CDF,LNU,WALTER TINDELL,00000000,1950-05-29,,14,,,298.6573486,,1,00000001,4868.939837,1208623.394
3597,1950,CA,CDF,LNU,WENDELL PAYNE #3,00000000,1950-09-03,,14,,,568.124939,,1,00000012,8337.356772,2299119.97
3598,1950,CA,CDF,MMU,WILD CAT ACRES,00000000,1950-08-02,,14,,,1190.869751,,1,00000043,10184.29281,4819278.905
3599,1964,CA,CCO,LAC, ,00000000,1964-04-16,,14,,,380.3319702,,1,00000000,7079.971625,1539148.919
3600,1964,CA,CCO,LAC, ,00000000,1964-06-28,,14,,,73.5683136,,1,00000000,2673.727633,297720.3988
3601,1964,CA,CCO,LAC, ,00000000,1964-05-26,,14,,,43.77364731,,1,00000000,2039.7577,177145.667
3602,1964,CA,CCO,LAC, ,00000000,1964-03-16,,14,,,6950.070801,,1,00000000,37930.29147,28125938.72
3603,1964,CA,CCO,LAC, ,00000000,1964-09-24,,14,,,19.23604393,,1,00000000,1439.621545,77845.51141
3604,1964,CA,CCO,LAC, ,00000000,1964-03-16,,14,,,1458.297485,,1,00000000,19326.98345,5901520.418
3605,1964,CA,CCO,LAC, ,00000000,1964-03-16,,14,,,900.3366699,,1,00000000,11362.46074,3643533.188
3606,1964,CA,CCO,LAC, ,00000000,1964-09-10,,14,,,3506.664307,,1,00000000,27639.518,14190966.87
3607,1964,CA,CCO,LAC, ,00000000,1964-12-27,,14,,,4.779476166,,1,00000000,591.4323139,19341.85294
3608,2004,CA,CCO,SBC,CACHUMA,00000015,2004-05-03,2004-05-12,1,,1127,1115.115356,6,1,00000015,9941.624146,4512711.87
3609,2004,CA,CCO,SBC,GAVIOTA,00004032,2004-06-05,2004-06-12,1,,7443,7197.669922,6,1,00004032,31804.23939,29127936.36
3610,2004,CA,CCO,VNC,KOENIGSTEIN INCIDENT,04032497,2004-04-26,2004-04-26,14,,35,40.23288727,8,1,04032497,1933.656702,162816.7147
3611,2004,CA,CCO,VNC,WENDY INCIDENT,04066772,2004-08-24,2004-08-24,10,,120,120.9401932,2,1,04066772,4180.326773,489427.6117
3612,2004,CA,CCO,LAC,MUNZ,00183690,2004-09-05,2004-09-06,7,,267,267.4606628,6,1,00183690,7074.317533,1082374.89
3613,2004,CA,CCO,LAC,FOOTHILL,00146068,2004-07-17,2004-07-25,7,,5969,5969.518066,6,1,00146068,39921.29718,24157782.3
3614,2004,CA,USF,ANF,CROWN,00000000,2004-07-21,2004-07-25,2,,11966,11754.26563,8,1,00000092,57790.30653,47567823.85
3615,2004,CA,CCO,LAC,WAYSIDE,00090871,2004-05-03,2004-05-04,9,,90,90.63269806,6,1,00090871,4678.538804,366777.5086
3616,2004,CA,CCO,LAC,PINE,00142168,2004-07-12,2004-07-23,9,,16271,16271.65234,6,1,00142168,91593.19858,65849039.94
3617,2004,CA,CDF,RRU,CERRITO,00035517,2004-05-03,2004-05-07,8,,16460,16447.39844,8,1,00000681,71811.38971,66560263.58
3618,2004,CA,CDF,RRU,CITRUS,00058691,2004-07-22,2004-07-29,14,,750,682.6089478,8,1,00001269,11085.29029,2762420.402
3619,2004,CA,CDF,RRU,EAGLE,00035190,2004-05-02,2004-05-07,14,,8831,8946.074219,8,1,00000666,51323.23191,36203479.33
3620,1954,CA,USF,KNF,GREEN GLADE,00000000,1954-04-17,,3,,,37.20017242,,1,00000001,1538.67674,150543.7499
3621,1954,CA,USF,KNF,TIGER FORK,00000000,1954-07-27,,2,,,570.1153564,,1,00000027,6129.000297,2307174.984
3622,1954,CA,USF,KNF,BALD HORNET,00000000,1954-07-30,,2,,,100.837944,,1,00000029,2600.129249,408076.6936
3623,1955,CA,CDF,LNU,ALLISON,00000000,1955-09-04,,14,,,749.276001,,1,00000058,7786.586809,3032212.406
3624,1955,CA,CDF,MEU,ANDERSONIA #3,00000000,1955-09-03,,14,,,1497.844482,,1,00000175,11785.70773,6061561.69
3625,1955,CA,CDF,AEU,B.O.B. CO-OP ESCAPE,00000000,1955-07-30,,14,,,813.5613403,,1,00000041,7757.936644,3292365.817
3626,1955,CA,CDF,AEU,BROWN BAR CANYON,00000000,1955-09-03,,14,,,662.7382813,,1,00000075,7602.406466,2682006.651
3627,1955,CA,CDF,HUU,C. GARDNER,00000000,1955-09-03,,14,,,1759.318726,,1,00000107,12949.36727,7119710.109
3628,1955,CA,USF,BDF,SMILEY,00000000,1955-10-29,,14,,,1050.918945,,1,00000000,10010.94075,4252917.925
3629,1955,CA,USF,BDF, ,00000000,,,14,,,477.3401489,,1,00000000,6402.608543,1931727.004
3630,1955,CA,CDF,BDU,CITY CREEK,00000000,1955-08-20,,14,,,244.4051056,,1,00000036,4795.391053,989072.3643
3631,1955,CA,CDF,BDU,DEER,00000000,1955-09-27,,14,,,2364.466064,,1,00000092,20700.83598,9568654.91
3632,1955,CA,CDF,BDU,LONE PINE,00000000,1955-07-30,,14,,,555.4192505,,1,00000056,8385.742542,2247702.061
3633,1955,CA,CDF,BDU,BRIDGE,00000000,1955-10-24,,14,,,261.3890991,,1,00000101,5009.615117,1057804.187
3634,1955,CA,CDF,HUU,NWPRR #2,00000000,1955-07-14,,14,,,374.8498535,,1,00000002,5527.016542,1516963.58
3635,1955,CA,USF,SNF, ,00000000,,,14,,,417.7592773,,1,00000001,6102.51808,1690611.791
3636,1955,CA,USF,SNF, ,00000000,,,14,,,250.9984894,,1,00000002,4415.458252,1015754.838
