FID,OBJECTID,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Leng,Shape_Area,EXPECT_MAT,Year_rb,Fire_me_rb,Expect_m_1,Region_rb,DPA_rb,Ranger_uni,Ranger_u_1,Start_rb,Contained_,CDF_acres_,Other_acre,Total_acre,Veg_type_r,Cause_rb,Destroyed_,Incident_n,tiol_fores,County_rb,County2_rb,County3_rb,Fire_me2_r,DPA2_rb,Damaged_st,Firefighte,Civilian_f,Total_dama,YEAR1,WUI_area
13,11977,CA,CCO,VNC,CASITAS,031135,2016-04-28,2016-04-30,14, ,0,46.15999985,1,1, ,3111.675704,186802.88,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2016,23.28436
14,11982,CA,CCO,VNC,GRIDLEY,067604,2016-09-13,2016-09-13,15, ,0.25,0.407959014,1,1, ,161.6014242,1650.951571,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2016,0.40796
15,16064,CA,CDF,BEU,THOMPSON_CYN,002314,2008-06-18,2008-06-18,14, ,102,101.7850037,1,1, ,4953.913434,411908.0684,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2008,101.7847
16,16076,CA,CDF,CZU,TRABING,005581,2008-06-20,2008-06-22,10,75 structures destroyed,590,594.2639771,1,1, ,7714.385239,2404902.972,0,2008,TRABING, , ,CDF,San Mateo-Santa Cruz, ,6/20/2008,6/22/2008,630,0,630,TBG,Equipment Use,87, , , , , , , , ,0,0,87,2008,585.44539
17,16077,CA,CDF,CZU,MARTIN,005238,2008-06-11,2008-06-16,4,11 structures destroyed,520,482.7900085,1,1, ,8416.491397,1953783.403,0,2008,MARTIN FIRE, , ,CDF,San Mateo-Santa Cruz, ,6/11/2008,6/30/2008,520,0,520,TG,Campfire,14, , , , , , , , ,0,0,14,2008,139.84699
18,16180,CA,CDF,MMU,ROAD 600,007985,2008-06-21,2008-06-22,1, ,2.02,2.017019987,1,1, ,562.8714549,8162.589569,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2008,1.2908
19,16183,CA,CDF,MMU,COTTONWOOD,009015,2008-07-10,2008-07-11,10, ,800,796.5700073,6,1, ,9490.300902,3223603.257,1,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2008,19.03322
20,16229,CA,CCO,SBC,TEA,009981,2008-11-13,2008-11-18,4,210 Structures Destroyed. 2 Severe Burn Injuries,1940,1946.339966,2,1,009981,17487.24619,7876566.501,0,2008,TEA INCIDENT, , ,CC, , ,11/13/2008,11/17/2008,0,1940,1940,T,Campfire,221,SBC-9981, ,Santa Barbara, , , , ,9,0,0,230,2008,1179.0567
21,16230,CA,CDF,SCU,WHITE HURST,003091,2008-06-21,2008-06-23,1, ,200,256.0169983,1,1, ,4707.448154,1036062.497,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2008,11.17427
22,16231,CA,CDF,SCU,HUMMINGBIRD,003094,2008-06-21,2008-06-24,1, ,794,786.4310303,1,1, ,11226.61853,3182573.753,0,2008,HUMMING BIRD, , ,CDF,Santa Clara, ,6/21/2008,6/24/2008,750,0,750,B,Lightning,0, , , , , , , , ,0,0,0,2008,782.32096
23,16233,CA,CDF,SCU,SUMMIT,002548,2008-05-21,2008-05-27,5, ,4270,4174.509766,2,1, ,31569.47928,16893624.33,0,2008,SUMMIT, , ,CDF,Santa Clara, ,5/22/2008,6/15/2008,4270,0,4270,T,Unidentified,91, , , , , , , , ,0,0,91,2008,252.65528
24,16248,CA,CDF,SLU,CERRITO,008693,2008-11-14,2008-11-14,11, ,0,58.61019897,1,1, ,2342.553535,237187.1786,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2008,0.28877
25,16324,CA,USF,LPF,GAP,00000020,2008-07-01,2008-07-17,9, ,9443,9544.730469,2,1,00000020,52346.3953,38626160.14,0,2008,GAP, , ,USFS, , ,7/1/2008,7/28/2008,0,9443,9443,T,Misc,4,LPF-1778, ,Santa Barbara, , , , ,0,0,0,4,2008,328.56627
26,16325,CA,USF,LPF,CHALK,00000034,2008-09-27,2008-10-30,9, ,11200,16265.7998,2,1,00000034,55755.08841,65825237.88,0,2008,CHALK, , ,USFS, , ,9/25/2008,10/29/2008,0,16269,16269,T,Misc,0,LPF-2754, ,Monterey, , , , ,0,0,0,0,2008,257.32564
27,16336,CA,USF,LPF,INDIANS,00000012,2008-06-08,2008-07-10,4, ,81378,76459.79688,2,1,00000012,105219.3906,309421747.8,0,2008,INDIANS, , ,USFS, , ,6/8/2008,7/10/2008,0,81378,81378,TBG,Campfire,15,LPF-1491, ,Monterey, , , , ,1,0,0,16,2008,2.50489
28,16337,CA,USF,LPF,BASIN COMPLEX,00000016,2008-06-21,2008-07-27,1, ,162818,163607,2,1,00000016,170785.8938,662092774,0,2008,BASIN COMPLEX, , ,USFS, , ,6/21/2008,7/27/2008,0,162818,162818,TB,Lightning,58,LPF-1649, ,Monterey, , , , ,9,0,0,67,2008,1896.01233
29,16434,CA,CDF,FKU,AUBERRY,00006018,,,2, ,10,9.355070114,1,1, ,1314.480479,37858.61975,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2008,9.31397
30,16480,CA,CDF,BEU,GLORIA,002830,2009-08-28,2009-09-08,9, ,0,6435.950195,2,1, ,28514.02008,26045371.45,0,2009,GLORIA, , ,CDF,Monterey, ,8/27/2009,9/1/2009,6437,0,6437,G,Other,1, , , , , , , , ,0,0,1,2009,15.93311
31,16491,CA,CDF,CZU,LOCKHEED,009867,2009-08-12,2009-08-23,14, ,7817,7783.060059,1,1,007246,34740.09917,31496942.08,0,2009,LOCKHEED, , ,CDF,Santa Cruz, ,8/12/2009,8/23/2009,7817,0,7817,BT,Undetermined,13, , , , , , , , ,0,0,13,2009,4.13617
32,16492,CA,CDF,CZU,LOMA,007246,2009-10-25,2009-10-27,14, ,650,669.3969727,1,1,009867,8495.10938,2708952.569,0,2009,LOMA, , ,CDF,Santa Cruz, ,10/25/2009,10/27/2009,485,0,485,TB,Undetermined,0, , , , , , , , ,0,0,0,2009,16.75698
33,16493,CA,CDF,FKU,AUBERY,006625,2009-06-02,2009-06-02,3, ,31,31.31990051,1,1, ,2487.52046,126747.2991,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2009,31.31994
34,16495,CA,CDF,FKU,LODGE,009011,2009-07-30,2009-07-30,14, ,35,30.24309921,1,1, ,1550.588995,122389.5157,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2009,30.24311
35,16496,CA,CDF,FKU,MORGAN,008327,2009-07-13,2009-07-13,7, ,29,29.25720024,1,1, ,2128.783577,118399.7515,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2009,29.25722
36,16497,CA,CDF,FKU,PIEDRA,005888,2009-05-14,2009-05-14,11, ,3,8.226519585,1,1, ,888.9593412,33291.53596,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2009,8.22652
37,16619,CA,CCO,SBC,JESUSITA,093850,2009-05-05,2009-05-17,2, ,8733,8734,8,1, ,40673.94714,35345226.75,0,2009,JESUSITA, , ,USFS, , ,5/5/2009,5/20/2009,0,8733,8733,B,Equipment Use,160,LPF-1479, ,Santa Barbara, , , , ,17,0,0,177,2009,3319.9818
38,16654,CA,CDF,SLU,LAKE,005460,2009-07-19,2009-07-20,11, ,123,123.064003,1,1, ,5003.288311,498022.7367,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2009,0.06403
39,16655,CA,CDF,SLU,NACIMIENTO,005561,2009-07-23,2009-07-23,14, ,42,42.80089951,1,1, ,2167.514594,173209.1725,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2009,42.80037
40,16725,CA,CDF,BEU,BRADLEY-LOCKWOOD,00003812,2010-11-05,2010-11-05,5,Control burn escape,52,51.29940033,6,1, ,2246.797154,207601.3795,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2010,51.29942
41,16789,CA,USF,LPF,WEST,2163,2010-07-17,2010-07-21,2, ,10,11.32759953,6,1,2163,837.4893261,45841.05895,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2010,0.00889
42,16883,CA,BLM,BBD,SEVEN,00001113,2011-05-14,2011-05-14,2, ,69,69.24510193,1,1, ,2662.571375,280225.0149,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2011,0.00158
43,16908,CA,CDF,BEU,LOCKWOOD,00001829,2011-06-02,2011-06-02,7, ,0,19.65019989,1,1, ,1742.411931,79521.4622,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2011,19.0588
44,16910,CA,CDF,BEU,METZ,00001593,2011-05-14,2011-05-14,11, ,0,832.1209717,2,1, ,11025.9279,3367474.49,0,2011,METZ, , ,CDF, , ,5/12/2011,5/14/2011,832,0,832,G,Other,0,BDU-001593, ,Monterey, , , , ,0,0,0,0,2011,1.46815
45,16913,CA,CDF,BEU,RED BARN,00002656,2011-08-06,2011-08-06,10, ,0,22.38920021,1,1, ,1962.865479,90605.72679,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2011,22.38916
46,16916,CA,CDF,BEU,ROSA,00002657,2011-08-06,2011-08-06,9,Shooting steel core bullets at rocks,0,78.7410965,2,1, ,2553.434288,318653.9927,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2011,72.432
47,16960,CA,CDF,FKU,MONO,00009441,2011-08-08,2011-08-08,14, ,15,15.04629993,1,1, ,1318.695964,60890.15813,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2011,0.73092
48,16965,CA,CDF,FKU,WATTS,00009283,2011-08-05,2011-08-05,2, ,11,10.75500011,1,1, ,1075.078437,43523.78327,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2011,10.72864
49,17093,CA,CDF,SCU,RANCH,00003502,2011-08-31,2011-08-31,2, ,11.5,13.91880035,1,1, ,1018.834184,56327.4689,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2011,13.91882
50,17121,CA,CDF,SLU,MARCOS,00004751,2011-06-24,2011-06-24,10,Locally estMurablished criteria,0,129.6430054,1,1, ,3164.61404,524644.7432,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2011,129.15714
51,17202,CA,CDF,BEU,NORTH,00005318,2012-11-06,2012-11-06,7, ,12,12.41650009,5,1, ,852.5453371,50247.6559,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2012,2.11546
52,17250,CA,CDF,FKU,LANES,00010166,2012-08-11,2012-08-12,3, ,138,135.8580017,2,1, ,2984.239893,549796.9341,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2012,18.78904
53,17328,CA,USF,LPF,LOOKOUT,00003127,2012-10-17,2012-10-27,5, ,44,43.56769943,1,1, ,1700.034368,176312.3414,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2012,16.89811
54,17451,CA,CDF,SLU,CALF,00005716,2012-07-16,2012-07-18,2, ,640,616.9760132,7,1, ,9428.585984,2496812.554,0,2012,CALF, , ,CDF, , ,7/16/2012,7/18/2012,640,0,640,B,Equipment use,0,SLU-5716, ,San Luis Obispo, , , , ,0,0,0,0,2012,367.04615
55,17519,CA,CDF,BEU,TRES PINOS,00002109,2013-05-03,2013-05-03,2,Mower,354,353.493988,2,1, ,9810.146576,1430539.944,0,2013,TRES PINOS, , ,CDF, , ,5/3/2013,5/4/2013,354,0,354,G,Equipment use,0,BEU-2109, ,San Benito, , , , ,0,0,0,0,2013,185.27457
56,17544,CA,CDF,FKU,GEORGE,00008315,2013-06-25,2013-06-27,14, ,118,117.7580032,1,1, ,3841.78345,476547.986,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2013,3.27857
57,17545,CA,CDF,FKU,RUTH HILL,00010351,2013-08-03,2013-08-04,14, ,102,101.2850037,1,1, ,2832.025093,409885.6112,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2013,0.2466
58,17620,CA,USF,LPF,PFEIFFER,00003810,2013-12-16,2013-12-20,9,Fire not declared out,917,913.9630127,6,1, ,8595.127538,3698676.855,0,2013,PFEIFFER, , ,USFS, , ,12/16/2013,12/16/2013,0,917,917,B,Unidentified,38,LPF-3810, ,Monterey, , , , ,0,0,0,38,2013,819.87763
59,17623,CA,USF,LPF,WHITE,00001473,2013-05-27,2013-08-01,4,FIMT,1984,1912.050049,0,1, ,21099.55752,7737790.712,0,2013,WHITE, , ,USFS, , ,5/27/2013,6/5/2013,0,1984,1984,BG,Human,0,LPF-1473, ,Santa Barbara, , , , ,1,0,0,1,2013,20.38291
60,17756,CA,CDF,FKU,MORGAN,007750,2014-06-09,2014-06-11,2, ,40,47.4239006,1,1, ,3289.347978,191917.8282,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2014,47.42393
61,17757,CA,CDF,FKU,LAKE,001194,2014-01-25,2014-01-26,14, ,106,102.4420013,1,1, ,3494.287047,414569.4146,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2014,102.44233
62,17759,CA,CDF,FKU,HALL,007737,2014-06-09,2014-06-09,7, ,25,24.57089996,1,1, ,1791.558763,99434.71152,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2014,24.57085
63,17786,CA,CDF,SLU,INDIANA,008226,2014-09-14,2014-09-14,4, ,11,10.2269001,1,1, ,1228.925025,41386.80341,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2014,10.2269
64,17791,CA,CDF,MMU,COURTNEY FIRE,016429,2014-09-14,2014-09-22,5, ,0,290.9410095,1,1, ,6807.357586,1177397.178,0,2014,COURTNEY, , ,CDF, , ,9/14/2014,9/22/2014,320,0,320,B,Undetermined,49,MMU-16429, ,Madera, , , , ,7,0,0,56,2014,114.3039
65,17792,CA,CDF,MMU,JUNCTION FIRE,014633,2014-08-18,2014-08-25,14, ,0,612.1560059,1,1, ,12450.57241,2477305.953,0,2014,JUNCTION, , ,CDF, , ,8/18/2014,8/25/2014,612,0,612,B,Undetermined,47,MMU-14633, ,Madera, , , , ,6,0,0,53,2014,612.15563
66,17841,CA,USF,SNF,FRENCH,001619,2014-07-27,2014-08-18,4,<Null>,13837,13831.59961,3,1, ,59040.41317,55974656.31,0,2014,FRENCH, , ,USFS, , ,7/28/2014,8/18/2014,0,13838,13838,TB,Human,0,SNF-1619, ,Madera, , , , ,0,0,0,0,2014,3.79494
67,18765,CA,CDF,BEU,TASSAJARA,004217,2015-09-19,2015-09-29,7, ,1100,1075.52002,1,1, ,10990.10198,4352472.054,0,2015,TASSAJARA, , ,CDF, , ,9/19/2015,9/29/2015,1068,0,1068,B,Undetermined,20,BEU-4217, ,Monterey, , , , ,1,0,0,21,2015,92.8685
68,18766,CA,CDF,BEU,LAURELES,004218,2015-09-19,2015-09-21,10, ,95,90.41470337,1,1, ,4145.771135,365895.2593,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2015,30.61441
69,18814,CA,CDF,SLU,CUESTA,008555,2015-08-16,2015-08-28,10, ,2446,2445.939941,7,1, ,21086.4033,9898387.026,0,2015,CUESTA, , ,CDF, , ,8/16/2015,9/3/2015,2446,0,2446,G,Vehicle,1,SLU-8555, ,San Luis Obispo, , , , ,0,0,0,1,2015,0.20101
70,18821,CA,CDF,MMU,CORRINE,011662,2015-06-18,2015-06-24,11, ,880,921.6489868,1,1, ,13148.85478,3729780.85,0,2015,CORRINE, , ,CDF, , ,6/18/2015,6/24/2015,920,0,920,TBG,Electrical power,2,MMU-11662, ,Madera, , , , ,0,0,0,2,2015,262.30279
71,18841,CA,CDF,SLU,PARKHILL,006113,2015-06-20,2015-06-24,10, ,1791,1812.319946,7,1, ,15864.38234,7334178.721,0,2015,PARKHILL, , ,CDF, , ,6/20/2015,6/20/2015,1791,0,1791,B,Vehicle,18,SLU-6113, ,San Luis Obispo, , , , ,3,0,0,21,2015,267.60717
72,18856,CA,CCO,SBC,GRADE,009987,2015-08-16,2015-08-16,10, ,19.70000076,19.67410088,1,1, ,2063.487923,79618.18668,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2015,19.67408
73,18905,CA,CCO,VNC,SOLIMAR,009187,2015-12-25,2015-12-29,11, ,1288,1287.390015,7,1, ,13194.06557,5209874.989,0,2015,SOLIMAR, , ,VNC, , ,12/25/2015,12/28/2015,0,1288,1288, ,Undetermined,0,VNC-89187, ,Ventura, , , , ,0,0,0,0,2015,10.37108
74,18933,CA,USF,SNF,MUSIC, ,2015-08-08,2015-08-12,9,No perimeter in this location in GeoMAC. Inci Number Unknown,35,32.64509964,6,1,00000099,1406.520907,132109.9326,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2015,0.0316
75,19163,CA,CDF,SLU,ADELAIDA,005883,2016-06-02,2016-06-02,11, ,9.33,11.62069988,1,1, ,1723.71663,47027.44917,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2016,11.62074
76,19165,CA,CDF,SLU,RIVER,006897,2016-06-26,2016-06-26,9, ,10,10.44659996,1,1, ,990.1953233,42275.96867,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2016,10.18394
77,19169,CA,CDF,SLU,CHIMNEY,008948,2016-08-13,2016-09-09,10, ,46235,46233.89844,1,1, ,110145.1092,187102025.1,0,2016,CHIMNEY, , ,CDF, , ,8/13/2016,9/7/2016,46235,0,46235,BT,Vehicle,70,SLU-8948, ,San Luis Obispo, , , , ,8,0,0,78,2016,583.82877
78,19186,CA,CDF,FKU,GREEN,010005,2016-07-15,2016-07-28,3, ,123,131.1799927,1,1, ,3892.500567,530868.234,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2016,129.97251
79,19189,CA,CDF,FKU,CURRY,009100,2016-07-01,2016-07-04,14, ,2944,2820.47998,2,1, ,17260.83997,11414079.01,0,2016,CURRY, , ,CDF, , ,7/1/2016,7/4/2016,2944,0,2944,BG,Undetermined,0,FKU-9100, ,Fresno, , , , ,0,0,0,0,2016,3.61317
80,19190,CA,CDF,FKU,FRAME,009315,2016-07-04,2016-07-07,7, ,166,166.4400024,1,1, ,5160.745881,673557.025,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2016,0.00192
81,19191,CA,CDF,FKU,ARMSTRONG,008686,2016-06-24,2016-06-24,10, ,18,18.33349991,1,1, ,1728.496617,74193.15437,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2016,17.19669
82,19192,CA,CDF,FKU,GOOSE,010852,2016-07-30,2016-08-09,7, ,2241,2241.01001,2,1, ,19348.67362,9069049.507,0,2016,GOOSE, , ,CDF, , ,7/30/2016,8/9/2016,2241,0,2241,BG,Arson,9,FKU-10852, ,Fresno, , , , ,1,0,0,10,2016,667.58011
83,19194,CA,CDF,FKU,SUNNY,012714,2016-09-03,2016-09-06,10, ,157,157.3919983,1,1, ,5651.176248,636943.7139,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2016,154.49544
84,19199,CA,CDF,BEU,METZ,002369,2016-05-22,2016-05-25,5, ,3876,3856.600098,2,1, ,22235.38412,15607113.55,0,2016,METZ, , ,CDF, , ,5/22/2016,5/25/2016,3876,0,3876,BG,Debris Burning,0,BEU-2369, ,Monterey, , , , ,0,0,0,0,2016,27.04689
85,19208,CA,CDF,BEU,SOBERANES,003422,2016-07-22,2016-10-13,4, ,132127,132104,1,1, ,378479.244,534607053.2,0,2016,SOBERANES, , ,CDF, , ,7/22/2016,10/13/2016,132127,0,132127,BGT,Campfire,68,BEU-3422, ,Monterey, , , , ,5,1,0,73,2016,532.48605
86,19295,CA,CDF,MMU,BROKEN,013124,2016-07-04,2016-07-05,2, ,103,101.3509979,1,1, ,3839.173622,410151.4968,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2016,101.31098
87,19296,CA,CDF,MMU,SERPA,014274,2016-07-21,2016-07-21,14, ,77,63.66469955,1,1, ,2998.782657,257641.8282,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2016,56.77268
88,19343,CA,USF,LPF,SHERPA,001643,2016-06-15,2016-07-11,9,FIRESTSAT C_Meth 20 Digitized Other,7474,7465.75,6,1, ,41203.10823,30212823.96,0,2016,SHERPA, , ,USFS, , ,6/15/2016,6/23/2016,0,7474,7474,BG,Undetermined,5,SBC-7344, ,Santa Barabara, , , , ,0,0,0,5,2016,0.46128
89,19344,CA,USF,LPF,REY,002809,2016-08-18,2016-09-15,9, ,32606,32580.40039,8,1, ,137543.648,131848347,0,2016,REY, , ,USFS, , ,8/18/2016,9/15/2016,0,32606,32606,BG,Undetermined,5,LPF-2809, ,Santa Barbara, , , , ,0,0,0,5,2016,32.22295
90,19360,CA,CDF,SCU,LOMA,006912,2016-09-26,2016-10-26,14, ,2000,4474.120117,2,1, ,28997.42997,18106135.08,0,2016,LOMA, , ,CDF, , ,9/26/2016,11/8/2016,4474,0,4474,BT,Undetermined,28,SCU-6912, ,Santa Clara, , , , ,1,0,0,29,2016,313.92452
91,19491,CA,USF,SNF,WILLOW,00001689,2015-07-25,2015-08-20,8,corrected attributes for previously submitted fire,5701,5701.339844,3,1,00001689,37723.15451,23072509.41,0,2015,WILLOW, , ,USFS, , ,7/25/2015,8/15/2015,0,5702,5702,T,Undetermined,0,SNF-1689, ,Madera, , , , ,0,0,0,0,2015,1.28687
92,20111,CA,CCO,VNC,VISTA,00091038,2017-10-24,2017-10-26,14, ,0,86.39399719,6,1, ,3721.672456,349624.2298,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2017,84.92883
93,20112,CA,CCO,VNC,BALDWIN,00049252,2017-06-16,2017-06-16,2,Per walked GPS track,2,2.29659009,1,1, ,406.1986473,9293.989507,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2017,2.29659
94,20117,CA,CCO,VNC,LIBBEY,00032047,2017-04-16,2017-04-16,9,Unintentional,2,2.227260113,6,1, ,407.4396905,9013.403747,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2017,2.22726
95,20151,CA,CDF,SLU,STONE,00007792,2017-07-09,2017-07-11,2, ,340,340.4360046,7,1, ,8041.700555,1377697.582,0,2017,STONE, , ,CDF, , ,7/9/2017,7/11/2017,340,0,340,BG,Equipment Use,0,SLU-7792, ,San Luis Obispo, , , , ,0,0,0,0,2017,229.4859
96,20154,CA,CDF,SLU,HILL,00007101,2017-06-26,2017-06-30,10, ,1646,1645.589966,1,1, ,17475.38269,6659469.028,0,2017,HILL, , ,CDF, , ,6/26/2017,6/28/2017,1626,0,1626,BG,Vehicle,0,SLU-7101, ,San Luis Obispo, , , , ,0,0,0,0,2017,133.31745
97,20155,CA,CDF,SLU,GAVIOTA,00006569,2017-06-14,2017-06-14,9,Spontaneous combustion to soil/fertilizer,21.4,20.31970024,6,1, ,1267.2475,82230.71999,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2017,20.31965
98,20156,CA,CDF,SLU,ZENON,00008291,2017-07-20,2017-07-20,14, ,47,46.57749939,1,1, ,2660.280647,188492.5874,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2017,6.39287
