Fire_name_year,Year,Region,Ranger_unit,Ranger_unit2,FIRE_NAME,Start,Contained,DPA,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Destroyed_structures,Incident_number,National_forest,County,County2,County3,Fire_name2,DPA2,Damaged_structures,Firefighter_fatalities,Civilian_fatalities
PEACH_1987,1987,NA,NA,NA,PEACH,NA,NA,CDF,350,NA,NA,Playing with fire,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA
SLU 73_1987,1987,NA,NA,NA,SLU 73,NA,NA,CDF,600,NA,NA,Misc,0,NA,NA,San Luis Obispo,NA,NA,NA,NA,NA,0,NA
SLU 864_1987,1987,NA,NA,NA,SLU 864,0005-05-19,0005-09-19,CDF,325,NA,NA,Misc,0,NA,NA,San Luis Obispo,NA,NA,NA,NA,NA,0,NA
WINCHESTER #1_1987,1987,NA,NA,NA,WINCHESTER #1,0005-07-19,0005-07-19,CDF,1022,NA,NA,Lightning,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA
GERBER_1987,1987,NA,NA,NA,GERBER,0005-07-19,0005-11-19,CDF,1470,NA,NA,Equipment Use,0,NA,NA,Stanislaus,NA,NA,NA,NA,NA,0,NA
GILL_1987,1987,NA,NA,NA,GILL,0005-09-19,0005-11-19,CDF,300,NA,NA,Lightning,0,NA,NA,Stanislaus,NA,NA,NA,NA,NA,0,NA
AVE 32_1987,1987,NA,NA,NA,AVE 32,NA,NA,CDF,365,NA,NA,Equipment Use,0,NA,NA,Tulare,NA,NA,NA,NA,NA,0,NA
SLU 966_1987,1987,NA,NA,NA,SLU 966,NA,NA,CDF,875,NA,NA,Equipment Use,0,NA,NA,San Luis Obispo,NA,NA,NA,NA,NA,0,NA
NUNEZ_1987,1987,NA,NA,NA,NUNEZ,NA,NA,CDF,1000,NA,NA,Smoking,0,NA,NA,Fresno,NA,NA,NA,NA,NA,0,NA
CONOVER_1987,1987,NA,NA,NA,CONOVER,NA,NA,CDF,350,NA,NA,Equipment Use,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA
MORSE_1987,1987,NA,NA,NA,MORSE,NA,0006-01-19,CDF,160,NA,NA,Campfire,37,NA,NA,Monterey,NA,NA,NA,NA,NA,0,NA
EAGLE #1_1987,1987,NA,NA,NA,EAGLE #1,0006-03-19,0006-04-19,CDF,762,NA,NA,Misc,8,NA,NA,Lake,NA,NA,NA,NA,NA,0,NA
STATE 767 (BULL)_1987,1987,NA,NA,NA,STATE 767 (BULL),0006-05-19,0006-05-19,CDF,1200,NA,NA,Lightning,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA
VERBNIA-STATE 82_1987,1987,NA,NA,NA,VERBNIA-STATE 82,NA,NA,CDF,1260,NA,NA,Misc,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA
MERCED FALLS_1987,1987,NA,NA,NA,MERCED FALLS,NA,NA,CDF,300,NA,NA,Misc,0,NA,NA,Mariposa,NA,NA,NA,NA,NA,0,NA
HASWELL_1987,1987,NA,NA,NA,HASWELL,NA,NA,CDF,310,NA,NA,Arson,0,NA,NA,Yolo,NA,NA,NA,NA,NA,0,NA
CARRIZO_1987,1987,NA,NA,NA,CARRIZO,0007-12-19,NA,CDF,400,NA,NA,Campfire,0,NA,NA,San Diego,NA,NA,NA,NA,NA,0,NA
SLU 1690_1987,1987,NA,NA,NA,SLU 1690,NA,NA,CDF,300,NA,NA,Playing with fire,0,NA,NA,San Luis Obispo,NA,NA,NA,NA,NA,0,NA
ALEXANDER_1987,1987,NA,NA,NA,ALEXANDER,NA,NA,CDF,343,NA,NA,Equipment Use,0,NA,NA,Monterey,NA,NA,NA,NA,NA,0,NA
ROMERO_1987,1987,NA,NA,NA,ROMERO,NA,NA,CDF,700,NA,NA,Equipment Use,0,NA,NA,Merced,NA,NA,NA,NA,NA,0,NA
DENNY_1987,1987,NA,NA,NA,DENNY,NA,NA,CDF,320,NA,NA,Arson,0,NA,NA,Tulare,NA,NA,NA,NA,NA,0,NA
PILITAS_1987,1987,NA,NA,NA,PILITAS,0008-04-19,0008-05-19,CDF,1250,NA,NA,Misc,0,NA,NA,San Luis Obispo,NA,NA,NA,NA,NA,0,NA
SLU 1848_1987,1987,NA,NA,NA,SLU 1848,0008-05-19,0008-05-19,CDF,575,NA,NA,Equipment Use,0,NA,NA,San Luis Obispo,NA,NA,NA,NA,NA,0,NA
STATE 1293_1987,1987,NA,NA,NA,STATE 1293,NA,NA,CDF,360,NA,NA,Misc,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA
CASE_1987,1987,NA,NA,NA,CASE,NA,0009-07-19,CDF,4723,NA,NA,Lightning,0,NA,NA,Tulare,NA,NA,NA,NA,NA,0,NA
TYLER_1987,1987,NA,NA,NA,TYLER,NA,NA,CDF,450,NA,NA,Arson,0,NA,NA,Mendocino,NA,NA,NA,NA,NA,0,NA
DOG BAR_1987,1987,NA,NA,NA,DOG BAR,NA,NA,CDF,362,NA,NA,Equipment Use,4,NA,NA,Nevada,NA,NA,NA,NA,NA,0,NA
CRANK_1987,1987,NA,NA,NA,CRANK,NA,0009-04-19,CDF,3528,NA,NA,Lightning,0,NA,NA,Modoc,NA,NA,NA,NA,NA,0,NA
PIERCE_1987,1987,NA,NA,NA,PIERCE,NA,NA,CDF,725,NA,NA,Lightning,0,NA,NA,Tulare,NA,NA,NA,NA,NA,0,NA
WHITE DEER_1987,1987,NA,NA,NA,WHITE DEER,NA,0009-01-19,CDF,835,NA,NA,Lightning,0,NA,NA,Fresno,NA,NA,NA,NA,NA,0,NA
BUZZARD_1987,1987,NA,NA,NA,BUZZARD,NA,0009-02-19,CDF,700,NA,NA,Playing with fire,0,NA,NA,Shasta,NA,NA,NA,NA,NA,0,NA
RED MOUNTAIN_1987,1987,NA,NA,NA,RED MOUNTAIN,NA,0009-01-19,CDF,4750,NA,NA,Lightning,0,NA,NA,Fresno,NA,NA,NA,NA,NA,0,NA
SKINNER_1987,1987,NA,NA,NA,SKINNER,0009-01-19,0009-02-19,CDF,560,NA,NA,Lightning,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA
BORDEN_1987,1987,NA,NA,NA,BORDEN,0009-03-19,0009-03-19,CDF,432,NA,NA,Arson,0,NA,NA,Sacramento,NA,NA,NA,NA,NA,0,NA
BRICEBURG_1987,1987,NA,NA,NA,BRICEBURG,0009-09-19,0009-11-19,CDF,411,NA,NA,Arson,0,NA,NA,Lassen,NA,NA,NA,NA,NA,0,NA
POST_1987,1987,NA,NA,NA,POST,0009-09-19,0009-09-19,CDF,546,NA,NA,Arson,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA
LAUDER_1987,1987,NA,NA,NA,LAUDER,NA,NA,CDF,1400,NA,NA,Misc,1,NA,NA,Mendocino,NA,NA,NA,NA,NA,0,NA
HIGHLAND_1987,1987,NA,NA,NA,HIGHLAND,0010-03-19,0010-04-19,CDF,506,NA,NA,Misc,0,NA,NA,San Diego,NA,NA,NA,NA,NA,0,NA
PALOMAR_1987,1987,NA,NA,NA,PALOMAR,0010-03-19,0010-03-19,CDF,16100,NA,NA,Debris,0,NA,NA,San Diego,NA,NA,NA,NA,NA,0,NA
ANTELOPE_1987,1987,NA,NA,NA,ANTELOPE,0010-03-19,0010-03-19,CDF,3275,NA,NA,Equipment Use,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA
GRADE_1987,1987,NA,NA,NA,GRADE,0010-04-19,0010-04-19,CDF,2900,NA,NA,Arson,0,NA,NA,San Diego,NA,NA,NA,NA,NA,0,NA
CHULAR CANYON_1987,1987,NA,NA,NA,CHULAR CANYON,0010-06-19,0010-08-19,CDF,410,NA,NA,Equipment Use,0,NA,NA,Monterey,NA,NA,NA,NA,NA,0,NA
RUBY_1987,1987,NA,NA,NA,RUBY,NA,NA,USFS,NA,10700,NA,Misc,0,NA,Angeles,Los Angeles,NA,NA,NA,NA,NA,0,NA
SILVERADO_1987,1987,NA,NA,NA,SILVERADO,0009-09-19,NA,USFS,NA,5800,NA,Arson,0,NA,Cleveland,Orange,NA,NA,NA,NA,NA,0,NA
LAUREL_1987,1987,NA,NA,NA,LAUREL,NA,0009-02-19,USFS,NA,1465,NA,Lightning,0,NA,Inyo,Mono,NA,NA,NA,NA,NA,0,NA
ANDESITE_1987,1987,NA,NA,NA,ANDESITE,NA,NA,USFS,NA,800,NA,Railroad,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
BEARCAT_1987,1987,NA,NA,NA,BEARCAT,NA,0009-09-19,USFS,NA,2430,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
SLATER_1987,1987,NA,NA,NA,SLATER,NA,0009-06-19,USFS,NA,4890,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
FORT COPPER_1987,1987,NA,NA,NA,FORT COPPER,NA,0010-02-19,USFS,NA,26840,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
THOMPSON_1987,1987,NA,NA,NA,THOMPSON,NA,NA,USFS,NA,9040,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
HAPPY_1987,1987,NA,NA,NA,HAPPY,NA,0009-06-19,USFS,NA,300,NA,Lightning,1,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
GULCH_1987,1987,NA,NA,NA,GULCH,NA,NA,USFS,NA,14260,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
BIG BUCK_1987,1987,NA,NA,NA,BIG BUCK,NA,NA,USFS,NA,475,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
SLIDE_1987,1987,NA,NA,NA,SLIDE,NA,NA,USFS,NA,300,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
ELK LICK_1987,1987,NA,NA,NA,ELK LICK,NA,NA,USFS,NA,930,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
TEN/BALD_1987,1987,NA,NA,NA,TEN/BALD,NA,NA,USFS,NA,19100,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
CHINA_1987,1987,NA,NA,NA,CHINA,NA,0009-09-19,USFS,NA,3040,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
GRIDER/LAKE_1987,1987,NA,NA,NA,GRIDER/LAKE,NA,NA,USFS,NA,15510,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
CLIFF/VALLEY_1987,1987,NA,NA,NA,CLIFF/VALLEY,NA,NA,USFS,NA,415,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
KELSEY_1987,1987,NA,NA,NA,KELSEY,NA,NA,USFS,NA,4500,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
KING/TITUS_1987,1987,NA,NA,NA,KING/TITUS,NA,NA,USFS,NA,52600,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
COUGAR-I_1987,1987,NA,NA,NA,COUGAR-I,NA,NA,USFS,NA,7505,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
YELLOW_1987,1987,NA,NA,NA,YELLOW,NA,NA,USFS,NA,47770,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
GLASGOW_1987,1987,NA,NA,NA,GLASGOW,NA,NA,USFS,NA,13370,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
NIELON_1987,1987,NA,NA,NA,NIELON,NA,NA,USFS,NA,1490,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
HOTELLING_1987,1987,NA,NA,NA,HOTELLING,NA,0010-03-19,USFS,NA,16075,NA,Lightning,1,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
ST. CLAIRE_1987,1987,NA,NA,NA,ST. CLAIRE,NA,0010-06-19,USFS,NA,8600,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
LOST_1987,1987,NA,NA,NA,LOST,NA,0009-06-19,USFS,NA,23000,NA,Lightning,0,NA,Lassen,Shasta,NA,NA,NA,NA,NA,0,NA
FREANER_1987,1987,NA,NA,NA,FREANER,NA,0009-05-19,USFS,NA,425,NA,Lightning,0,NA,Lassen,Shasta,NA,NA,NA,NA,NA,0,NA
FISH_1987,1987,NA,NA,NA,FISH,0010-01-19,0010-08-19,USFS,NA,4205,NA,Lightning,0,NA,Los Padres,Ventura,NA,NA,NA,NA,NA,0,NA
MENDENHALL_1987,1987,NA,NA,NA,MENDENHALL,NA,0009-11-19,USFS,NA,60655,NA,Lightning,0,NA,Mendocino,Mendocino,NA,NA,NA,NA,NA,0,NA
CARDENAS_1987,1987,NA,NA,NA,CARDENAS,NA,0009-07-19,USFS,NA,300,NA,Lightning,0,NA,Mendocino,Mendocino,NA,NA,NA,NA,NA,0,NA
FOUTS COMPLEX_1987,1987,NA,NA,NA,FOUTS COMPLEX,NA,0009-12-19,USFS,NA,18037,NA,Lightning,0,NA,Mendocino,Colusa,NA,NA,NA,NA,NA,0,NA
SLIDES_1987,1987,NA,NA,NA,SLIDES,NA,0009-11-19,USFS,NA,1220,NA,Lightning,0,NA,Mendocino,Tehama,NA,NA,NA,NA,NA,0,NA
FORK_1987,1987,NA,NA,NA,FORK,NA,0009-05-19,USFS,NA,800,NA,Lightning,0,NA,Mendocino,Tehama,NA,NA,NA,NA,NA,0,NA
HIGH ROCK_1987,1987,NA,NA,NA,HIGH ROCK,0009-02-19,0009-12-19,USFS,NA,1156,NA,Lightning,0,NA,Modoc,Modoc,NA,NA,NA,NA,NA,0,NA
CEDAR_1987,1987,NA,NA,NA,CEDAR,0009-02-19,0009-06-19,USFS,NA,709,NA,Lightning,0,NA,Modoc,Modoc,NA,NA,NA,NA,NA,0,NA
FRENCH_1987,1987,NA,NA,NA,FRENCH,NA,0009-05-19,USFS,NA,430,NA,Lightning,0,NA,Plumas,Butte,NA,NA,NA,NA,NA,0,NA
CLARK_1987,1987,NA,NA,NA,CLARK,NA,0009-05-19,USFS,NA,37530,NA,Lightning,4,NA,Plumas,Plumas,NA,NA,NA,NA,NA,0,NA
FAY/TOP_1987,1987,NA,NA,NA,FAY/TOP,NA,0009-06-19,USFS,NA,13900,NA,Lightning,0,NA,Sequoia,Kern,NA,NA,NA,NA,NA,0,NA
PIERCE_1987,1987,NA,NA,NA,PIERCE,NA,0009-03-19,USFS,NA,690,NA,Lightning,0,NA,Sequoia,Tulare,NA,NA,NA,NA,NA,0,NA
LAZYMAN_1987,1987,NA,NA,NA,LAZYMAN,NA,0009-12-19,USFS,NA,2520,NA,Lightning,0,NA,Shasta-Trinity,Tehama,NA,NA,NA,NA,NA,0,NA
UNDER_1987,1987,NA,NA,NA,UNDER,NA,0009-06-19,USFS,NA,510,NA,Lightning,0,NA,Shasta-Trinity,Shasta,NA,NA,NA,NA,NA,0,NA
FLUME_1987,1987,NA,NA,NA,FLUME,NA,NA,USFS,NA,11325,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
BEAR WALLOW_1987,1987,NA,NA,NA,BEAR WALLOW,NA,NA,USFS,NA,2150,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
GULCH_1987,1987,NA,NA,NA,GULCH,NA,0009-09-19,USFS,NA,6800,NA,Lightning,1,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
BEAR-I_1987,1987,NA,NA,NA,BEAR-I,NA,0009-12-19,USFS,NA,5750,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
TRINITY_1987,1987,NA,NA,NA,TRINITY,NA,0009-09-19,USFS,NA,1000,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
JESSIE_1987,1987,NA,NA,NA,JESSIE,NA,0009-09-19,USFS,NA,3500,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
LUCY_1987,1987,NA,NA,NA,LUCY,NA,0009-09-19,USFS,NA,950,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
FRIENDLY_1987,1987,NA,NA,NA,FRIENDLY,NA,NA,USFS,NA,3400,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
COLD_1987,1987,NA,NA,NA,COLD,NA,NA,USFS,NA,13932,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
TULE_1987,1987,NA,NA,NA,TULE,NA,NA,USFS,NA,720,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
PEANUT_1987,1987,NA,NA,NA,PEANUT,NA,NA,USFS,NA,6860,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
RIPSTEIN/EAST_1987,1987,NA,NA,NA,RIPSTEIN/EAST,NA,NA,USFS,NA,14800,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
STRAUSE_1987,1987,NA,NA,NA,STRAUSE,NA,0010-06-19,USFS,NA,5840,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,1,NA
CHINA/CHANCE_1987,1987,NA,NA,NA,CHINA/CHANCE,NA,0010-06-19,USFS,NA,8235,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
BACKBONE_1987,1987,NA,NA,NA,BACKBONE,NA,NA,USFS,NA,830,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
BEAR_1987,1987,NA,NA,NA,BEAR,NA,0009-12-19,USFS,NA,550,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
DOE_1987,1987,NA,NA,NA,DOE,NA,NA,USFS,NA,2026,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
TRAVIS COMPLEX_1987,1987,NA,NA,NA,TRAVIS COMPLEX,NA,0009-07-19,USFS,NA,11500,NA,Lightning,0,NA,Six Rivers,Trinity,NA,NA,NA,NA,NA,1,NA
BLAKE_1987,1987,NA,NA,NA,BLAKE,NA,0009-03-19,USFS,NA,1895,NA,Lightning,0,NA,Six Rivers,Humboldt,NA,NA,NA,NA,NA,0,NA
LONGWOOD_1987,1987,NA,NA,NA,LONGWOOD,NA,0009-05-19,USFS,NA,4000,NA,Lightning,0,NA,Six Rivers,Del Norte,NA,NA,NA,NA,NA,0,NA
RIVER-II_1987,1987,NA,NA,NA,RIVER-II,NA,0009-02-19,USFS,NA,565,NA,Lightning,0,NA,Stanislaus,NA,NA,NA,NA,NA,NA,0,NA
JARRELL_1987,1987,NA,NA,NA,JARRELL,0009-03-19,0009-11-19,USFS,NA,1749,NA,Lightning,0,NA,Stanislaus,NA,NA,NA,NA,NA,NA,0,NA
STANISLAUS COMPLEX_1987,1987,NA,NA,NA,STANISLAUS COMPLEX,NA,NA,USFS,NA,144762,NA,Lightning,18,NA,Stanislaus,NA,NA,NA,NA,NA,NA,1,NA
TAHOE_1987,1987,NA,NA,NA,TAHOE,NA,0009-05-19,USFS,NA,1035,NA,Lightning,0,NA,Stanislaus,Big,NA,NA,NA,NA,NA,0,NA
TAHOE_1987,1987,NA,NA,NA,TAHOE,NA,0009-06-19,USFS,NA,1612,NA,Lightning,0,NA,Stanislaus,Palmer,NA,NA,NA,NA,NA,0,NA
TAHOE_1987,1987,NA,NA,NA,TAHOE,NA,0009-07-19,USFS,NA,8500,NA,Lightning,0,NA,Stanislaus,Indian,NA,NA,NA,NA,NA,0,NA
BRANHAM_1987,1987,NA,NA,NA,BRANHAM,NA,NA,BLM,NA,1150,NA,Lightning,0,NA,Stanislaus,Lassen,NA,NA,NA,NA,NA,0,NA
PAUL_1987,1987,NA,NA,NA,PAUL,NA,0009-04-19,NPS,NA,1450,NA,Lightning,0,NA,Stanislaus,San Bernardino,NA,NA,NA,NA,NA,0,NA
SNAG_1987,1987,NA,NA,NA,SNAG,NA,0009-05-19,NPS,NA,830,NA,Lightning,0,NA,Stanislaus,Lassen,NA,NA,NA,NA,NA,0,NA
SYCAMORE_1987,1987,NA,NA,NA,SYCAMORE,NA,0009-03-19,CC,NA,1600,NA,Lightning,0,NA,NA,Kern,NA,NA,NA,NA,NA,0,NA
TRAIL_1987,1987,NA,NA,NA,TRAIL,NA,0009-03-19,CC,NA,900,NA,Lightning,0,NA,NA,Kern,NA,NA,NA,NA,NA,0,NA
STALLION SPRINGS_1987,1987,NA,NA,NA,STALLION SPRINGS,NA,0009-04-19,CC,NA,6000,NA,Lightning,0,NA,NA,Kern,NA,NA,NA,NA,NA,0,NA
MIDDLE_1987,1987,NA,NA,NA,MIDDLE,0009-05-19,0009-10-19,CC,NA,1500,NA,Lightning,0,NA,NA,Kern,NA,NA,NA,NA,NA,0,NA
LAKE_1988,1988,I,Humboldt-Del Norte,NA,LAKE,NA,NA,CDF,550,NA,TG,Smoking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SADDLE_1988,1988,I,Humboldt-Del Norte,NA,SADDLE,0009-04-19,0009-12-19,CDF,6100,NA,TGB,Smoking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KLAMATH_1988,1988,I,Humboldt-Del Norte,NA,KLAMATH,0009-11-19,NA,CDF,6170,NA,T,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHARLES_1988,1988,I,Humboldt-Del Norte,NA,CHARLES,NA,NA,CDF,808,NA,TG,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HWY 175_1988,1988,I,Lake-Napa,NA,HWY 175,NA,NA,CDF,552,NA,WB,Playing with fire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUMSEY_1988,1988,I,Lake-Napa,NA,RUMSEY,0009-11-19,NA,CDF,1303,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MILLER_1988,1988,I,Lake-Napa,NA,MILLER,NA,NA,CDF,38600,NA,WBGA,Arson,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RESORT_1988,1988,I,Lake-Napa,NA,RESORT,NA,NA,CDF,780,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLUE RIDGE_1988,1988,I,Lake-Napa,NA,BLUE RIDGE,NA,NA,CDF,5371,NA,WB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHELL CREEK_1988,1988,I,Mendocino,NA,SHELL CREEK,NA,NA,CDF,360,NA,WG,Smoking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UVAS_1988,1988,I,Santa Clara,NA,UVAS,NA,NA,CDF,330,NA,WBG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIVER_1988,1988,I,Sonoma,NA,RIVER,NA,NA,CDF,1900,NA,TWG,Equipment use,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GEYSERS SERIES_1988,1988,I,Sonoma,NA,GEYSERS SERIES,0009-11-19,NA,CDF,352,NA,WB,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PG&E #19_1988,1988,I,Sonoma,NA,PG&E #19,0009-11-19,NA,CDF,8648,NA,TWBG,Equipment use,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIELDS_1988,1988,II,Butte,NA,FIELDS,NA,NA,CDF,200,100,T,Debris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIGHTNING #97_1988,1988,II,Lassen-Modoc,NA,LIGHTNING #97,0008-10-19,NA,CDF,3753,NA,TBG,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLM 4516_1988,1988,II,Lassen-Modoc,NA,BLM 4516,0008-10-19,NA,BLM,NA,2000,N/A,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLM 417_1988,1988,II,Lassen-Modoc,NA,BLM 417,NA,NA,BLM,NA,2060,N/A,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPBELL_1988,1988,II,Lassen NF,NA,CAMPBELL,NA,0009-03-19,USFS,NA,750,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49'ER_1988,1988,II,Nevada-Yuba-Placer,NA,49'ER,0009-11-19,NA,CDF,33700,NA,TWBG,Debris,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BURNEY_1988,1988,II,Shasta-Trinity,NA,BURNEY,NA,0009-01-19,CDF,2925,NA,T,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FERN_1988,1988,II,Shasta-Trinity,NA,FERN,NA,NA,CDF,7790,NA,TBG,Equipment use,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USFS #41_1988,1988,II,Shasta-Trinity,NA,USFS #41,NA,NA,USFS,NA,7600,T,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRINITY (USFS #32)_1988,1988,II,Tehama-Glenn,NA,TRINITY (USFS #32),NA,0009-02-19,USFS,NA,560,T,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIVER_1988,1988,III,Owens Valley,NA,RIVER,NA,NA,CDF,618,NA,B,Campfire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE #837_1988,1988,III,Riverside,NA,STATE #837,NA,NA,CDF,627,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CORONA (STATE 983)_1988,1988,III,Riverside,NA,CORONA (STATE 983),0006-03-19,0006-04-19,CDF,920,NA,BG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOCAL_1988,1988,III,Riverside,NA,LOCAL,0006-04-19,0006-04-19,LOCAL,NA,1800,G,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE_1988,1988,III,Riverside,NA,STATE,NA,NA,CDF,1200,NA,BG,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PEACH_1988,1988,III,Riverside,NA,PEACH,NA,NA,CDF,889,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE #1161_1988,1988,III,Riverside,NA,STATE #1161,NA,NA,CDF,400,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE_1988,1988,III,Riverside,NA,STATE,0007-10-19,NA,USFS,NA,350,N/A,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE_1988,1988,III,Riverside,NA,STATE,0007-11-19,0007-12-19,CDF,400,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE #1662_1988,1988,III,Riverside,NA,STATE #1662,NA,NA,CDF,1000,NA,BG,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE #1807_1988,1988,III,Riverside,NA,STATE #1807,0009-04-19,0009-05-19,CDF,4738,NA,BG,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
