FID,OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Leng,Shape_Area,Year,Region,Ranger_uni,Ranger_u_1,FIRE_NAM_1,Start,Contained,DPA,CDF_acres_,Other_acre,Veg_type,Cause_1,Destroyed_,Incident_n,National_f,County,County2,County3,Fire_name2,DPA2,Damaged_st,Firefighte,Civilian_f
3290,20431,2017,CA,BLM,NOD,CHERRY,5154,8/29/2017 0:00,8/30/2017 0:00,1, ,0,24.9118996,1,1, ,2910.489142,100815.0841,1985,V,San Benito-Monterey,NA,CHERRY,0007-08-19,NA,CDF,31041,9190,WBG,Arson,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3291,20433,2017,CA,BLM,NOD,MUD,5152,8/29/2017 0:00,9/11/2017 0:00,1, ,0,6036.060059,7,1, ,23347.76454,24427087.99,1990,II,Tehama-Glenn,NA,MUD,0008-08-19,0008-10-19,CDF,4500,NA,W,Lightning,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3292,20436,2017,CA,BLM,CDD,BLUE,6884,5/5/2017 0:00,5/5/2017 0:00,2,Grinding,0,9.0544004,1,1, ,1058.387297,36641.84411,2011,NA,NA,NA,BLUE,0012-01-20,0012-06-20,CDF,698,NA,T,Other,0,TCU-0010455,NA,Calaveras,NA,NA,NA,NA,0,0,0
3293,20438,2017,CA,BLM,CDD,CANYON,7342,5/14/2017 0:00,5/14/2017 0:00,10, ,0,15.1246004,1,1, ,1030.490452,61207.07206,2003,South,Riverside,NA,CANYON,NA,NA,OTHER,NA,4336,B,Arson,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3294,20445,2017,CA,BLM,CDD,MOTOR,8896,6/9/2017 0:00,6/10/2017 0:00,2, ,0,17.1942005,1,1, ,4610.98397,69582.29744,2011,NA,NA,NA,MOTOR,NA,0010-01-20,USFS,NA,5230,B,Equipment Use,0,SNF-002117,NA,Mariposa,NA,NA,NA,NA,0,0,0
3295,20448,2017,CA,BLM,CND,HILL,2577,9/6/2017 0:00,9/6/2017 0:00,2, ,0,9.9132204,1,1, ,1178.107953,40117.38733,2011,NA,NA,NA,HILL,0009-02-20,0009-08-20,CDF,1153,NA,T,Undetermined,3,BDU-009968,NA,San Bernardino,NA,NA,NA,USFS,2,0,0
3296,20450,2017,CA,BLM,CND,PANOCHE,924,5/28/2017 0:00,5/28/2017 0:00,9,"target shoting, CALFIRE # 7306",0,17.9829006,1,1, ,1412.076338,72774.07324,1985,IV,Fresno-Kings,NA,PANOCHE,0006-09-19,0006-10-19,CDF,5580,NA,G,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3297,20451,2017,CA,BLM,CDD,FAIRVIEW,8462,6/1/2017 0:00,6/1/2017 0:00,14, ,0,25.6585999,1,1, ,1573.279511,103836.6621,1994,South,Riverside,NA,FAIRVIEW,NA,NA,CDF,1760,NA,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
3298,20453,2017,CA,BLM,CND,SLINKARD,1478,8/29/2017 0:00,9/21/2017 0:00,1,<Null>,0,8923.5,7,1, ,34372.99677,36112103.57,2008,NA,NA,NA,SLINKARD,NA,NA,USFS,NA,374,T,Lightning,0,KNF-4096,NA,Siskiyou,NA,NA,NA,NA,0,0,0
3299,20454,2017,CA,BLM,CND,ALPAUGH,1916,7/26/2017 0:00,7/26/2017 0:00,14, ,0,78.0945969,1,1, ,2547.415213,316037.6927,2006,Sierra,Tulare,NA,ALPAUGH,NA,NA,LOCAL,0,0,G,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3300,20458,2017,CA,CCO,MRN,PINE,171794,6/27/2017 0:00,6/27/2017 0:00,11, ,0,30.5776997,1,1, ,2129.936171,123743.7623,1999,South,Riverside,NA,PINE,NA,0009-01-19,CDF,1523,NA,GB,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
3301,20461,2017,CA,LRA,LDF,SKIRBALL,30179,12/6/2017 0:00,12/7/2017 0:00,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3080139,8,1, ,7285.375934,1502628.654,2017,NA,NA,NA,SKIRBALL,0012-06-20,NA,LOCAL,NA,422,BG,Campfire,9,LFD-30179,NA,Los Angeles,NA,NA,NA,NA,13,0,0
3302,20462,2017,CA,CDF,RRU,MANZANITA,78840,6/26/2017 0:00,6/30/2017 0:00,10, ,6309,6303.660156,3,1, ,27749.77542,25510001.67,1992,III,San Diego,NA,MANZANITA,NA,NA,USFS/BIA,821,NA,B,Undetermined,1,NA,NA,NA,NA,NA,NA,NA,0,0,0
3303,20464,2017,CA,CDF,FKU,MONTEREY,6150,5/6/2017 0:00,5/7/2017 0:00,2, ,0,25.1884995,1,1, ,2509.98982,101934.3459,2017,NA,NA,NA,MONTEREY,0006-11-20,0006-11-20,CDF,450,NA,G,Shooting,0,FKU-8044,NA,Fresno,NA,NA,NA,NA,0,0,0
3304,20465,2017,CA,CDF,FKU,PARKFIELD,13003,9/3/2017 0:00,9/5/2017 0:00,2, ,0,70.2235031,1,1, ,2778.764478,284184.3491,2017,NA,NA,NA,PARKFIELD,0007-08-20,0007-08-20,CDF,1816,NA,BG,Electrical power,0,BEU-3551,NA,Monterey,NA,NA,NA,NA,0,0,0
3305,20467,2017,CA,CDF,FKU,JUNIPER,12291,8/23/2017 0:00,8/23/2017 0:00,10, ,0,30.7126007,1,1, ,1568.107816,124289.3291,1998,Coast,Riverside,NA,JUNIPER,NA,0009-03-19,CDF,6000,NA,BG,Lightning,89,NA,NA,NA,NA,NA,NA,NA,1,0,0
3306,20468,2017,CA,CDF,FKU,SILVER,15022,10/11/2017 0:00,10/13/2017 0:00,14, ,0,57.0545998,1,1, ,3188.320185,230891.8724,2013,NA,NA,NA,SILVER,0008-07-20,NA,CDF,20292,NA,B,Undetermined,48,RRU-79781,NA,Riverside,NA,NA,NA,NA,8,0,0
3307,20470,2017,CA,CDF,FKU,GARZA,9755,7/9/2017 0:00,7/25/2017 0:00,10,blank,0,48886.69922,2,1, ,93478.18444,197837317.7,2017,NA,NA,NA,GARZA,0007-09-20,NA,CDF,48660,NA,BG,Equipment Use,0,FKU-9755,NA,Kings,NA,NA,NA,NA,0,0,0
3308,20471,2017,CA,CDF,FKU,JAYNE,5281,4/20/2017 0:00,4/21/2017 0:00,2, ,0,4533.279785,1,1, ,22228.04991,18345548.89,2017,NA,NA,NA,JAYNE,NA,NA,CDF,4532,NA,G,Equipment Use,0,FKU-5281,NA,Fresno,NA,NA,NA,NA,0,0,0
3309,20473,2017,CA,CDF,FKU,PARK,10248,7/17/2017 0:00,7/19/2017 0:00,2,blank,0,1648.699951,2,1, ,15564.03233,6672066.752,1989,III,Riverside,NA,PARK,0007-05-19,0007-06-19,CDF,1200,NA,B,Equip. RR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3310,20477,2017,CA,CDF,FKU,DERRICK,9289,7/2/2017 0:00,7/5/2017 0:00,14, ,0,1561.660034,1,1, ,12680.67012,6319826.528,2017,NA,NA,NA,DERRICK,0007-02-20,0007-05-20,CDF,1562,NA,BG,Undetermined,0,FKU-9289,NA,Fresno,NA,NA,NA,NA,0,0,0
3311,20478,2017,CA,CDF,FKU,CREEK,8759,6/23/2017 0:00,6/27/2017 0:00,5, ,0,356.9349976,1,1, ,6444.672047,1444465.829,1994,Sierra,Tuolumne-Calaveras,NA,CREEK,0008-09-19,NA,CDF,442,NA,TB,Smoking,3,NA,NA,NA,NA,NA,NA,NA,0,0,0
3312,20480,2017,CA,CDF,FKU,CITY,6721,5/18/2017 0:00,5/18/2017 0:00,10, ,0,23.4542999,1,1, ,2139.793734,94916.06657,1995,South,San Bernardino,NA,CITY,NA,NA,CITY,NA,2500,BG,Vehicle,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
3313,20481,2017,CA,CDF,FKU,AVENAL,12664,8/29/2017 0:00,8/29/2017 0:00,10, ,0,19.4134007,1,1, ,3894.851815,78563.09177,2008,NA,Fresno-Kings,NA,AVENAL,NA,NA,CDF,946,NA,G,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3314,20483,2017,CA,CDF,FKU,FLAT,12465,8/26/2017 0:00,8/30/2017 0:00,2, ,0,110.8290024,1,1, ,4831.386302,448508.0357,2012,NA,NA,NA,FLAT,0007-11-20,NA,USFS,NA,1688,TG,Unidentified,0,SHF-2290,NA,Trinity,NA,NA,NA,NA,0,0,0
3315,20485,2017,CA,USF,SHF,FORK,1555,8/7/2017 0:00,11/15/2017 0:00,1,CONT_DATE based on FIRESTAT Fire Out Date/Time,3532,3372.919922,8,1, ,34284.05783,13649723.67,1987,NA,NA,NA,FORK,NA,0009-05-19,USFS,NA,800,NA,Lightning,0,NA,Mendocino,Tehama,NA,NA,NA,NA,NA,0,NA
3316,20486,2017,CA,USF,SHF,HELENA,1770,8/30/2017 0:00,11/14/2017 0:00,9,Unified Command with Cal-Fire/USFS,18316,18493.69922,3,1, ,87072.79473,74841376.64,2017,NA,NA,NA,HELENA,NA,NA,USFS,NA,21446,BT,Misc,131,SHF-1770,NA,Trinity,NA,NA,NA,NA,0,0,0
3317,20487,2017,CA,USF,TNF,CHILCOOT,992,8/6/2017 0:00,8/7/2017 0:00,1, ,1021,1019.98999,1,1, ,12534.05627,4127762.169,2017,NA,NA,NA,CHILCOOT,0008-06-20,0008-08-20,USFS,NA,1021,BG,Lightning,0,TNF-992,NA,Plumas,NA,NA,NA,NA,0,0,0
3318,20488,2017,CA,USF,TNF,ELEPHANT,910,7/29/2017 0:00,7/31/2017 0:00,1, ,140,139.4669952,1,1, ,3710.006134,564402.7223,2009,NA,NA,NA,ELEPHANT,NA,NA,USFS,NA,445,T,Misc,0,PNF-782,NA,Plumas,NA,NA,NA,NA,0,0,0
3319,20489,2017,CA,USF,TNF,RANCH,1270,9/6/2017 0:00,9/7/2017 0:00,1, ,83.6,83.5128021,1,1, ,3270.591629,337964.4938,1996,South,Los Angeles County,NA,RANCH,NA,NA,CC,NA,540,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3320,20496,2017,CA,USF,STF,PILOT,2465,8/29/2017 0:00,9/2/2017 0:00,1, ,8,8.6032,1,1, ,1225.026857,34815.92637,2016,NA,NA,NA,PILOT,0008-07-20,NA,USFS,NA,8110,BGT,Undetermined,0,BDF-10205,NA,San Bernardino,NA,NA,NA,NA,0,0,0
3321,20497,2017,CA,USF,STF,GRANT,1209,6/27/2017 0:00,7/2/2017 0:00,9, ,17.6,17.0576992,1,1, ,1252.297079,69029.90567,2017,NA,NA,NA,GRANT,NA,0008-03-20,USFS,NA,400,BT,Lightning,0,INF-1235,NA,Mono,NA,NA,NA,NA,0,0,0
3322,20499,2017,CA,USF,SRF,BURNEY,752,7/26/2017 0:00,10/16/2017 0:00,1, ,1642,1643.640015,8,1, ,18092.60692,6651588.332,1988,II,Shasta-Trinity,NA,BURNEY,NA,0009-01-19,CDF,2925,NA,T,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3323,20504,2017,CA,USF,SRF,MARBLE,703,7/19/2017 0:00,7/29/2017 0:00,9, ,319,318.8729858,8,1, ,5795.919993,1290433.17,2017,NA,NA,NA,MARBLE,NA,NA,USFS,NA,319,T,Undetermined,0,SRF-703,NA,Siskiyou,NA,NA,NA,NA,0,0,0
3324,20511,2017,CA,USF,SQF,SCHAEFFER,1317,6/24/2017 0:00,11/15/2017 0:00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,16031,15833.2002,6,1, ,89993.1688,64074737.02,2017,NA,NA,NA,SCHAEFFER,NA,0008-05-20,USFS,NA,16031,BGT,Lightning,0,SQF-1317,NA,Tulare,NA,NA,NA,NA,0,0,0
3325,20512,2017,CA,USF,SQF,PIER,2385,8/29/2017 0:00,8/30/2017 0:00,7, ,36556,36619.39844,6,1, ,90929.93521,148193558.4,2017,NA,NA,NA,PIER,NA,NA,USFS,NA,36556,BT,Misc,2,SQF-2385,NA,Tulare,NA,NA,NA,NA,0,0,0
3326,20513,2017,CA,USF,SQF,CALDWELL,2435,9/1/2017 0:00,10/23/2017 0:00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,1383,1321.26001,6,1, ,13351.15544,5346949.797,2017,NA,NA,NA,CALDWELL,0009-01-20,0009-06-20,USFS,NA,1319,BG,Lightning,0,SQF-2435,NA,Kern,NA,NA,NA,NA,0,0,0
3327,20514,2017,CA,USF,SQF,LION,2753,9/25/2017 0:00,11/2/2017 0:00,1, ,19215,18913.59961,6,1, ,61618.59375,76540530.91,2009,NA,NA,NA,LION,NA,NA,USFS,NA,2577,TB,Lightning,0,SQF-2139,NA,Tulare,NA,NA,NA,NA,0,0,0
3328,20515,2017,CA,USF,SQF,HIGHWAY,1223,6/18/2017 0:00,9/26/2017 0:00,9,CONT_DATE  based on FIRESTAT Fire Out Date/Time,1533,1522.26001,6,1, ,15070.49151,6160365.039,2000,Sierra,Fresno,NA,HIGHWAY,NA,NA,CDF,700,NA,GB,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
3329,20516,2017,CA,USF,SQF,GARDEN,1989,7/30/2017 0:00,11/4/2017 0:00,2,CONT_DATE  based on FIRESTAT Fire Out Date/Time,1350,1282.469971,6,1, ,14847.50758,5189959.352,2017,NA,NA,NA,GARDEN,NA,0008-09-20,USFS,NA,450,B,Misc,0,SQF-1989,NA,Kern,NA,NA,NA,NA,0,0,0
3330,20517,2017,CA,USF,SQF,BELL,1380,6/27/2017 0:00,7/1/2017 0:00,9,CONT_DATE  based on FIRESTAT Fire Out Date/Time,108,107.2539978,6,1, ,4863.383498,434040.795,1993,III,San Diego,NA,BELL,NA,NA,CDF,300,NA,B,Campfire,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
3331,20519,2017,CA,USF,SQF,DAVIS,2635,9/12/2017 0:00,9/13/2017 0:00,1, ,30,30.5981007,6,1, ,1938.88251,123826.1789,2002,South,San Luis Obispo,NA,DAVIS,0006-09-20,0006-09-20,CDF,2118,NA,GA,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
3332,20520,2017,CA,USF,SQF,TRAIL,2157,8/12/2017 0:00,1/15/2018 0:00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,35,31.8708,1,1, ,2623.158174,128976.6093,1987,NA,NA,NA,TRAIL,NA,0009-03-19,CC,NA,900,NA,Lightning,0,NA,NA,Kern,NA,NA,NA,NA,NA,0,NA
3333,20521,2017,CA,USF,SNF,CROWN,1419,9/7/2017 0:00,11/17/2017 0:00,1, ,145,145.1779938,8,1, ,3791.289672,587516.5266,2010,NA,NA,NA,CROWN,NA,0008-03-20,CALFIRE,14000,NA,BG,Undetermined,10,LAC-10169202,NA,Los Angeles,NA,NA,NA,CC,6,0,0
3334,20522,2017,CA,USF,SNF,QUARTZ,1414,8/7/2017 0:00,10/8/2017 0:00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,80,79.8479004,8,1, ,2799.664079,323133.1463,1984,IV,Tuolumne-Calaveras,NA,QUARTZ,0007-07-19,0007-08-19,CDF,2580,NA,WBG,Equipment use,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3335,20523,2017,CA,USF,SNF,BUTTE,1476,8/7/2017 0:00,11/4/2017 0:00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,611,611.2009888,3,1, ,7319.221065,2473444.652,2015,NA,NA,NA,BUTTE,0009-09-20,NA,CDF,70868,NA,TBG,Electrical power,965,AEU-24918,NA,Amador,NA,NA,NA,NA,0,0,2
3336,20524,2017,CA,USF,SNF,RAILROAD,1743,8/29/2017 0:00,11/18/2017 0:00,9,CONT_DATE  based on FIRESTAT Fire Out Date/Time,12377,12371.09961,3,1, ,86419.93029,50064262.62,2017,NA,NA,NA,RAILROAD,NA,NA,USFS,NA,12407,BT,Undetermined,8,SNF-1743,NA,Madera,NA,NA,NA,NA,1,1,0
3337,20525,2017,CA,USF,SNF,COW,1789,9/7/2017 0:00,11/17/2017 0:00,1, ,25,25.9234009,6,1, ,1247.666424,104908.2171,1984,VI,Owens Valley,NA,COW,NA,NA,BLM,NA,2980,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3338,20526,2017,CA,USF,SNF,RIVER,1753,9/1/2017 0:00,9/5/2017 0:00,9, ,11,10.4060001,6,1, ,1883.322158,42111.4027,1986,IV,San Benito-Monterey,NA,RIVER,0011-06-19,0011-08-19,CDF,5375,NA,WBG,Debris,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3339,20527,2017,CA,USF,SHF,BRADLEY,1755,8/29/2017 0:00,9/8/2017 0:00,9,"IC: Todd Mack/Drew Graham.  Redarant Use: 10,000 *",54,54.0439987,8,1, ,2462.438263,218708.3555,1986,III,Ventura County,NA,BRADLEY,0011-10-19,0011-11-19,CC,NA,9027,WBG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3340,20528,2017,CA,USF,SHF,BRIDGE,2304,10/31/2017 0:00,11/3/2017 0:00,2,Started by burning semi trailer truck carrying fl*,37.4,35.5197983,8,1, ,2415.66795,143743.6197,1988,IV,Tuolumne-Calaveras,NA,BRIDGE,NA,NA,CDF,6778,NA,TWBG,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3341,20529,2017,CA,USF,SHF,BUCK,1850,9/12/2017 0:00,10/30/2017 0:00,1,Initial Attack I.C. was Adam Zaharris. Two small *,13343,13357.2998,8,1, ,52046.79126,54055003.54,2012,NA,NA,NA,BUCK,NA,NA,CDF,2681,NA,GB,Lightning,4,RRU-080142,NA,Riverside,NA,NA,NA,NA,0,0,0
3342,20534,2017,CA,USF,PNF,POSLIN,1145,8/6/2017 0:00,8/12/2017 0:00,1, ,860,855.2440186,6,1, ,13192.85099,3461051.314,2017,NA,NA,NA,POSLIN,0008-06-20,0008-09-20,USFS,NA,860,BG,Lightning,0,PNF-1145,NA,Lassen,NA,NA,NA,NA,0,0,0
3343,20535,2017,CA,USF,PNF,DIXIE,1602,9/12/2017 0:00,9/16/2017 0:00,9, ,8.6,8.6481705,6,1, ,951.2224709,34997.90238,2008,NA,Lassen-Modoc,NA,DIXIE,0007-02-20,0007-04-20,CDF,350,NA,TBG,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3344,20537,2017,CA,USF,PNF,SQUIRREL,1273,9/27/2017 0:00,8/29/2017 0:00,7, ,350,113.0540009,6,1, ,3117.391696,457515.041,2002,Cascade,Shasta-Trinity,NA,SQUIRREL,0009-03-20,0009-03-20,CDF,625,NA,GT,Smoking,1,NA,NA,NA,NA,NA,NA,NA,0,0,0
3345,20540,2017,CA,USF,PNF,MINERVA 5,1043,7/29/2017 0:00,8/16/2017 0:00,7, ,4310,4339.350098,6,1, ,24545.72416,17560746.14,2017,NA,NA,NA,MINERVA 5,NA,NA,USFS,NA,4310,T,Undetermined,0,PNF-1043,NA,Plumas,NA,NA,NA,NA,0,0,0
3346,20542,2017,CA,USF,PNF,EUREKA,1488,9/5/2017 0:00,11/15/2017 0:00,1, ,450,446.1809998,6,1, ,8435.319382,1805632.262,2017,NA,NA,NA,EUREKA,0009-05-20,NA,USFS,NA,437,BT,Lightning,0,PNF-1488,NA,Plumas,NA,NA,NA,NA,0,0,0
3347,20543,2017,CA,USF,MNF,SLIDE,1230,9/12/2017 0:00,9/20/2017 0:00,1, ,58,58.1360016,6,1, ,2424.582526,235267.9979,1987,NA,NA,NA,SLIDE,NA,NA,USFS,NA,300,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
3348,20545,2017,CA,USF,LPF,RED,2123,8/2/2017 0:00,8/3/2017 0:00,1,<Null>CALFIRE inc # 8801,451,450.8399963,1,1, ,6346.221723,1824484.636,2014,NA,NA,NA,RED,0001-04-20,0001-12-20,CDF,333,NA,TB,Debris Burning,0,HUU-81,NA,Humboldt,NA,NA,NA,NA,0,0,0
3349,20546,2017,CA,USF,LPF,WHITTIER,1770,7/8/2017 0:00,12/21/2017 0:00,9,CONT_DATE based on Inciweb,18431,18412.40039,1,1, ,62652.10846,74512355.46,2017,NA,NA,NA,WHITTIER,0007-08-20,0010-05-20,USFS,NA,18430,B,Undetermined,40,LPF-1770,NA,Santa Barbara,NA,NA,NA,NA,7,0,0
3350,20549,2017,CA,USF,VNC,THOMAS,3583,12/4/2017 0:00,1/12/2018 0:00,9,CONT_DATE based on Inciweb,281893,281791,7,1, ,445282.4448,1140367254,2017,NA,NA,NA,THOMAS,0012-04-20,0001-12-18,CC,NA,281893,BG,Undetermined,1060,VNC-43244,NA,Ventura/Santa Barbara,NA,NA,NA,NA,274,1,1
3351,20550,2017,CA,USF,LNF,ANTELOPE,3732,7/6/2017 0:00,7/11/2017 0:00,9,PerimeterDateTime 20170706 1930,18,17.9783993,1,1, ,1845.249569,72756.08349,1987,NA,NA,NA,ANTELOPE,0010-03-19,0010-03-19,CDF,3275,NA,NA,Equipment Use,0,NA,NA,Riverside,NA,NA,NA,NA,NA,0,NA
3352,20551,2017,CA,USF,KNF,CEDAR,5915,8/8/2017 0:00,10/10/2017 0:00,1,CONT_DATE est from Inciweb/IRWIN - Eclipse Complex four mile merged,6939,9129.379883,3,1, ,80966.57441,36945277.56,1987,NA,NA,NA,CEDAR,0009-02-19,0009-06-19,USFS,NA,709,NA,Lightning,0,NA,Modoc,Modoc,NA,NA,NA,NA,NA,0,NA
3353,20555,2017,CA,USF,KNF,GARDEN,5958,8/9/2017 0:00,11/13/2017 0:00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,180,265.4809875,3,1, ,4823.366843,1074363.495,2017,NA,NA,NA,GARDEN,NA,0008-09-20,USFS,NA,450,B,Misc,0,SQF-1989,NA,Kern,NA,NA,NA,NA,0,0,0
3354,20556,2017,CA,USF,KNF,GRIZZLY,6068,8/12/2017 0:00,11/13/2017 0:00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,66,90.6048965,3,1, ,3222.49068,366665.0308,1985,IV,Tuolumne-Calaveras,NA,GRIZZLY,0007-03-19,0007-04-19,CDF,530,NA,WBG,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3355,20562,2017,CA,USF,KNF,KLAMATH,4746,7/4/2017 0:00,7/6/2017 0:00,4, ,80,80.110199,5,1, ,2589.986696,324194.4336,1988,I,Humboldt-Del Norte,NA,KLAMATH,0009-11-19,NA,CDF,6170,NA,T,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3356,20563,2017,CA,USF,ENF,TABLE,26677,9/8/2017 0:00,10/27/2017 0:00,1, ,500,426.7019958,1,1, ,6214.027434,1726803.22,2017,NA,NA,NA,TABLE,0009-08-20,NA,USFS,NA,426,T,Undetermined,0,ENF-26677,NA,El Dorado,NA,NA,NA,NA,0,0,0
3357,20566,2017,CA,USF,ENF,LONG,27035,9/12/2017 0:00,11/12/2017 0:00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,0.8,0.892689,1,1, ,251.3546573,3612.583942,2008,NA,Butte,NA,LONG,NA,NA,CDF,420,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3358,20568,2017,CA,USF,ENF,MIDDLE,19682,7/9/2017 0:00,7/12/2017 0:00,4,CONT_DATE  based on FIRESTAT Fire Out Date/Time,1.2,1.2092201,1,1, ,301.8963413,4893.546197,1987,NA,NA,NA,MIDDLE,0009-05-19,0009-10-19,CC,NA,1500,NA,Lightning,0,NA,NA,Kern,NA,NA,NA,NA,NA,0,NA
3359,20569,2017,CA,USF,ENF,MILL,20010,7/12/2017 0:00,7/12/2017 0:00,9, ,0.1,0.0680967,1,1, ,69.68275527,275.5776235,2012,NA,NA,NA,MILL,NA,NA,CDF,1641,NA,TG,Arson,0,BTU-8116,NA,Tehama,NA,NA,NA,NA,0,0,0
3360,20571,2017,CA,USF,CNF,LOST,2387,7/22/2017 0:00,7/26/2017 0:00,4,Job Code = P5K7P5 0502. CALFIRE inc # 17587,251,250.5659943,1,1, ,7129.298969,1014006.288,1987,NA,NA,NA,LOST,NA,0009-06-19,USFS,NA,23000,NA,Lightning,0,NA,Lassen,Shasta,NA,NA,NA,NA,NA,0,NA
3361,20572,2017,CA,USF,CNF,CANYON,2924,8/27/2017 0:00,8/31/2017 0:00,9,"Job Code = P5LAW0, must check with ASC for accura*",46.9,46.9048004,1,1, ,2821.788925,189817.0715,2003,South,Riverside,NA,CANYON,NA,NA,OTHER,NA,4336,B,Arson,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3362,20573,2017,CA,USF,CNF,WILDOMAR,3839,10/26/2017 0:00,11/8/2017 0:00,10,CALFIRE inc#132200 ohv crash,866,866.2730103,1,1, ,11147.14651,3505682.553,2017,NA,NA,NA,WILDOMAR,NA,0011-01-20,USFS,NA,866,BG,Vehicle,0,CNF-3839,NA,Riverside,NA,NA,NA,NA,0,0,0
3363,20577,2017,CA,USF,BDF,HOLCOMB,9443,6/19/2017 0:00,7/9/2017 0:00,9,CONT_DATE  based on FIRESTAT Fire Out Date/Time,1503,1505.48999,1,1, ,17820.73719,6092507.011,2017,NA,NA,NA,HOLCOMB,NA,NA,USFS,NA,1503,BGT,Undetermined,0,BDF-9443,NA,San Bernardino,NA,NA,NA,NA,0,0,0
3364,20578,2017,CA,USF,BDF,BRIDGE 2,10839,7/14/2017 0:00,7/14/2017 0:00,9,CONT_DATE  based on FIRESTAT Fire Out Date/Time,460,460.2900085,1,1, ,7746.876268,1862725.898,2017,NA,NA,NA,BRIDGE 2,NA,NA,CDF,460,NA,BG,Undetermined,0,BDU-9854,NA,San Bernardino,NA,NA,NA,NA,0,0,0
3365,20580,2017,CA,USF,BDF,HIDDEN,10780,7/12/2017 0:00,7/18/2017 0:00,9,CONT_DATE  based on FIRESTAT Fire Out Date/Time,49.5,45.8442993,1,1, ,2078.755822,185525.3636,2000,Coast,Lake,NA,HIDDEN,NA,NA,CDF,4500,NA,GWB,Equipment use,12,NA,NA,NA,NA,NA,NA,NA,1,0,0
3366,20581,2017,CA,USF,BDF,MART,9802,6/27/2017 0:00,7/8/2017 0:00,7,CONT_DATE  based on FIRESTAT Fire Out Date/Time,670,669.2089844,8,1, ,12062.90888,2708191.508,2017,NA,NA,NA,MART,NA,0007-01-20,USFS,NA,670,BG,Undetermined,0,BDF-9802,NA,San Bernardino,NA,NA,NA,NA,0,0,0
3367,20586,2017,CA,USF,BDF,SILVER,10308,7/4/2017 0:00,7/6/2017 0:00,2, ,17,12.0079002,1,1, ,1690.529674,48594.36258,2013,NA,NA,NA,SILVER,0008-07-20,NA,CDF,20292,NA,B,Undetermined,48,RRU-79781,NA,Riverside,NA,NA,NA,NA,8,0,0
3368,20588,2017,CA,USF,ANF,VISTA,3079,7/21/2017 0:00,7/21/2017 0:00,9, ,6,5.5443902,6,1, ,778.8317624,22437.34215,2012,NA,NA,NA,VISTA,NA,NA,CDF,500,NA,G,Equipment use,0,RRU-82306,NA,Riverside,NA,NA,NA,NA,0,0,0
3369,20594,2017,CA,USF,ANF,RINCON,3361,8/3/2017 0:00,8/4/2017 0:00,1, ,9.5,9.6634903,1,1, ,1059.615872,39106.75287,1992,III,San Diego,NA,RINCON,NA,NA,BIA,200,150,B,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
