FID,OBJECTID,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Leng,Shape_Area,EXPECT_MAT,Year_rb,Fire_me_rb,Expect_m_1,Region_rb,DPA_rb,Ranger_uni,Ranger_u_1,Start_rb,Contained_,CDF_acres_,Other_acre,Total_acre,Veg_type_r,Cause_rb,Destroyed_,Incident_n,tiol_fores,County_rb,County2_rb,County3_rb,Fire_me2_r,DPA2_rb,Damaged_st,Firefighte,Civilian_f,Total_dama,YEAR1,WUI_area
743,15426,CA,CDF,SKU,HUMBUG,00000000,2006-07-19,2006-07-21,10, ,17,40.78139877,6,1,00003387,1569.065693,165036.6734,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2006,4.87775
744,15429,CA,CDF,SHU,SHASTA,00005726,2006-07-25,2006-07-30,14, ,225,145.772995,6,1,00005726,3621.339098,589922.2109,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2006,40.29564
745,15441,CA,USF,SHF,HOTLUM,00000906,2006-02-24,2006-03-04,5,Looked at this perimeter w/ NAIP imagery & it's hard to tell which is correct.,2815,3023.02002,2,1,00000002,27309.42888,12233740.8,0,2006,HOTLUM, ,Cascade,CDF,Siskiyou, ,2/25/2006,2/27/2006,1521,0,1521,B,Misc,4, , , , , , , , ,0,0,4,2006,64.11049
746,15456,CA,USF,ANF,CHESEBORO,00000000,2006-06-25,2006-06-25,7, ,170,170.5339966,7,1,00000089,3480.745495,690127.7207,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2006,1.95912
747,15484,CA,USF,SRF,SOMES,00000997,2006-07-24,2006-10-18,1,part of the Orleans Complex,15710,15506.2002,7,1,00000027,39206.79443,62751367.9,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2006,14.70328
748,15493,CA,USF,LPF,DAY,00002023,2006-09-04,2006-10-30,5, ,162702,161816,2,1,00000064,231176.4683,654844742.1,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2006,2.49494
749,15500,CA,USF,BDF,SPILLWAY,00000000,2006-07-07,2006-07-08,9, ,25,27.18460083,8,1,00000079,2584.325109,110012.3103,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2006,15.34935
750,15501,CA,CDF,RRU,ESPERANZA,00091190,2006-10-26,2006-10-30,7, ,40200,40176.80078,2,1,00000210,82595.66924,162589743.6,0,2006,ESPERANZA-STATE, ,South,CDF,Riverside, ,10/26/2006,10/31/2006,40200,0,40200,GWB,Arson,54, , , , , , , , ,5,0,54,2006,1861.70987
751,15502,CA,CDF,RRU,SUNRISE #2,00087499,2006-10-13,2006-10-14,9, ,507,500.0100098,8,1,00000203,7261.225466,2023469.938,0,2006,SUNRISE, ,South,CDF,Riverside, ,10/13/2006,10/14/2006,497,0,497,B,Vehicle,0, , , , , , , ,2,0,0,2,2006,14.52864
752,15503,CA,USF,BDF,SPRINGS,00000000,2006-07-18,2006-07-18,7, ,10,18.16939926,8,1,00000095,1057.142545,73528.9442,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2006,4.13619
753,15507,CA,CDF,SCU,DEL PUERTO,00004033,2006-06-30,2006-07-05,5, ,2583,2592.97998,8,1,00000132,16666.31976,10493411.92,0,2006,DEL PUERTO, ,Coast,CDF,Santa Clara, ,6/30/2006,7/3/2006,2593,0,2593,GWB,Debris Burning,0, , , , , , , , ,0,0,0,2006,5.15274
754,15508,CA,CDF,SCU,CANYON,00004303,2006-07-09,2006-08-01,14, ,34217,34217.5,2,1,00000163,79497.84549,138473369.9,0,2006,CANYON, ,Coast,CDF,Santa Clara, ,7/9/2006,7/17/2006,34000,0,34000,GWB,Equipment use,11, , , , , , , ,1,0,0,12,2006,10.96936
755,15690,CA,USF,SRF,PANTHER,00000054,1996-09-26,1996-10-02,7, ,700,943.3179932,8,1,00000054,8828.891034,3817470.434,0,1996,SRF ASSIST #15 (PANTHER), ,Coast,USFS,Humboldt-Del Norte, ,9/26/1996,9/29/1996,0,350,350,BT,Undetermined,0, , , , , , , , ,0,0,0,1996,10.61681
756,15693,CA,USF,SRF,DANCE,00000073,2001-09-10,2001-09-11,4, ,30,62.42819977,8,1,00000073,2413.813409,252637.8646,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2001,3.86051
757,15913,CA,USF,STF,NORTH MATHER, ,1996-08-14,1996-08-15,1,20090305,10,22.18770027,8,1,00000053,1204.066979,89790.24205,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,1996,1.52158
758,16028,CA,USF,STF,PILOT, ,1999-08-23,1999-08-30,2,20090305,4028,3994.689941,8,1,00000057,28506.71418,16165934.85,0,1999,PILOT FIRE, ,South,USFS,Stanislaus NF, ,8/22/1999, ,0,4028,4028, ,Under investigation,4, , , , , , , , ,0,0,4,1999,162.48068
759,16055,CA,CDF,BTU,SEVENTY,00006701,2003-06-24,2003-06-24,10, ,386,608.4290161,2,1,00010478,7818.487115,2462226.417,1,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2003,341.86466
760,17949,CA,NPS,YNP,BACKDOOR,00003715,2005-08-25,2005-08-26,14, ,81.33,81.27310181,1,1,00003715,2959.649581,328900.7474,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2005,0.20074
761,18005,CA,NPS,YNP,FORESTA #1,00000000,,,9, ,0,32.74760056,0,1,00000165,1577.460006,132524.9459,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,1997,22.39018
762,18034,CA,NPS,YNP,RANGER Y,00000000,,,9, ,0,12.06449986,0,1,00000010,1169.121761,48823.20228,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,1996,0.04897
763,18145,CA,NPS,GNP,TAM,00000003,2004-05-09,2004-05-18,14, ,12,11.79139996,1,1,00000003,1822.995325,47717.94324,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2004,0.26605
764,18200,CA,NPS,KNP,KAWEAH,00000000,1996-08-13,1996-08-25,10, ,2917,4654.870117,8,1,00000088,24169.66906,18837599.48,0,1996,KAWEAH, ,Sierra,CDF/NPS,Tulare, ,8/13/1996,8/22/1996,1220,3259,4479,GB,Vehicle,1, , , , , , , ,0,0,0,1,1996,804.40694
765,18257,CA,NPS,YNP,WOODLOT,00000000,2003-07-08,2003-11-07,7,20090305,481.08,480.7460022,7,1,YNP-1734,6705.274914,1945511.474,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2003,72.83227
766,18342,CA,NPS,SMP,BENEDICT CYN,0000C9CJ,2006-07-27,2006-07-27,14,Benedict Cyn Fire,15,7.994130135,2,1,00000017,816.9745086,32351.10089,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2006,7.60821
767,18343,CA,NPS,SMP,WESTLAKE,0000CW9F,2006-07-08,2007-07-09,2,Westlake Fire,30,33.91550064,2,1,00000524,2388.512651,137251.1513,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2006,16.52113
768,18344,CA,NPS,SMP,ENCINO,0000C9CL,2006-08-26,2006-08-27,14,Encino Fire,60,63.55170059,2,1,00000630,3173.752196,257184.5622,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2006,3.14949
769,18345,CA,NPS,SMP,CHESEBRO,0000CMG2,2006-05-24,2006-05-24,2,"Chesebro Fire, cause = spark from mower",10,10.63329983,1,1,00000431,966.3308342,43031.51701,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2006,4.82414
770,18381,CA,NPS,YNP,ACKERSON, ,1996-08-14,,1,20090305,0,59111.80078,8,1,00000120,93599.70698,239216805.4,0,1996,ACKERSON FIRE, ,Sierra,USFS,Yosemite NP, ,8/14/1996,8/31/1996,0,46030,46030, ,Lightning,0, , , , , , , , ,0,0,0,1996,7.62939
771,18439,CA,NPS,MNP,WILDHORSE,6392,2005-06-22,2005-07-07,1,"Hackberry Complex, 6/28/2005 perimieter date",63436,63771.39844,8,1,6392,150311.1674,258073726.1,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,2005,0.22519
