FID,OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Leng,Shape_Area,OBJECTID_1,EXPECT_MAT,Year_rb,Fire_me_rb,Expect_m_1,Region_rb,DPA_rb,Ranger_uni,Ranger_u_1,Start_rb,Contained_,CDF_acres_,Other_acre,Total_acre,Veg_type_r,Cause_rb,Destroyed_,Incident_n,tiol_fores,County_rb,County2_rb,County3_rb,Fire_me2_r,DPA2_rb,Damaged_st,Firefighte,Civilian_f,Total_dama,Damaged__1
2969,11484,1985,CA,CDF,SLU,PG&E #5,00001373,1985-06-27,,14, ,0,55.02289963,0,1,00000000,2262.546946,222669.5757,11484,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
2970,11485,1985,CA,CDF,SLU,GUADALUPE,00000823,1985-04-28,,14, ,0,131.9160004,0,1,00000000,3082.571261,533843.1283,11485,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
2971,11486,1985,CA,USF,KNF,EAST,00000000,1985-07-26,1985-07-30,1, ,12,7.079020023,8,1,00000089,763.49147,28647.78427,11486,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
2972,11487,1985,CA,USF,KNF,OAK,00000000,1985-08-06,1985-08-06,9, ,14,9.503580093,8,1,00000112,787.3539826,38459.62307,11487,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
2973,11488,1985,CA,CCO,VNC,HUMMINGBIRD,00000000,1985-10-14,,14, ,0,2382.659912,0,1,00000000,21080.91284,9642300.941,11488,0,1985,HUMMINGBIRD, ,VI,CC,Ventura County, ,10/14/1985,10/16/1985,0,1600,1600,B, ,0, , , , , , , , ,0,0,0,0
3542,12143,1985,CA,USF,INF, ,00000000,,,14, ,0,797.7329712,0,1,00000005,7035.197509,3228312.081,12143,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3543,12144,1985,CA,USF,INF, ,00000000,1985-08-08,,9, ,0,277.0469971,0,1,00005307,4920.512399,1121167.446,12144,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3544,12145,1985,CA,USF,INF, ,00000000,1985-08-17,,1, ,0,211.6889954,0,1,00005412,4101.57979,856674.0403,12145,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3545,12146,1985,CA,CDF,BDU,OWENS,000IN298,1985-08-07,1985-08-08,9, ,3750,3060.709961,8,1,00000083,18753.41482,12386253.01,12146,0,1985,OWENS, ,VI,USFS,Owens Valley, ,8/8/1985,8/10/1985,160,3580,3740,BG, ,0, , , , , , , , ,0,0,0,0
3546,12147,1985,CA,CDF,BDU,ONION,000BD190,1985-07-06,,1, ,0,9084.129883,0,1,00000069,37005.81801,36762149.24,12147,0,1985,ONION, ,VI,BLM,Owens Valley, ,7/6/1985,7/9/1985,300,9500,9800,B,Lightning,0, , , , , , , , ,0,0,0,0
3547,12148,1985,CA,USF,LNF, ,00000000,1985-10-20,1985-10-24,9, ,530,544.5440063,8,1,00000069,9582.261645,2203691.351,12148,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3548,12149,1985,CA,CCO,LAC,POLE FIRE,00931497,1985-04-25,,14, ,0,71.50279999,0,1,00000485,2567.634516,289361.5062,12149,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3549,12150,1985,CA,CCO,LAC,MT GLEASON FIRE/USFS,00000000,1985-10-14,,14, ,0,726.492981,0,1,00000000,10524.37541,2940012.255,12150,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3550,12151,1985,CA,CCO,LAC,CALGROVE FIRE,00937385,1985-07-12,,14, ,0,227.8049927,0,1,00000285,7012.87005,921893.4466,12151,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3551,12152,1985,CA,CCO,LAC,BOX CANYON (PIONEER) FIRE,00827522,1985-10-14,,14, ,0,1247.439941,0,1,00000685,16986.32522,5048190.767,12152,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3552,12153,1985,CA,CCO,LAC,MT BALDY FIRE,00000000,1985-10-14,,14, ,0,51.44229889,0,1,00000000,2032.687106,208179.5137,12153,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3553,12154,1985,CA,CCO,LAC,JOHNSON FIRE,00121022,1985-07-02,,14, ,0,231.6580048,0,1,00005385,5365.877034,937484.6416,12154,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3554,12155,1985,CA,CCO,LAC,SOUTH HILLS FIRE,00251517,1985-10-14,,14, ,0,117.0390015,0,1,00007485,5176.57876,473641.2111,12155,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3555,12156,1985,CA,CCO,LAC,MULHOLLAND FIRE,00936787,1985-07-12,,14, ,0,65.51529694,0,1,00000085,3124.420287,265131.1569,12156,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3556,12157,1985,CA,CCO,LAC,PARK FIRE,00936712,1985-10-14,,14,The 1975 fire and the 1985 fire are very similar.,0,155.9799957,0,1,00000485,3913.153315,631228.0364,12157,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3557,12158,1985,CA,CCO,LAC,DECKER FIRE,00937274,1985-10-14,,14, ,0,6567.359863,0,1,00000085,34222.41697,26577183.03,12158,0,1985,DECKER, ,VI,CC,Los Angeles County, ,10/14/1985,10/17/1985,0,11000,11000,B,Arson,0, , , , , , , , ,0,0,0,0
3769,12381,1985,CA,USF,BDF, ,00000000,1985-09-03,1985-09-03,7, ,70,143.9360046,8,1,00000179,3156.262174,582488.2684,12381,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3770,12382,1985,CA,USF,ENF, ,00000000,1985-08-07,1985-08-07,4, ,19,19.67560005,8,1,00000063,1212.824206,79624.49738,12382,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3771,12383,1985,CA,USF,ENF, ,00000000,1985-08-10,1985-08-12,9, ,207,224.2330017,8,1,00000066,5402.030584,907440.579,12383,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3772,12384,1985,CA,USF,SHF,TWELVE,00000000,1985-05-02,1985-05-03,5, ,230,328.1419983,8,1,00000013,5419.030548,1327944.759,12384,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3773,12385,1985,CA,USF,SHF,DELTA,00000000,1985-07-18,1985-07-21,4, ,1620,1783.079956,8,1,00000105,12109.39738,7215886.505,12385,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3774,12386,1985,CA,USF,PNF, ,00000000,1985-06-19,1985-06-22,1, ,115,43.31610107,8,1,00000040,1837.863878,175294.184,12386,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3775,12387,1985,CA,USF,PNF, ,00000000,1985-07-07,1985-07-08,1, ,12,16.84370041,8,1,00000052,1097.821753,68163.94303,12387,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3776,12388,1985,CA,USF,SNF,MAMMOTH,00000000,1985-07-02,1985-07-04,7, ,580,764.2940063,8,1,00000038,8930.021781,3092986.978,12388,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3777,12389,1985,CA,USF,SNF,TOLLHOUSE,00000000,1985-07-15,1985-07-16,7, ,39,37.42599869,8,1,00000049,1472.314704,151457.8245,12389,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3778,12390,1985,CA,USF,INF, ,00000000,1985-08-17,1985-08-17,3, ,215,212.2449951,8,1,00000070,4427.722187,858923.9816,12390,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3779,12391,1985,CA,USF,MNF, ,00000000,1985-07-26,1985-07-30,1, ,30,26.12450027,8,1,00000011,1474.700152,105722.1905,12391,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3780,12392,1985,CA,USF,MNF, ,00000000,1985-07-26,1985-07-27,1, ,15,9.335240364,8,1,00000010,853.3829395,37778.36059,12392,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3781,12393,1985,CA,USF,SQF,CONVERSE,00000000,1985-07-05,1985-07-08,3, ,25,13.81359959,8,1,00000028,1012.744637,55901.85457,12393,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3782,12394,1985,CA,USF,SQF,SIERRA,00000000,1985-07-13,1985-07-14,2, ,50,101.1240005,8,1,00000036,2708.108653,409233.4616,12394,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3783,12395,1985,CA,USF,SQF,PACKER,00000000,1985-06-30,1985-07-02,3, ,15,7.321259975,8,1,00000026,859.6746441,29628.07822,12395,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3844,12466,1985,CA,CDF,AEU,8 MILE,00001836,1985-08-09,,9, ,0,812.9500122,0,1,00000459,9947.648115,3289893.262,12466,0,1985,8 MILE, ,IV,CDF,Amador-El Dorado, ,8/9/1985,8/9/1985,462,0,462,W,Misc,0, , , , , , , , ,0,0,0,0
3845,12467,1985,CA,CDF,AEU,AMADOR,00001397,1985-07-09,,2, ,0,587.6740112,0,1,00000322,8685.738694,2378233.085,12467,0,1985,AMADOR, ,IV,CDF,Amador-El Dorado, ,7/9/1985,7/9/1985,652,0,652,BG,Equipment use,0, , , , , , , , ,0,0,0,0
3846,12468,1985,CA,CDF,LNU,BALD MT.,00003906,1985-10-08,,14, ,0,5918.959961,0,1,00000491,35573.32052,23953192.79,12468,0,1985,BALD MT., ,I,CDF,Lake-pa, ,10/8/1985,10/9/1985,5280,0,5280,WG,Electrical power,2, , , , , , , , ,0,0,2,0
3847,12469,1985,CA,CDF,LMU,BASS,00000304,1985-08-07,,2, ,0,2382.040039,0,1,00000127,17185.48357,9639753.887,12469,0,1985,BASS, ,II,CDF,Lassen-Modoc, ,8/7/1985,8/7/1985,2445,0,2445,B,Equipment use,0, , , , , , , , ,0,0,0,0
3848,12470,1985,CA,CDF,TCU,CARTER,00001891,1985-07-06,,14, ,0,745.1790161,0,1,00000482,9124.068604,3015632.239,12470,1,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3849,12471,1985,CA,CDF,SCU,DEVIL,00000837,1985-06-06,,2, ,0,280.6400146,0,1,00000130,4690.255949,1135709.443,12471,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3850,12472,1985,CA,CDF,NEU,DOG BAR,00002313,1985-07-09,,3, ,0,186.9450073,0,1,00000698,3958.5348,756539.0986,12472,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3851,12473,1985,CA,CDF,SCU,DUNNE,00001260,1985-07-08,,2, ,0,47.85309982,0,1,00000274,1719.484188,193654.5477,12473,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3852,12474,1985,CA,CDF,SCU,FINLEY,00001267,1985-07-08,,7, ,0,2057.139893,0,1,00000280,16638.96604,8324961.258,12474,0,1985,FINLEY, ,V,CDF,Santa Clara, ,7/8/1985,7/10/1985,2250,0,2250,WBG,Arson,0, , , , , , , , ,0,0,0,0
3853,12475,1985,CA,CDF,SCU,FRANKLIN SERIES,00001190,1985-07-04,,2, ,0,538.8060303,0,1,00000252,5961.619242,2180470.058,12475,1,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3854,12476,1985,CA,CDF,TCU,GANN,00001886,1985-07-04,,14, ,0,1004.119995,0,1,00000477,10881.12638,4063542.274,12476,0,1985,GANN, ,IV,CDF,Tuolumne-Calaveras, ,7/4/1985,7/4/1985,915,0,915,WBG,Equipment use,0, , , , , , , , ,0,0,0,0
3855,12477,1985,CA,CDF,TCU,GRIZZLY,00001853,1985-07-03,,14, ,0,485.5870056,0,1,00000462,7820.504547,1965100.059,12477,0,1985,GRIZZLY, ,IV,CDF,Tuolumne-Calaveras, ,7/3/1985,7/4/1985,530,0,530,WBG,Arson,0, , , , , , , , ,0,0,0,0
3856,12478,1985,CA,CDF,LNU,HIDDEN VALLEY,00002456,1985-09-07,,14, ,0,1032.27002,0,1,00000308,16627.18859,4177452.234,12478,0,1985,HIDDEN VALLEY, ,I,CDF,Lake-pa, ,7/9/1985,7/11/1985,1250,0,1250,WB,Misc,20, , , , , , , , ,0,0,20,0
3857,12479,1985,CA,CDF,TCU,HUCKLEBERRY,00001347,1985-05-30,,14, ,0,459.256012,0,1,00000304,5756.413158,1858545.013,12479,1,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3858,12480,1985,CA,CDF,MEU,IRON PEAK,00000624,1985-07-09,,8, ,0,902.6690063,0,1,00000170,8348.902909,3652972.868,12480,0,1985,IRON PEAK, ,I,CDF,Mendocino, ,7/9/1985,7/10/1985,529,0,529,TW,Railroad,0, , , , , , , , ,0,0,0,0
4211,12893,1985,CA,CDF,LNU,JAMESON,00002696,1985-07-25,,14, ,0,873.4060059,0,1,00000353,8015.989738,3534546.766,12893,1,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4212,12894,1985,CA,CDF,LNU,MAGIC,00002469,1985-07-10,,14, ,0,226.8130035,0,1,00000310,3529.010976,917879.9234,12894,0,1985,MAGIC, ,I,CDF,Lake-pa, ,7/10/1985,7/11/1985,357,0,357,WBG,Equipment use,0, , , , , , , , ,0,0,0,0
4213,12895,1985,CA,CCO,ORC,SHELL,00024138,1985-08-11,,14, ,0,2367.23999,0,1,00001207,15149.16787,9579863.698,12895,0,1985,SHELL, ,VI,CC,Riverside, ,8/11/1985,8/13/1985,0,1440,1440,BG, ,0, , , , , , , , ,0,0,0,0
4214,12896,1985,CA,CCO,VNC,PEACH HILL,00000000,1985-10-14,,14, ,0,1991.780029,0,1,00000000,27092.05698,8060452.725,12896,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4215,12897,1985,CA,CCO,VNC,TAPO,00000000,1985-06-22,,14, ,0,657.276001,0,1,00000000,7765.612683,2659899.603,12897,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4216,12898,1985,CA,CCO,VNC,R. COLLA,00000000,1985-07-05,,14, ,0,96.09719849,0,1,00000000,3127.041933,388891.3782,12898,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4217,12899,1985,CA,CCO,VNC,MUPU,00000000,1985-07-04,,14, ,0,43.4958992,0,1,00000000,1811.984953,176021.4739,12899,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4218,12900,1985,CA,CCO,VNC,BLACK MOUNTAIN,00000007,1985-07-03,,14, ,0,1324.439941,0,1,00000469,11822.28906,5359837.812,12900,0,1985,BLACK MOUNTAIN, ,VI,CC,Ventura County, ,7/3/1985,7/5/1985,0,1200,1200, , ,0, , , , , , , , ,0,0,0,0
4219,12901,1985,CA,USF,LPF,FERNDALE,00000000,1985-10-14,1985-10-21,7, ,45710,46805.19922,8,1,00000048,101622.1996,189414078.2,12901,0,1985,FERNDALE, ,VI,CC,Ventura County, ,10/14/1985,10/20/1985,0,33890,33890,B, ,0, , , , , , , , ,0,0,0,0
4220,12902,1985,CA,CDF,BDU,PARSONS,00007642,1985-07-03,,5, ,0,1146.119995,0,1,00000468,9015.223173,4638174.498,12902,0,1985,PARSONS, ,VI,CDF,San Berrdino, ,7/3/1985,7/4/1985,1170,0,1170,B,Debris,0, , , , , , , , ,0,0,0,0
4221,12903,1985,CA,CDF,SLU, ,00001402,1985-06-29,,2, ,0,421.4400024,0,1,00000000,7435.865573,1705508.581,12903,1,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4222,12904,1985,CA,CCO,LAC,BALDWIN HILLS FIRE,00000000,1985-06-02,,14, ,0,37.58250046,0,1,00000000,1756.43315,152091.0797,12904,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4223,12905,1985,CA,CCO,LAC,MT. OLYMPUS,00000000,1985-06-30,,14, ,0,13.19799995,0,1,00000000,938.0626665,53410.53958,12905,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4224,12906,1985,CA,CCO,LAC,MONTECITO FIRE,00000000,1985-10-14,,14, ,0,8.48663044,0,1,00000000,971.78567,34344.16786,12906,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4225,12907,1985,CA,CCO,LAC,ELEPHANT HILL FIRE,00000000,1985-05-12,,14, ,0,89.11599731,0,1,00000000,2561.547989,360639.6477,12907,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4226,12908,1985,CA,CCO,LAC, ,00000000,1985-07-01,,14, ,0,13.55319977,0,1,00000000,1330.119556,54848.04339,12908,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4227,12909,1985,CA,CCO,LAC,SHERWOOD FIRE,00821442,1985-06-30,,14, ,0,3795.060059,0,1,00006785,32699.9671,15358052.56,12909,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4228,12910,1985,CA,USF,SQF,RICH BAR,00000000,1985-06-28,1985-06-30,2, ,9233,8263.929688,8,1,00000021,42574.34832,33442919.22,12910,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4229,12911,1985,CA,CDF,MMU,BRILEBURG,00000000,1985-08-02,,14, ,0,982.3909912,0,1,00000000,8618.392828,3975593.798,12911,1,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4230,12912,1985,CA,CDF,MVU,PALM,00000618,1985-04-19,,4, ,0,82.31520081,0,1,00000000,3164.281626,333117.8164,12912,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4231,12913,1985,CA,CDF,MVU,DEER,00001359,1985-07-02,,9, ,0,494.0450134,0,1,00000368,6887.274788,1999327.852,12913,0,1985,DEER, ,VI,CDF,San Diego, ,7/2/1985,7/2/1985,380,140,520,B,Arson,8, , , , , , , , ,0,0,8,0
4232,12914,1985,CA,CDF,MVU,MESA #4,00002020,1985-09-02,,7, ,0,136.1080017,0,1,00000000,4230.963205,550809.4887,12914,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4233,12915,1985,CA,USF,CNF,LEHR,00000000,1985-06-30,,9, ,0,155.1889954,0,1,00000006,5070.52638,628029.4514,12915,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4234,12916,1985,CA,CDF,FKU,LOS GATOS #2,00000000,1985-07-09,,14, ,0,6444.040039,0,1,00000000,27942.35159,26078098.64,12916,0,1985,LOS GATOS SERIES, ,IV,CDF,Fresno-Kings, ,7/6/1985,7/17/1985,27562,0,27562,WBG,Lightning,0, , , , , , , , ,0,0,0,0
4235,12917,1985,CA,CDF,SLU,SUEY RANCH,00000000,,,14, ,0,1460.26001,0,1,00000000,11917.41977,5909477.868,12917,1,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4236,12918,1985,CA,USF,SRF,RED,00000000,1985-08-22,1985-08-23,2, ,29,28.87680054,8,1,00000034,1213.364601,116860.4126,12918,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4237,12919,1985,CA,USF,SRF, ,00000000,1985-09-25,1985-09-26,5, ,15,14.93630028,7,1,00000041,872.6462336,60445.23711,12919,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4325,13010,1985,CA,CCO,VNC,WHEELER #2,00007574,1985-07-01,1985-07-19,9, ,119361,122687,8,1,00000459,130784.5249,496496187.7,13010,0,1985,WHEELER, ,VI,CC,Ventura County,Los Padres,7/1/1985,7/14/1985,0,120000,120000,B,Arson,26, , , , , , , , ,0,0,26,0
4338,13039,1985,CA,USF,CNF,THOMAS,00000000,1985-10-04,1985-10-07,9, ,1200,1181.97998,8,1,00000082,12535.08776,4783286.089,13039,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
5315,14175,1985,CA,USF,SQF,WISHON,00000000,1985-08-20,1985-08-21,7, ,140,158.2910004,8,1,00000059,6543.921327,640581.218,14175,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
5316,14176,1985,CA,USF,SQF,MILL,00000000,1985-07-06,1985-07-06,8, ,110,126.0810013,8,1,00000029,3745.73041,510232.1551,14176,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
5317,14177,1985,CA,USF,SQF,CARE,00000000,1985-09-25,1985-09-25,7, ,10,3.897249937,8,1,00000071,523.4020889,15771.5963,14177,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
5318,14178,1985,CA,USF,SQF,MIRACLE,00000000,1985-08-07,1985-08-07,9, ,35,11.56989956,8,1,00000053,994.8182203,46821.90037,14178,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
5319,14179,1985,CA,USF,SQF,PECHACHO,00000000,1985-08-17,1985-08-17,9, ,295,140.8119965,8,1,00000058,3317.427339,569847.7853,14179,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
5442,14375,1985,CA,USF,LPF, ,00000000,,,14, ,0,223.6660004,0,1,00000202,4079.262761,905144.6901,14375,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
5640,14608,1985,CA,BLM,CCD, ,00000000,,,14, ,0,739.8759766,8,1,0000J913,7938.120013,2994170.108,14608,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
5643,14611,1985,CA,BLM,NOD, ,00000000,,,14, ,0,490.0820007,8,1,0000D327,7007.761396,1983291.512,14611,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
5644,14612,1985,CA,BLM,NOD, ,00000000,,,14, ,0,1140.459961,8,1,0000D257,9365.933011,4615266.139,14612,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
5645,14613,1985,CA,BLM,NOD, ,00000000,,,14, ,0,55.09550095,8,1,0000D244,2505.443897,222963.3958,14613,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
5646,14614,1985,CA,BLM,NOD, ,00000000,,,14, ,0,599.9110107,8,1,0000D242,8432.727778,2427754.711,14614,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
5675,14648,1985,CA,BLM,NOD,CLEAR CREEK,00000000,1985-07-11,1985-07-11,2, ,35,14.74909973,8,1,0000D487,1433.278602,59687.56754,14648,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
5676,14649,1985,CA,BLM,BBD,PONOCHE 2,00000000,1985-06-09,1985-06-11,2, ,7300,6933.359863,8,1,0000D041,38172.04391,28058295.07,14649,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
5677,14650,1985,CA,BLM,BBD,CALIENTE,00000000,1985-07-01,1985-07-10,8, ,180,99.80879974,8,1,0000D090,3972.425925,403911.9153,14650,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
5678,14651,1985,CA,BLM,BBD,MANNING,00000000,1985-04-13,1985-04-13,3, ,400,436.2510071,8,1,0000D014,6353.055708,1765445.074,14651,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
5963,14975,1985,CA,DOD,AFV,BARKA,00000000,1985-07-14,1985-07-14,14, ,50,63.4070015,4,1,00000000,2481.932258,256599.0995,14975,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
5964,14976,1985,CA,DOD,AFV,SLC-4,00000000,1985-08-21,1985-08-21,8, ,30,31.27619934,4,1,00000000,2873.557536,126570.3901,14976,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6145,15235,1985,CA,USF,SQF,ADELAIDE,00000000,1985-05-03,1985-05-04,7, ,1406,1142.089966,8,1,00000002,10533.42203,4621874.985,15235,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6146,15236,1985,CA,USF,SQF,OAT,00000000,1985-07-12,1985-07-19,8, ,1259,1089.459961,8,1,00000035,10063.43481,4408896.457,15236,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6147,15237,1985,CA,USF,MDF,FLEENER,00000000,1985-06-23,1985-06-23,1, ,144,44.12070084,8,1,00000018,2195.318311,178550.107,15237,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6432,15964,1985,CA,USF,STF,BRICEBURG, ,1985-08-02,1985-08-08,9,20090305,1019,982.3709717,6,1,00000102,8618.287384,3975512.915,15964,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6452,15990,1985,CA,USF,STF,SPICER, ,1985-07-12,1985-07-15,3,20090305,60,30.63089943,6,1,00000046,1846.035491,123958.6987,15990,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6453,15991,1985,CA,USF,STF,SUMMIT, ,1985-08-10,1985-08-12,2,20090305,145,175.5639954,6,1,00000112,4126.068222,710483.9534,15991,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6454,15992,1985,CA,USF,STF,RIVER, ,1985-08-31,1985-09-02,7,20090305,316,332.0350037,6,1,00000125,5525.270688,1343698.971,15992,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6901,16453,1985,CA,CCO,SMP,PIUMA,00936712,,,14,"From BARCdata, air photo interp, and LACOreported perimeter. Most accurate.",0,5390.649902,7,1,5,46577.8245,21815189.9,16453,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8448,18057,1985,CA,NPS,YNP, ,00000000,,,1, ,0,40.47359848,0,1,00000044,1652.835063,163790.7169,18057,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8449,18058,1985,CA,NPS,YNP, ,00000000,,,1, ,0,9.292779922,0,1,00000054,689.6929157,37606.5502,18058,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8450,18059,1985,CA,NPS,YNP, ,00000000,,,1, ,0,18.24340057,0,1,00000053,1097.49672,73828.31941,18059,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8477,18129,1985,CA,NPS,KNP,DOUGHERTY,00000000,1985-06-25,1985-10-13,1, ,2930,2595.429932,8,2,00000007,18727.73313,10503321.76,18129,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8478,18130,1985,CA,NPS,KNP,KING'S,00000000,1985-06-16,1985-06-21,2, ,12,30.03089905,8,1,00000003,2039.349748,121530.9047,18130,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
