FID,OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Leng,Shape_Area,OBJECTID_1,EXPECT_MAT,Year_rb,Fire_me_rb,Expect_m_1,Region_rb,DPA_rb,Ranger_uni,Ranger_u_1,Start_rb,Contained_,CDF_acres_,Other_acre,Total_acre,Veg_type_r,Cause_rb,Destroyed_,Incident_n,tiol_fores,County_rb,County2_rb,County3_rb,Fire_me2_r,DPA2_rb,Damaged_st,Firefighte,Civilian_f,Total_dama,Damaged__1
6331,15426,2006,CA,CDF,SKU,HUMBUG,00000000,2006-07-19,2006-07-21,10, ,17,40.78139877,6,1,00003387,1569.065693,165036.6734,15426,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6332,15427,2006,CA,USF,BDF,BLUECUT,00008618,2006-09-05,2006-09-07,2, ,100,114.4349976,8,1,00000173,2853.486301,463102.8392,15427,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6333,15428,2006,CA,USF,ANF,DARK,00000000,2006-06-17,2006-06-19,9, ,25,34.9905014,4,1,00000080,1549.552046,141601.6478,15428,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6334,15429,2006,CA,CDF,SHU,SHASTA,00005726,2006-07-25,2006-07-30,14, ,225,145.772995,6,1,00005726,3621.339098,589922.2109,15429,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6335,15430,2006,CA,USF,PNF,FLOURNOY,00000000,2006-06-27,2006-07-02,1, ,20,15.68470001,6,0,00000056,1278.12347,63473.65448,15430,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6336,15431,2006,CA,USF,TMU,CATHEDRAL,00000000,2006-09-04,2006-09-06,7, ,25,22.70429993,1,1,00000048,1639.713006,91880.97203,15431,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6337,15432,2006,CA,USF,PNF,BUTTES,00000000,2006-06-27,2006-06-27,1, ,30,30.99130058,8,0,00000057,1420.177539,125417.4423,15432,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6338,15433,2006,CA,USF,PNF,FITCH,00000000,2006-08-13,2006-08-15,1, ,29,27.43700027,8,0,00000117,1355.889326,111033.663,15433,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6339,15434,2006,CA,USF,SRF,CRAWFORD,00000997,2006-07-24,2006-08-06,1,part of the Orleans Complex,40,33.55810165,1,1,00000032,1941.827081,135804.8545,15434,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6340,15435,2006,CA,USF,SHF,PIGEON,00001693,2006-09-02,2006-10-10,9,Part of the Bar Complex,35101,35093.80078,7,1,00000177,85355.13639,142019434.4,15435,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6341,15436,2006,CA,USF,SHF,BAKE-OVEN,00001693,2006-07-23,2006-11-30,1, ,66113,65050.10156,7,1,00000165,123302.8497,263248210.4,15436,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6342,15437,2006,CA,USF,SHF,BASS,00000000,2006-08-07,2006-08-13,1, ,26,26.02440071,8,0,00000160,2068.5481,105316.9876,15437,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6343,15438,2006,CA,USF,SHF,DOG,00000000,2006-07-24,2006-07-30,1, ,12,11.89360046,8,0,00000078,1269.640855,48131.71515,15438,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6344,15439,2006,CA,USF,SHF,FENDER,00000000,2006-08-21,2006-08-22,2, ,19.4,19.66900063,6,1,00000171,1273.953592,79597.73866,15439,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6345,15440,2006,CA,USF,SHF,FRIEND,00000000,2006-08-18,2006-08-24,9, ,29.9,29.97050095,8,1,00000170,2050.346591,121286.3014,15440,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6346,15441,2006,CA,USF,SHF,HOTLUM,00000906,2006-02-24,2006-03-04,5,Looked at this perimeter w/ NAIP imagery & it's hard to tell which is correct.,2815,3023.02002,2,1,00000002,27309.42888,12233740.8,15441,0,2006,HOTLUM, ,Cascade,CDF,Siskiyou, ,2/25/2006,2/27/2006,1521,0,1521,B,Misc,4, , , , , , , , ,0,0,4,0
6347,15442,2006,CA,USF,SHF,LAKIN,00001679,2006-07-24,2006-07-29,1, ,507,480.8089905,2,1,00000105,7286.63166,1945765.884,15442,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6348,15443,2006,CA,USF,SHF,LITTLE - BAR COMPLEX,00001693,2006-07-23,2006-07-30,1,part of the Bar Complex,215,213.6069946,2,1,00000163,4645.95172,864437.1677,15443,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6349,15444,2006,CA,USF,SHF,PARKS2,00000000,2006-07-25,2006-07-27,1, ,10,10.7791996,6,0,00000098,944.7135658,43621.82561,15444,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6350,15445,2006,CA,USF,CNF,PINE,00001918,2006-07-14,2006-07-17,2, ,120,122.7220001,6,1,00000050,3152.635452,496637.1554,15445,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6351,15446,2006,CA,USF,KNF,CLEAR,00000000,2006-08-07,2006-08-15,1, ,14,23.15019989,7,0,00000125,1323.898673,93685.70888,15446,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6352,15447,2006,CA,USF,KNF,MATHEWS,00000000,2006-08-23,2006-08-30,1, ,24,67.02179718,7,0,00000132,2138.828757,271227.5789,15447,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6353,15448,2006,CA,USF,KNF,BIG BUCK,00000000,2006-07-24,2006-07-26,1, ,40,23.25979996,7,0,00000038,1396.858502,94128.94659,15448,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6354,15449,2006,CA,USF,KNF,GRIDER,00000000,2006-07-23,2006-07-26,1, ,40,17.35490036,7,0,00000042,1022.631363,70232.81857,15449,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6355,15450,2006,CA,USF,KNF,GOFF,00003536,2006-07-23,2006-07-31,1,part of Happy Camp Complex,235,235.3269958,7,1,00000043,4115.967204,952336.2784,15450,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6356,15451,2006,CA,USF,KNF,CARIBOU WFU,00002988,2006-06-28,2006-11-27,1,part of the Caribou Complex WFU,248,241.0050049,7,2,00000013,5161.682507,975311.861,15451,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6357,15452,2006,CA,USF,KNF,RUSH,00003497,2006-07-24,2006-08-23,1,part of Uncles Complex.  Cost reflects entire complex,4850,4872.310059,7,1,00000059,29035.06067,19717535.37,15452,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6358,15453,2006,CA,USF,KNF,TITUS,00003536,2006-07-23,2006-09-30,1,part of Happy Camp. Cost reflects entire complex.,5792,6075.600098,7,1,00000041,28944.21365,24587082.46,15453,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6359,15454,2006,CA,CDF,LNF,SCHRODER,00000000,2006-06-24,2006-06-26,1, ,20,20.26280022,6,0,00000011,1176.585287,82000.49912,15454,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6360,15455,2006,CA,USF,PNF,GREASE,00000551,2006-07-16,2006-07-31,7, ,366,365.8739929,2,1,00000098,7554.054704,1480638.693,15455,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6361,15456,2006,CA,USF,ANF,CHESEBORO,00000000,2006-06-25,2006-06-25,7, ,170,170.5339966,7,1,00000089,3480.745495,690127.7207,15456,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6362,15457,2006,CA,USF,ANF,NOWHERE,00005315,2006-11-18,2006-11-18,4, ,215,213.4519958,8,1,00000262,4499.962829,863808.7621,15457,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6363,15458,2006,CA,USF,ANF,RUNNING,00000000,2006-10-11,2006-10-11,7, ,50,49.27949905,8,1,00000236,2237.273632,199427.1862,15458,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6364,15459,2006,CA,USF,ANF,VISTA,00000000,2006-06-15,2006-06-15,9, ,20,20.00349998,8,1,00000070,1293.950041,80951.30579,15459,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6365,15460,2006,CA,USF,ANF,WALKER,00004510,2006-09-23,2006-09-25,7, ,206,209.2220001,7,1,00000218,6356.933468,846691.7696,15460,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6366,15461,2006,CA,USF,MDF,STEELE,00000000,2006-08-06,2006-08-23,1, ,10,34.92649841,1,0,00000089,2546.026338,141342.537,15461,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6367,15462,2006,CA,USF,MDF,WILLOW,00000000,2006-10-14,2006-10-16,4, ,34,34.58399963,1,1,00000149,2112.726419,139956.6881,15462,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6368,15463,2006,CA,USF,PNF,INDIAN,00000371,2006-06-25,2006-06-30,1,Part of Boulder Complex,16.3,16.31599998,1,1,00000035,1348.059796,66028.3694,15463,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6369,15464,2006,CA,USF,PNF,SAGE,00000371,2006-06-25,2006-07-03,1,Part of Boulder Complex,16.8,16.78790092,1,1,00000073,1030.771827,67938.10949,15464,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6370,15465,2006,CA,USF,PNF,HUNGRY,00000371,2006-06-25,2006-07-12,1,Part of Boulder Complex,512,512.3259888,1,1,00000034,9697.046018,2073309.228,15465,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6371,15466,2006,CA,USF,PNF,BOULDER,00000371,2006-06-25,2006-07-12,1,Part of Boulder Complex,2920,2919.26001,1,1,00000033,26813.61425,11813835.96,15466,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6372,15467,2006,CA,USF,MNF,HUNTER,00000894,2006-07-24,2006-09-07,1,The East end (Grindstone RD) was managed under the Kingsley Complex,16296,16234.2998,2,1,00000015,53404.20769,65697748.33,15467,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6373,15479,2006,CA,USF,MNF,HARVEY,00000705,2006-06-26,2006-11-27,1,part of the Yolla Bolly Complex - WFU,1247,1246.920044,7,2,00000005,9524.836869,5046092.135,15479,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6374,15480,2006,CA,USF,MNF,SOLDIER,00000897,2006-07-24,2006-07-26,1,part of the Kingsley Complex,12,13.89280033,7,1,00000017,1260.544659,56221.99397,15480,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6375,15481,2006,CA,USF,SQF,MAGGIE,00210006,2006-07-09,2006-12-11,1, ,2097,2097.889893,1,2,00000018,19986.46948,8489847.939,15481,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6376,15482,2006,CA,USF,SQF,TAMARACK WFU,00210606,2006-07-09,2006-12-11,1, ,4654,4655.899902,1,2,00000019,22521.92827,18841766.05,15482,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6377,15483,2006,CA,USF,SQF,BRODER/BECK WFU,00002511,2006-07-26,2006-09-29,1,Broder and Beck WFU fires became Broder/Beck WFU.  Used Broder Local Number.,3490,3492.23999,1,2,00000065,29889.28961,14132613.03,15483,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6378,15484,2006,CA,USF,SRF,SOMES,00000997,2006-07-24,2006-10-18,1,part of the Orleans Complex,15710,15506.2002,7,1,00000027,39206.79443,62751367.9,15484,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6379,15486,2006,CA,USF,SRF,BUCK,00000997,2006-07-24,2006-08-16,1,part of the Orleans Complex,422,422.0620117,2,1,00000026,5638.324674,1708024.025,15486,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6380,15487,2006,CA,USF,SRF,OLSON,00000000,2006-08-16,2006-08-16,2, ,41,40.89810181,1,1,00000060,1910.134826,165508.5823,15487,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6381,15488,2006,CA,USF,SRF,PANTHER,00000999,2006-07-24,2006-08-12,1, ,904,904.7360229,1,1,00000035,10038.7734,3661338.365,15488,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6382,15489,2006,CA,USF,SNF,CLYDE,00000000,2006-08-09,2006-12-04,1, Wildland Fire Use,11,21.47839928,8,2,00000091,3019.819281,86919.84613,15489,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6383,15490,2006,CA,USF,LNF,PHILBROOK,00000000,2006-08-29,2006-08-30,4, ,24.14,24.14679909,1,1,00000065,1746.060658,97718.67785,15490,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6384,15491,2006,CA,USF,LPF,RANCHO 2,00000000,2006-08-03,2006-08-03,2, ,182,183.2409973,2,1,00000057,5485.524751,741550.0703,15491,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6385,15492,2006,CA,USF,LPF,SCOTT,00001450,2006-07-23,2006-08-01,1, ,600,751.072998,2,1,00000046,8801.15794,3039483.407,15492,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6386,15493,2006,CA,USF,LPF,DAY,00002023,2006-09-04,2006-10-30,5, ,162702,161816,2,1,00000064,231176.4683,654844742.1,15493,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6387,15494,2006,CA,USF,MDF,BLUE 2,00000000,2006-07-25,2006-08-04,1, ,25,25.37290001,6,0,00000071,2097.159966,102680.5475,15494,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6388,15495,2006,CA,USF,MDF,SAGEBRUSH,00000000,2006-08-07,2006-08-09,1, ,52,52.08449936,6,0,00000118,1861.302577,210778.4499,15495,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6389,15496,2006,CA,USF,MNF,KINGSLEY,00000897,2006-07-25,2006-08-09,1,The East end of the Hunter Fire was reported as Kingsley acres in NIFMID,558,557.9210205,6,1,00000016,8218.284384,2257824.958,15496,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6390,15497,2006,CA,USF,MNF,MINNIE,00000897,2006-07-25,2006-07-27,1,part of the Kingsley Complex,3,4.801439762,6,1,00000018,534.1450895,19430.75284,15497,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6391,15498,2006,CA,USF,BDF,RAMP,00007189,2006-07-22,2006-07-23,2, ,450,413.8240051,8,1,00000107,6068.148512,1674687.688,15498,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6392,15499,2006,CA,USF,BDF,CRAB,00000000,2006-07-16,2006-07-16,1, ,10,11.69400024,8,0,00000094,871.6497876,47323.82453,15499,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6393,15500,2006,CA,USF,BDF,SPILLWAY,00000000,2006-07-07,2006-07-08,9, ,25,27.18460083,8,1,00000079,2584.325109,110012.3103,15500,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6394,15501,2006,CA,CDF,RRU,ESPERANZA,00091190,2006-10-26,2006-10-30,7, ,40200,40176.80078,2,1,00000210,82595.66924,162589743.6,15501,0,2006,ESPERANZA-STATE, ,South,CDF,Riverside, ,10/26/2006,10/31/2006,40200,0,40200,GWB,Arson,54, , , , , , , , ,5,0,54,0
6395,15502,2006,CA,CDF,RRU,SUNRISE #2,00087499,2006-10-13,2006-10-14,9, ,507,500.0100098,8,1,00000203,7261.225466,2023469.938,15502,0,2006,SUNRISE, ,South,CDF,Riverside, ,10/13/2006,10/14/2006,497,0,497,B,Vehicle,0, , , , , , , ,2,0,0,2,2
6396,15503,2006,CA,USF,BDF,SPRINGS,00000000,2006-07-18,2006-07-18,7, ,10,18.16939926,8,1,00000095,1057.142545,73528.9442,15503,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6397,15504,2006,CA,USF,BDF,OAK 2,00007258,2006-07-22,2006-07-25,1, ,225,283.2120056,2,1,00000119,4977.96841,1146119.387,15504,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6398,15505,2006,CA,USF,LPF,CANYON,00000000,2006-06-25,2006-06-25,1, ,27,28.63339996,4,0,00000013,1337.034203,115875.3659,15505,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6399,15506,2006,CA,CDF,SCU,MIDWAY,00004345,2006-07-11,2006-07-12,11, ,6400,5540.27002,1,1,00000171,27961.88688,22420692.17,15506,0,2006,MIDWAY, ,Coast,CDF,Santa Clara, ,7/11/2006,1/1/2006,6400,0,6400,A,Equipment use,0, , , , , , , ,3,0,0,3,3
6400,15507,2006,CA,CDF,SCU,DEL PUERTO,00004033,2006-06-30,2006-07-05,5, ,2583,2592.97998,8,1,00000132,16666.31976,10493411.92,15507,0,2006,DEL PUERTO, ,Coast,CDF,Santa Clara, ,6/30/2006,7/3/2006,2593,0,2593,GWB,Debris Burning,0, , , , , , , , ,0,0,0,0
6401,15508,2006,CA,CDF,SCU,CANYON,00004303,2006-07-09,2006-08-01,14, ,34217,34217.5,2,1,00000163,79497.84549,138473369.9,15508,0,2006,CANYON, ,Coast,CDF,Santa Clara, ,7/9/2006,7/17/2006,34000,0,34000,GWB,Equipment use,11, , , , , , , ,1,0,0,12,1
6402,15509,2006,CA,CDF,SCU,STUHR,00003133,2006-05-26,2006-05-26,10, ,1418,905.3120117,6,1,00000056,12827.65896,3663667.542,15509,1,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6441,15979,2006,CA,USF,STF,DONNELL, ,2006-08-30,2006-09-04,2,20090305,25,22.74349976,6,1,00000045,1131.981153,92039.55297,15979,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6498,16050,2006,CA,USF,STF,LUMSDEN, ,2006-08-11,2006-08-12,3,20090305,13,11.63749981,1,1,00000040,986.3785709,47095.1924,16050,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6499,16051,2006,CA,USF,STF,STONE, ,2006-09-24,2006-09-25,7,20090305,25,25.01280022,1,1,00000056,1607.45337,101223.0253,16051,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6500,16052,2006,CA,USF,STF,SAND FLAT, ,2006-09-03,2006-09-07,8,20090305,177,177.7769928,6,1,00000046,4625.414196,719437.3951,16052,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8349,17901,2006,CA,FWS,CLR,WILDLIFE, ,2006-08-06,2006-08-09,1,Previous year.  UNIT ID: CLR  fire num? C3QX,158,158.0769958,1,0, ,9354.438609,639715.0296,17901,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8428,18006,2006,CA,NPS,JTP,BERDOO,00006702,2006-07-06,2006-07-06,1, ,199,199.1929932,8,1,00006702,5468.943938,806107.0583,18006,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8429,18007,2006,CA,NPS,JTP,PUSHWALLA,00006692,2006-07-07,2006-07-13,1, ,2200,2194.780029,8,1,00006692,18790.60776,8881951.573,18007,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8430,18008,2006,CA,NPS,JTP,GEO,00006422,2006-07-01,2006-07-02,1, ,740,704.059021,8,1,00006422,7957.538543,2849224.314,18008,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8620,18334,2006,CA,NPS,JTP,COVINGTON,00007124,2006-07-20,2006-07-23,1, ,534,352.2529907,2,1,00007124,6284.053852,1425518.135,18334,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8626,18340,2006,CA,NPS,MNP,TOUGHNUT,00007106,2006-07-20,2006-07-28,1, ,1200,985.1270142,2,1,00007106,12110.84852,3986667.805,18340,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8627,18341,2006,CA,NPS,MNP,VALLEY VIEW,00006636,2006-07-05,2006-07-05,1, ,65.5,48.14120102,1,1,00006636,2559.964044,194820.6958,18341,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8628,18342,2006,CA,NPS,SMP,BENEDICT CYN,0000C9CJ,2006-07-27,2006-07-27,14,Benedict Cyn Fire,15,7.994130135,2,1,00000017,816.9745086,32351.10089,18342,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8629,18343,2006,CA,NPS,SMP,WESTLAKE,0000CW9F,2006-07-08,2007-07-09,2,Westlake Fire,30,33.91550064,2,1,00000524,2388.512651,137251.1513,18343,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8630,18344,2006,CA,NPS,SMP,ENCINO,0000C9CL,2006-08-26,2006-08-27,14,Encino Fire,60,63.55170059,2,1,00000630,3173.752196,257184.5622,18344,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8631,18345,2006,CA,NPS,SMP,CHESEBRO,0000CMG2,2006-05-24,2006-05-24,2,"Chesebro Fire, cause = spark from mower",10,10.63329983,1,1,00000431,966.3308342,43031.51701,18345,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8632,18346,2006,CA,NPS,CNP,CRUZ,0000C8NF,2006-11-10,2006-11-10,10,Cruz Fire,13,10.47070026,1,1,00002462,1113.907337,42373.5736,18346,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8633,18347,2006,CA,NPS,RWP,ELK,00001306,2006-10-21,2006-10-23,7, ,75,72.60720062,1,1,00000013,2627.680776,293830.797,18347,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8634,18348,2006,CA,NPS,BNP,CRACK WFU,00001557,2006-08-05,2006-08-25,1, ,27,27.35829926,1,2,00001557,1708.412314,110715.2182,18348,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8807,18602,2006,CA,NPS,DVP,BULLFROG,00006005,2006-07-25,2006-08-04,1,DVP,3710,3711.540039,2,1, ,29768.74969,15020052.81,18602,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8808,18603,2006,CA,NPS,DVP,BUTTE 2,00006001,2006-07-05,2006-07-06,1, ,2039,2035.219971,2,1, ,15221.33655,8236260.666,18603,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8809,18604,2006,CA,NPS,DVP,SALINE,0006002,2006-07-11,2006-07-13,1, ,70,59.82699966,2,1, ,2268.483107,242111.098,18604,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8810,18605,2006,CA,NPS,DVP,GOLD VALLEY,00006003,2006-07-20,2006-07-21,1, ,480,480,2,1, ,6170.180426,1942492.838,18605,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8811,18606,2006,CA,NPS,DVP,CALICO,00006004,2006-07-24,2006-08-04,1, ,9280,9278.410156,2,1, ,38800.53839,37548404.22,18606,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
0,1,2007,CA,CCO,LAC,OCTOBER,00246393,2007-10-21,2007-10-23,14, ,0,25.73670006,8,1,00233414,1902.439051,104152.7811,1,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
1,2,2007,CA,CCO,LAC,MAGIC,00233077,2007-10-22,2007-10-25,14, ,0,2824.879883,8,1,00233077,20407.96566,11431872.51,2,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
2,3,2007,CA,USF,ANF,RANCH,00000166,2007-10-20,2007-11-15,2, ,54716,58410.30078,7,1,00000166,169150.7157,236378245.2,3,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
3,4,2007,CA,CCO,LAC,EMMA,00201384,2007-09-11,2007-09-11,14, ,0,172.2149963,8,1,00201384,6117.777086,696929.1698,4,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
4,5,2007,CA,CCO,LAC,CORRAL,00259483,2007-11-24,2007-11-27,14, ,0,4708,8,1,00259483,22907.18217,19052588.51,5,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
5,6,2007,CA,CCO,LAC,GORMAN,00109398,2007-05-19,2007-05-22,14, ,0,2373.840088,8,1,00109398,19693.20882,9606609.352,6,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
6,7,2007,CA,CCO,LAC,WEST,00148311,2007-07-07,2007-07-08,14, ,0,245.2339935,8,1,00148311,5881.590454,992426.6389,7,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
7,8,2007,CA,CCO,LAC,PEARBLOSSOM,00177427,2007-08-13,2007-08-14,14, ,0,81.03350067,8,1,00177427,4123.607761,327930.9336,8,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
8,9,2007,CA,CCO,LAC,SKYLINE,00183643,2007-08-21,2007-08-23,14, ,0,95.41860199,8,1,00183643,3590.087163,386145.196,9,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
9,10,2007,CA,CCO,LAC,SESNON,00231876,2007-10-21,2007-10-21,14, ,0,30.30139923,8,1,00231876,1675.72825,122625.4901,10,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
10,11,2007,CA,CCO,LAC,SOLEDAD,00233414,2007-10-22,2007-10-23,14, ,0,44.1678009,8,1,00233414,2054.352312,178740.6207,11,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
11,12,2007,CA,CCO,LAC,Y,00233912,2007-10-23,,14, ,0,22.49169922,0,1,00233912,1661.025925,91020.79994,12,0,0, , , , , , , , ,0,0,0, , ,0, , , , , , , , ,0,0,0,0
12,13,2007,CA,CDF,MVU,ANGEL 3,00009233,2007-09-15,2007-09-25,4, ,837,832.1270142,7,1,00000000,17923.84618,3367496.613,13,0,2007,ANGEL 3, ,San Diego, , , ,9/15/2007,9/21/2007,837,0,837,B,Campfire,24, , , , , , , , ,0,0,24,0
