YEAR_,FIRE_NAME,OBJECTID,STATE,AGENCY,UNIT_ID,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Length,Shape_Area,Year,FIRE_NAME,Region,DPA,Ranger_unit,Ranger_unit2,Start,Contained,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Destroyed_structures,Incident_number,National_forest,County,County2,County3,Fire_name2,DPA2,Damaged_structures,Firefighter_fatalities,Civilian_fatalities
1915, ,470,CA,USF,CNF,0,,,14,,,334.896637,,1,90,5154.749069,1355278.595,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1287,CA,USF,LPF,0,,,14,,,115.3588028,,1,213,2679.926957,466840.4974,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1303,CA,USF,KNF,0,,,14,,,1141.903198,,1,187,10189.95749,4621118.142,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1304,CA,USF,KNF,0,,,14,,,120.7566605,,1,189,2791.090772,488684.878,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1305,CA,USF,KNF,0,,,14,,,222.3878326,,1,205,3602.075762,899971.6142,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1306,CA,USF,SQF,0,,,9,,,16.7181664,,1,15,1003.181627,67656.02011,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1307,CA,USF,SQF,0,,,9,,,20.2882404,,1,36,1287.732728,82103.59295,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1308,CA,USF,SQF,0,,,9,,,270.4460754,,1,32,4957.387712,1094456.413,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1452,CA,USF,BDF,0,,,14,,,752.855957,,1,0,6815.887483,3046700.082,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1453,CA,USF,BDF,0,,,14,,,142.6810608,,1,0,3689.290304,577409.7429,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1454,CA,USF,BDF,0,,,14,,,47.8023033,,1,0,1644.512556,193449.0602,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1455,CA,USF,ENF,0,,,14,,,9.3120136,,1,0000P247,699.8429308,37684.38243,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1456,CA,USF,TNF,0,,,14, ,,102.6296234,,1,1,3405.953379,415327.3391,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1457,CA,USF,SNF,0,,,14,,,51.7487602,,1,1,2086.165345,209419.801,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1458,CA,USF,KNF,0,,,14,,,1352.490479,,1,6,9532.215456,5473334.948,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1459,CA,USF,KNF,0,,,14,,,250.9182281,,1,21,4071.218464,1015430.039,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1460,CA,USF,KNF,0,,,14,,,1065.93689,,1,93,7924.821506,4313693.704,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1461,CA,USF,KNF,0,,,14,,,162.0347137,,1,99,3553.336076,655731.1987,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1462,CA,USF,KNF,0,,,14,,,68.648819,,1,126,2045.339285,277811.9184,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1463,CA,USF,KNF,0,,,14,,,131.2584229,,1,129,2757.521043,531183.9912,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1464,CA,USF,KNF,0,,,14,,,243.1999817,,1,154,4254.031116,984195.3953,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1525,CA,USF,TNF,0,,,14, ,,604.7591553,,1,2,6463.270567,2447373.546,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1526,CA,USF,TNF,0,,,1, ,,191.6687164,,1,3,6056.616038,775655.7744,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1870,CA,USF,SRF,0,10/20/1915 0:00,,14,,,22.903038,,1,400816,1080.594058,92685.30892,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1871,CA,USF,SRF,0,10/20/1915 0:00,,14,,,2.9873567,,1,400819,390.2650422,12089.40323,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1872,CA,USF,SRF,0,10/8/1915 0:00,,14,,,8.9620161,,1,400831,675.9575043,36267.99427,,,,,,,,,,,,,,,,,,,,,,,
1915, ,1875,CA,USF,SRF,0,10/3/1915 0:00,,5,,,78.5148926,,1,400727,2497.392208,317738.4897,,,,,,,,,,,,,,,,,,,,,,,
1915, ,2389,CA,USF,LPF,0,,,14,,,288.8914185,,1,49,4820.507947,1169102.058,,,,,,,,,,,,,,,,,,,,,,,
1915, ,2390,CA,USF,CNF,0,,,9,,,53.6850014,,1,83,1951.21511,217255.4988,,,,,,,,,,,,,,,,,,,,,,,
1915, ,2391,CA,USF,CNF,0,,,9,,,197.9262238,,1,85,4767.858,800979.0384,,,,,,,,,,,,,,,,,,,,,,,
1915, ,2927,CA,USF,CNF,0,,,14,,,156.5918579,,1,89,3606.345692,633704.7385,,,,,,,,,,,,,,,,,,,,,,,
1915, ,2928,CA,USF,CNF,0,,,9,,,1601.819336,,1,78,16359.63151,6482332.705,,,,,,,,,,,,,,,,,,,,,,,
1915, ,2929,CA,USF,CNF,0,,,9,,,273.3857117,,1,86,4311.261467,1106352.692,,,,,,,,,,,,,,,,,,,,,,,
1915, ,2930,CA,USF,CNF,0,,,9,,,347.7400818,,1,82,7089.320758,1407254.216,,,,,,,,,,,,,,,,,,,,,,,
1915, ,2931,CA,USF,CNF,0,,,14,,,721.7242432,,1,6,9533.693693,2920714.292,,,,,,,,,,,,,,,,,,,,,,,
1915, ,2932,CA,CDF,RRU,0,,,14,,,144.0823059,,1,0,3019.143346,583080.4068,,,,,,,,,,,,,,,,,,,,,,,
1915, ,2933,CA,USF,BDF,0,,,14,,,146.6819153,,1,0,3437.248873,593600.6436,,,,,,,,,,,,,,,,,,,,,,,
1915, ,3477,CA,USF,BDF,0,,,14,,,161.985672,,1,0,3327.252829,655532.7728,,,,,,,,,,,,,,,,,,,,,,,
1915, ,3479,CA,CCO,LAC,0,,,14,,,15096.0166,,1,0,30767.17921,61091410.08,,,,,,,,,,,,,,,,,,,,,,,
1915, ,3480,CA,USF,LPF,0,,,9,,,126.5337677,,1,79,2995.365229,512064.0003,,,,,,,,,,,,,,,,,,,,,,,
1915, ,3481,CA,USF,LPF,0,,,9,,,111.5798187,,1,19,2697.915435,451547.5009,,,,,,,,,,,,,,,,,,,,,,,
1915, ,3482,CA,USF,LPF,0,,,14,,,110.5038834,,1,4,2537.108201,447193.3636,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4608,CA,USF,BDF,0,,,14,,,52.5695076,,1,0,1731.875569,212741.2541,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4609,CA,USF,BDF,0,,,14,,,74.5270844,,1,0,2019.331649,301600.3985,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4610,CA,USF,BDF,0,,,14,,,111.8408661,,1,0,2634.03479,452603.9344,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4611,CA,USF,BDF,0,,,14,,,40.1937675,,1,0,1616.276013,162658.4113,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4612,CA,USF,BDF,0,,,14,,,346.3701172,,1,0,4999.105617,1401710.116,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4752,CA,USF,SQF,0,,,9,,,12.3495817,,1,14,913.4230993,49976.98278,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4753,CA,USF,SQF,0,,,9,,,53.9851303,,1,33,2298.241101,218470.0692,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4754,CA,USF,CNF,0,,,14,,,112.3882599,,1,84,2912.516558,454819.1599,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4755,CA,USF,CNF,0,,,14,,,4835.896973,,1,81,20698.31376,19570180.61,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4756,CA,USF,CNF,0,,,9,,,254.4128723,,1,88,3976.443859,1029572.385,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4757,CA,USF,MDF,0,,,1,,,8.9344244,,1,47,790.7191867,36156.3336,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4758,CA,USF,MDF,0,,,1,,,7.1829681,,1,15,721.2514438,29068.44089,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4759,CA,USF,MDF,0,,,9,,,12.1668358,,1,63,904.6953105,49237.43695,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4761,CA,USF,MDF,0,,,1,,,126.9638596,,1,67,6937.08752,513804.5258,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4772,CA,USF,SRF,0,8/8/1915 0:00,,14,,,16.4304714,,1,301021,915.2528556,66491.75722,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4773,CA,USF,SRF,0,8/8/1915 0:00,,14,,,13.741621,,1,301023,837.0182921,55610.36705,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4774,CA,USF,SRF,0,8/25/1915 0:00,,14,,,456.0671387,,1,301029,4822.037074,1845638.196,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4775,CA,USF,SRF,0,9/1/1915 0:00,,14,,,10.4554405,,1,301030,730.1084211,42311.66643,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4776,CA,USF,SRF,0,9/5/1915 0:00,,14,,,81.6521759,,1,301031,2040.326479,330434.6265,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4777,CA,USF,SRF,0,9/20/1915 0:00,,14,,,23.898304,,1,301032,1103.823578,96713.00777,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4778,CA,USF,SRF,0,9/20/1915 0:00,,14,,,35.8476181,,1,301033,1351.905652,145070.1696,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4779,CA,USF,SRF,0,9/20/1915 0:00,,14,,,17.9238834,,1,301034,955.9435685,72535.38091,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4780,CA,USF,SRF,0,10/3/1915 0:00,,14,,,109.5352783,,1,400776,2363.159071,443273.5591,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4781,CA,USF,SRF,0,10/4/1915 0:00,,14,,,11.2524147,,1,400788,757.4238303,45536.90557,,,,,,,,,,,,,,,,,,,,,,,
1915, ,4782,CA,USF,SRF,0,8/28/1915 0:00,,14,,,16.7294922,,1,400807,923.5437227,67701.8554,,,,,,,,,,,,,,,,,,,,,,,
1915, ,5668,CA,USF,LPF,0,,,14,,,203.5567627,,1,207,4156.08429,823765.0113,,,,,,,,,,,,,,,,,,,,,,,
1915, ,5670,CA,USF,LPF,0,,,9,,,661.0145874,,1,5,7312.347489,2675031.16,,,,,,,,,,,,,,,,,,,,,,,
1915, ,5673,CA,USF,LPF,0,,,14,,,159.5726013,,1,209,2979.717743,645767.4275,,,,,,,,,,,,,,,,,,,,,,,
1915, ,5676,CA,USF,LPF,0,,,14,,,45.2500458,,1,210,1649.10269,183120.443,,,,,,,,,,,,,,,,,,,,,,,
1915, ,5677,CA,USF,LPF,0,,,14,,,374.8027954,,1,211,5024.778238,1516773.08,,,,,,,,,,,,,,,,,,,,,,,
1915, ,11481,CA,USF,TNF,0,,,14, ,,102.5909424,,1,1,3404.775203,415170.8221,,,,,,,,,,,,,,,,,,,,,,,
1915, ,12713,CA,USF,LPF,0,,,14,,,134.6182861,,1,212,2876.893335,544780.8756,,,,,,,,,,,,,,,,,,,,,,,
1915, ,13671,CA,USF,LPF,0,,,14,,,64.9120026,,1,204,1944.455467,262689.55,,,,,,,,,,,,,,,,,,,,,,,
1915, ,14332,CA,USF,LPF,0,,,14,,,275.5335388,,1,215,4008.486564,1115044.685,,,,,,,,,,,,,,,,,,,,,,,
1915, ,14335,CA,USF,LPF,0,,,14,,,132.827301,,1,214,2777.04883,537533.0449,,,,,,,,,,,,,,,,,,,,,,,
1915, ,14340,CA,USF,LPF,0,,,14,,,155.4965057,,1,216,3241.848476,629272.0415,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15531,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,7N15W-19,20, Sawmill Mtn. E of CGs-AFA 1911-30 Saugus+T maps 1:*",50,506.417511,,1,0,6090.552437,2049398.963,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15549,CA,USF,ANF,0,,,14," S Imsand,Saugus,7N 16W-4,5+8N 16W-31,32, ThreePoints-AFA 1911-1920 Trans map 1*",2501,2350.383057,,1,0,14024.89725,9511663.053,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15552,CA,USF,ANF,0,,,14," S Imsand,Saugus,7N 15W-26, W of Munz Ranch-AFA 1911-1920 Trans map 1:260100",50,100.7741852,,1,0,2316.137762,407818.6494,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15553,CA,USF,ANF,0,,,14," S Imsand,Saugus, 6N 15W-12, SE California Mine-AFA 1911-1920 Trans map 1:260100",43,93.008522,,1,0,2273.706443,376392.1429,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15554,CA,USF,ANF,0,,,14," S Imsand,Saugus, 6N 14W-13, SE Lost Valley-AFA 1911-1920 Trans map 1:260100",40,82.8948441,,1,0,2179.136348,335463.5363,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15558,CA,USF,ANF,0,,,14," S Imsand,Saugus, 5N 16W-21, N Charlie, NE jn Bitter-AFA 1911-1920 Trans map 1:*",40,68.5109558,,1,0,1949.005042,277254.0129,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15567,CA,USF,ANF,0,,,14," S Imsand, near Saugus, 5N 17W-35,36,SW Sulphur Springs-AFA 1911-1920 Trans map*",100,141.3857117,,1,0,2916.464682,572167.666,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15568,CA,USF,ANF,0,,,14," S Imsand, Saugus, 4N 15W-34+3N 15W-3,SW Cruzan Mesa-AFA 1911-1920 Trans map 1:*",40,75.1601715,,1,0,2064.336658,304162.4308,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15569,CA,USF,ANF,0,,,14,"S Imsand, near Saugus, 5N 15W-35+4N 15W-2, NW Mint Cyn-AFA 1911-1920 Trans map *",80,116.1680298,,1,0,2798.583072,470115.3266,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15570,CA,USF,ANF,0,,,14," S Imsand, Saugus, 4N 14W-31,30 ,E side Mint Canyon-AFA 1911-1920 Trans map 1:2*",80,125.6556549,,1,0,2832.354241,508510.3995,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15571,CA,USF,ANF,0,,,14," S Imsand, Saugus, 4N 16W-12, S Bouquet jn Plum-AFA 1911-1920 Trans map 1:260100",80,119.0690918,,1,0,2675.626187,481855.5292,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15576,CA,USF,ANF,0,,,14," S Imsand, Tujunga, 4N 14W-16,21, SE of Lange RR stop-AFA 1911-1920 Trans map 1*",45,71.6116943,,1,0,2045.133023,289802.2569,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15578,CA,USF,ANF,0,,,14," S Imsand, SofSaugus, 3N 17W,4N 17W, N side Oak Ridge-AFA 1911-1920 Trans map 1*",3200,2623.896484,,1,0,13457.30193,10618532.51,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15581,CA,USF,ANF,0,,,14," S Imsand,Tujunga, 3N 15W-20, S end Hansen Cyn-AFA 1911-1920 Trans map 1:260100",200,178.3900604,,1,0,3333.908892,721918.972,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15582,CA,USF,ANF,0,,,14," S Imsand,Tujunga, 3N 15W-27, Sylmar SW of Vet.Hospital-AFA 1911-1920 Trans map*",140,154.0081177,,1,0,3012.182888,623248.7195,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15832,CA,USF,STF,,,,14,20090305,0,218.9312286,8,1,44,3922.628253,885983.2234,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15833,CA,USF,STF,,,,14,20090305,0,204.8163147,8,1,51,3489.706451,828862.2101,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15834,CA,USF,STF,,,,14,20090305,0,380.1712341,8,1,64,5258.601053,1538498.424,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15835,CA,USF,STF,,,,14,20090305,0,298.051239,8,1,296,4276.080453,1206170.58,,,,,,,,,,,,,,,,,,,,,,,
1915, ,15836,CA,USF,STF,,,,14,20090305,0,190.0646973,8,1,569,4574.790147,769164.5553,,,,,,,,,,,,,,,,,,,,,,,
1915,BOISE CREEK #1,4766,CA,USF,SRF,0,8/11/1915 0:00,,5,,,5.9745417,,1,200041,551.9104913,24178.11223,,,,,,,,,,,,,,,,,,,,,,,
1915,BOISE CREEK #4,4767,CA,USF,SRF,0,8/13/1915 0:00,,5,,,2.9873257,,1,200045,390.2640614,12089.27813,,,,,,,,,,,,,,,,,,,,,,,
1915,CASTAIC,3478,CA,CCO,LAC,0,6/23/1915 0:00,,14,,,413.9808044,,1,0,8461.927875,1675320.876,,,,,,,,,,,,,,,,,,,,,,,
1915,CASTAIC,15557,CA,USF,ANF,0,6/23/1915 0:00,,14," S Imsand,Saugus, 6N 17W-12+6N 16W-7, ADDN to #570-AFA 1911-1920 Trans map 1:26*",160,118.8506851,,1,0,2834.537018,480971.6547,,,,,,,,,,,,,,,,,,,,,,,
1915,CHALK HILL,4760,CA,USF,MDF,0,8/31/1915 0:00,,1,,,313.9050293,,1,59,5150.640033,1270328.612,,,,,,,,,,,,,,,,,,,,,,,
1915,HOG LAKE 3,4762,CA,USF,MDF,0,8/23/1915 0:00,,1,,,21.8208313,,1,51,1108.861023,88305.77,,,,,,,,,,,,,,,,,,,,,,,
1915,LITTLE RED CAP,1874,CA,USF,SRF,0,9/10/1915 0:00,,5,,,88.0991287,,1,200064,2334.486342,356524.5223,,,,,,,,,,,,,,,,,,,,,,,
1915,MT.BIDWELL,4764,CA,USF,MDF,0,8/29/1915 0:00,,9,,,8.4130182,,1,60,701.8029782,34046.27635,,,,,,,,,,,,,,,,,,,,,,,
1915,N/A,1873,CA,USF,SRF,0,9/7/1915 0:00,,5,,,1643.00708,,1,28,9493.360134,6649013.97,,,,,,,,,,,,,,,,,,,,,,,
1915,RED CAP PRAIRIE,4765,CA,USF,SRF,0,8/9/1915 0:00,,5,,,7.9658847,,1,200040,637.2845043,32236.79152,,,,,,,,,,,,,,,,,,,,,,,
1915,TICKNER RD#2,4763,CA,USF,MDF,0,8/22/1915 0:00,,1,,,7.6184907,,1,48,891.7773488,30830.93885,,,,,,,,,,,,,,,,,,,,,,,
1915,WILDER GULCH,4771,CA,USF,SRF,0,9/20/1915 0:00,,5,,,39.8306999,,1,200072,1425.034379,161189.1242,,,,,,,,,,,,,,,,,,,,,,,
1915,WILSON CREEK #1,4768,CA,USF,SRF,0,9/18/1915 0:00,,5,,,2.9872637,,1,200067,390.2606953,12089.02716,,,,,,,,,,,,,,,,,,,,,,,
1915,WILSON CREEK #3,4769,CA,USF,SRF,0,9/18/1915 0:00,,5,,,4.9788694,,1,200069,503.8265302,20148.76949,,,,,,,,,,,,,,,,,,,,,,,
1915,WILSON CREEK #4,4770,CA,USF,SRF,0,9/18/1915 0:00,,5,,,9.9578075,,1,200070,712.5219997,40297.81745,,,,,,,,,,,,,,,,,,,,,,,
1916, ,577,CA,USF,TNF,0,,,14, ,,701.411438,,1,5,10343.66228,2838511.339,,,,,,,,,,,,,,,,,,,,,,,
1916, ,578,CA,USF,TNF,0,,,14, ,,171.4940186,,1,6,3810.248251,694011.6555,,,,,,,,,,,,,,,,,,,,,,,
1916, ,598,CA,USF,SQF,0,,,9,,,4707.044922,,1,2,32456.30919,19048734.14,,,,,,,,,,,,,,,,,,,,,,,
1916, ,599,CA,USF,SQF,0,,,9,,,384.6329346,,1,1,6088.676388,1556554.321,,,,,,,,,,,,,,,,,,,,,,,
1916, ,600,CA,USF,SQF,0,,,1,,,10.0427694,,1,181,979.5923426,40641.64694,,,,,,,,,,,,,,,,,,,,,,,
1916, ,601,CA,USF,CNF,0,,,14,,,160.1520996,,1,92,3331.889478,648112.5745,,,,,,,,,,,,,,,,,,,,,,,
1916, ,602,CA,USF,MDF,0,,,9,,,694.6268311,,1,15,8970.057285,2811054.969,,,,,,,,,,,,,,,,,,,,,,,
1916, ,617,CA,USF,SRF,0,6/12/1916 0:00,,14,,,5.9747152,,1,400759,551.9182144,24178.81432,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1465,CA,USF,LPF,0,,,9,,,353.8978577,,1,32,5105.630418,1432173.813,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1466,CA,USF,LPF,0,,,14,,,46.0968781,,1,8,1730.812517,186547.4416,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1467,CA,USF,BDF,0,,,14,,,24.8262711,,1,0,1212.145879,100468.3524,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1468,CA,USF,BDF,0,,,14,,,175.9416504,,1,0,3261.258484,712010.5799,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1469,CA,USF,LPF,0,,,14,,,472.335907,,1,16,5519.846649,1911475.611,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1470,CA,USF,LPF,0,,,9,,,1010.461365,,1,19,8068.054505,4089192.076,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1471,CA,USF,LPF,0,,,14,,,140.1960144,,1,203,2991.530856,567353.1555,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1472,CA,USF,LPF,0,,,9,,,320.1191101,,1,54,4521.776194,1295476.08,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1473,CA,USF,LPF,0,,,9,,,3277.950195,,1,44,14168.16656,13265394.24,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1474,CA,USF,LPF,0,,,9,,,1545.31958,,1,0000040D,11498.35211,6253686.458,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1475,CA,USF,LPF,0,,,9,,,6134.509766,,1,28,21302.9498,24825481.2,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1476,CA,USF,LPF,0,,,14,,,139.1168213,,1,999,2748.002126,562985.8118,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1477,CA,USF,LPF,0,,,9,,,1876.188477,,1,48,10417.81235,7592665.546,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1478,CA,USF,LPF,0,,,9,,,1393.859253,,1,0000040E,8880.025726,5640748.074,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1479,CA,USF,LPF,0,,,9,,,208.1398621,,1,0000002A,3395.928387,842312.1137,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1480,CA,USF,CNF,0,,,9,,,151.0522156,,1,93,3522.114828,611286.6044,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1481,CA,USF,CNF,0,,,14,,,128.8656769,,1,91,3268.229726,521500.9195,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1482,CA,USF,BDF,0,,,14,,,417.2253113,,1,0,5111.338416,1688450.975,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1483,CA,USF,BDF,0,,,14,,,654.7612305,,1,0,8898.963806,2649724.736,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1484,CA,USF,BDF,0,,,14,,,159.9717102,,1,0,3160.928318,647382.5507,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1485,CA,USF,BDF,0,,,14,,,106.9787674,,1,0,2482.641313,432927.704,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1486,CA,USF,BDF,0,,,14,,,64.800148,,1,0,2048.580876,262236.8906,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1527,CA,USF,ENF,0,,,9, ,,1407.761597,,1,24100000,11466.4724,5697009.123,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1690,CA,USF,ENF,0,,,9,,,4.9740214,,1,0000G228,546.7328682,20129.15033,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1693,CA,USF,ENF,0,,,14,,,11.0603724,,1,0000G161,857.2621977,44759.74009,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1694,CA,USF,ENF,0,,,14,,,27.4924164,,1,0000G221,1293.20266,111257.8584,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1696,CA,USF,ENF,0,,,9,,,21.2124538,,1,0000G229,1106.215185,85843.75826,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1697,CA,USF,ENF,0,,,14,,,8.7981625,,1,0000G315,680.2573171,35604.90151,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1698,CA,USF,ENF,0,,,9,,,29.4589443,,1,0000G232,1397.035157,119216.1209,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1700,CA,USF,ENF,0,,,9,,,1860.480957,,1,0000G264,12600.96246,7529099.311,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1701,CA,USF,ENF,0,,,9,,,11.9057579,,1,0000G245,905.7362177,48180.89348,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1702,CA,USF,ENF,0,,,14,,,13.4057808,,1,0000G243,839.6990772,54251.27009,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1876,CA,USF,BDF,0,,,14,,,149.8797607,,1,0,3154.169124,606541.8912,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1877,CA,USF,BDF,0,,,14,,,29.8980103,,1,0,1311.530868,120992.9521,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1881,CA,USF,LPF,0,,,14,,,146.3295135,,1,204,2976.330116,592174.5516,,,,,,,,,,,,,,,,,,,,,,,
1916, ,1882,CA,USF,LPF,0,,,14,,,132.4937134,,1,205,2771.998552,536183.0086,,,,,,,,,,,,,,,,,,,,,,,
1916, ,2342,CA,USF,SRF,0,8/27/1916 0:00,,1,,,165.7559967,,1,400725,3015.034091,670790.7033,,,,,,,,,,,,,,,,,,,,,,,
1916, ,2343,CA,USF,KNF,0,,,14,,,75.365036,,1,0,2079.290868,304991.4813,,,,,,,,,,,,,,,,,,,,,,,
1916, ,3487,CA,USF,TNF,0,,,14, ,,1506.656494,,1,7,10273.81144,6097222.51,,,,,,,,,,,,,,,,,,,,,,,
1916, ,3488,CA,USF,TNF,0,,,14, ,,3923.382568,,1,8,19011.98412,15877366.39,,,,,,,,,,,,,,,,,,,,,,,
1916, ,4783,CA,USF,ENF,0,,,14,,,2132.043701,,1,0000G221,12642.40769,8628074.892,,,,,,,,,,,,,,,,,,,,,,,
1916, ,4784,CA,USF,ENF,0,,,9,,,11.6870928,,1,0000G224,920.844699,47295.98527,,,,,,,,,,,,,,,,,,,,,,,
1916, ,4785,CA,USF,ENF,0,,,14,,,9.059391,,1,0000G268,690.285476,36662.054,,,,,,,,,,,,,,,,,,,,,,,
1916, ,4786,CA,USF,ENF,0,,,14,,,772.8811646,,1,0000121P,6375.771394,3127739.191,,,,,,,,,,,,,,,,,,,,,,,
1916, ,4787,CA,USF,ENF,0,,,14,,,14.4564228,,1,0000G241,871.9848706,58503.06806,,,,,,,,,,,,,,,,,,,,,,,
1916, ,4788,CA,USF,ENF,0,,,14,,,4306.152344,,1,0,21838.21489,17426379.64,,,,,,,,,,,,,,,,,,,,,,,
1916, ,4789,CA,USF,ENF,0,,,14,,,17.9906597,,1,0000G151,972.834988,72805.61439,,,,,,,,,,,,,,,,,,,,,,,
1916, ,4790,CA,USF,ENF,0,,,9,,,479.6084595,,1,0000G242,6665.031313,1940906.611,,,,,,,,,,,,,,,,,,,,,,,
1916, ,4791,CA,USF,ENF,0,,,9,,,73.3509827,,1,0000G223,2146.842328,296840.9022,,,,,,,,,,,,,,,,,,,,,,,
1916, ,4792,CA,USF,ENF,0,,,9,,,32.2513237,,1,0000P275,1439.163167,130516.4715,,,,,,,,,,,,,,,,,,,,,,,
