YEAR_,FIRE_NAME,OBJECTID,STATE,AGENCY,UNIT_ID,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Length,Shape_Area,Year,FIRE_NAME,Region,DPA,Ranger_unit,Ranger_unit2,Start,Contained,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Destroyed_structures,Incident_number,National_forest,County,County2,County3,Fire_name2,DPA2,Damaged_structures,Firefighter_fatalities,Civilian_fatalities
2014,GIBSON,18736,CA,NPS,YNP,77,7/20/2014 0:00,7/25/2014 0:00,1,Managed Lightning Ignited,0.100780085,0.1007801,1,,77,71.5898063,407.8425285,,,,,,,,,,,,,,,,,,,,,,,
2014,GILLETTE,17778,CA,CDF,RRU,62708,6/15/2014 0:00,6/15/2014 0:00,14,,10,10.0341482,1,1,,887.8809433,40606.75632,,,,,,,,,,,,,,,,,,,,,,,
2014,GRANITE,18688,CA,NPS,YNP,95,8/8/2014 0:00,8/9/2014 0:00,1,Suppressed Lightning Ignited,0.100799307,0.1007993,1,,95,71.59663248,407.9203089,,,,,,,,,,,,,,,,,,,,,,,
2014,GULCH,17782,CA,CDF,SHU,8322,9/10/2014 0:00,9/12/2014 0:00,10,,1374,1374.703491,1,1,,13438.86121,5563227.429,,,,,,,,,,,,,,,,,,,,,,,
2014,GULCH ,17825,CA,USF,MDF,357,7/3/2014 0:00,8/1/2014 0:00,6,Merged with GULCH2 #0358,1396,1397.348877,1,1,,19888.09678,5654870.191,,,,,,,,,,,,,,,,,,,,,,,
2014,GULCH3,17826,CA,USF,MDF,359,7/3/2014 0:00,8/1/2014 0:00,6,<Null>,58,58.0402985,1,1,,2552.701605,234880.7584,,,,,,,,,,,,,,,,,,,,,,,
2014,GULCH4,17827,CA,USF,MDF,360,7/3/2014 0:00,8/1/2014 0:00,6,<Null>,15,14.7437496,1,1,,1221.963269,59665.83604,,,,,,,,,,,,,,,,,,,,,,,
2014,GUN,17810,CA,USF,CNF,599,3/8/2014 0:00,3/9/2014 0:00,9,<Null>,270,270.0747681,1,1,,7965.193936,1092953.856,,,,,,,,,,,,,,,,,,,,,,,
2014,HAIGH FIRE,17788,CA,CDF,MMU,10067,6/10/2014 0:00,6/15/2014 0:00,5,,,111.3319397,1,1,,4909.544356,450544.3615,,,,,,,,,,,,,,,,,,,,,,,
2014,HALL,17759,CA,CDF,FKU,7737,6/9/2014 0:00,6/9/2014 0:00,7,,25,24.5708523,1,1,,1791.558763,99434.71152,,,,,,,,,,,,,,,,,,,,,,,
2014,HARDING,17847,CA,USF,TNF,1215,7/29/2014 0:00,11/3/2014 0:00,1,,63,63.1334,1,1,,4595.546725,255491.8047,,,,,,,,,,,,,,,,,,,,,,,
2014,HAZEL,18709,CA,NPS,YNP,96,8/8/2014 0:00,8/10/2014 0:00,1,Suppressed Lightning Ignited,2.074681282,2.0746813,1,,96,526.0718814,8395.93708,,,,,,,,,,,,,,,,,,,,,,,
2014,HIGHLAND,18678,CA,NPS,SMP,1054,11/21/2014 0:00,11/21/2014 0:00,10,675705,0.093467057,0.0934671,8,,1054,69.0311853,378.2477733,,,,,,,,,,,,,,,,,,,,,,,
2014,HIGHWAY,17880,CA,CDF,MVU,10173,5/14/2014 0:00,5/19/2014 0:00,14,<Null>,438,441.0283508,1,1,,8271.756379,1784778.379,,,,,,,,,,,,,,,,,,,,,,,
2014,HIRSCHDALE,17845,CA,USF,TNF,1411,8/18/2014 0:00,11/2/2014 0:00,9,,83,81.8626175,1,1,,2978.240938,331286.272,,,,,,,,,,,,,,,,,,,,,,,
2014,HOOVER,18724,CA,NPS,YNP,70,7/20/2014 0:00,7/23/2014 0:00,1,Suppressed Lightning Ignited,0.100814015,0.100814,1,,70,71.60185638,407.9798371,,,,,,,,,,,,,,,,,,,,,,,
2014,HOUSE,17761,CA,CDF,HUU,5783,9/5/2014 0:00,9/6/2014 0:00,7,,,24.6814919,1,1,,1566.779449,99882.45093,,,,,,,,,,,,,,,,,,,,,,,
2014,HOWARDS,17820,CA,USF,MDF,143,5/1/2014 0:00,6/4/2014 0:00,6,,45,44.9609299,1,1,,2071.771739,181950.4225,,,,,,,,,,,,,,,,,,,,,,,
2014,HUNTER FIRE,17789,CA,CDF,MMU,8974,5/26/2014 0:00,6/4/2014 0:00,14, ,,690.9819946,1,1,,11458.36218,2796305.031,,,,,,,,,,,,,,,,,,,,,,,
2014,HUTTO,17911,CA,CDF,NEU,15241,7/7/2014 0:00,7/7/2014 0:00,14,3 Outbuildings Destroyed,49,48.7285919,1,1,,2656.730475,197197.6079,,,,,,,,,,,,,,,,,,,,,,,
2014,ILLILOUETTE,18693,CA,NPS,YNP,113,9/2/2014 0:00,9/3/2014 0:00,4,Suppressed Human Caused,0.100816041,0.100816,1,,113,71.6025774,407.9880538,,,,,,,,,,,,,,,,,,,,,,,
2014,INDIANA,17786,CA,CDF,SLU,8226,9/14/2014 0:00,9/14/2014 0:00,4,,11,10.226902,1,1,,1228.925025,41386.80341,,,,,,,,,,,,,,,,,,,,,,,
2014,IOWA,17910,CA,CDF,NEU,16579,7/21/2014 0:00,7/21/2014 0:00,9,Misc/Shooting,15,14.2295341,1,1,,1213.014649,57584.88287,,,,,,,,,,,,,,,,,,,,,,,
2014,IRENE,17813,CA,USF,ENF,23424,9/14/2014 0:00,9/23/2014 0:00,1,,94,94.2165756,1,1,,4999.942461,381280.9694,,,,,,,,,,,,,,,,,,,,,,,
2014,JACK,18699,CA,NPS,YNP,126,10/16/2014 0:00,10/17/2014 0:00,14,Suppressed Human Caused,0.248252973,0.248253,1,,126,112.3598263,1004.644138,,,,,,,,,,,,,,,,,,,,,,,
2014,JACKSON,17854,CA,USF,KNF,6001,8/11/2014 0:00,8/14/2014 0:00,1,Happy Camp Complex #5956,28,28.7428761,8,1,,2127.178615,116318.2893,,,,,,,,,,,,,,,,,,,,,,,
2014,JACUMBA,17865,CA,CDF,MVU,9433,5/5/2014 0:00,5/6/2014 0:00,10,BLM # 006866,29.9,26.6644478,1,1,,2593.483418,107907.1896,,,,,,,,,,,,,,,,,,,,,,,
2014,JUNCTION FIRE,17792,CA,CDF,MMU,14633,8/18/2014 0:00,8/25/2014 0:00,14,,,612.1556396,1,1,,12450.57241,2477305.953,,,,,,,,,,,,,,,,,,,,,,,
2014,JUNE,17815,CA,USF,INF,1351,9/16/2014 0:00,9/26/2014 0:00,2,<Null>,45.47,45.3680801,3,1,,2734.283239,183598.1011,,,,,,,,,,,,,,,,,,,,,,,
2014,KEMPER,17858,CA,USF,KNF,6010,8/11/2014 0:00,8/29/2014 0:00,1,Happy Camp Complex #5956,185,173.460495,8,1,,4714.200861,701969.6978,,,,,,,,,,,,,,,,,,,,,,,
2014,KEOUGH,17752,CA,CDF,BDU,10406,8/9/2014 0:00,8/20/2014 0:00,14,,17,18.1594868,1,1,,1565.63928,73488.83951,,,,,,,,,,,,,,,,,,,,,,,
2014,KERN,18740,CA,NPS,KNP,235,8/11/2014 0:00,11/3/2014 0:00,1,235,14.00865078,14.0086508,1,,235,1178.641194,56690.99733,,,,,,,,,,,,,,,,,,,,,,,
2014,KING,17812,CA,USF,ENF,23461,9/13/2014 0:00,10/10/2014 0:00,7,<Null>,97717,97684.54688,3,1,,283242.4647,395315329.7,,,,,,,,,,,,,,,,,,,,,,,
2014,LAKE,17757,CA,CDF,FKU,1194,1/25/2014 0:00,1/26/2014 0:00,14,,106,102.442337,1,1,,3494.287047,414569.4146,,,,,,,,,,,,,,,,,,,,,,,
2014,LAKE,17823,CA,USF,MDF,342,7/2/2014 0:00,7/4/2014 0:00,1,<Null>,75,58.1008377,1,1,,3920.580677,235125.7421,,,,,,,,,,,,,,,,,,,,,,,
2014,LAKEVIEW,17804,CA,CDF,LNU,5991,7/20/2014 0:00,7/20/2014 0:00,14, ,,24.1365166,6,1,,1231.451262,97677.01824,,,,,,,,,,,,,,,,,,,,,,,
2014,LAKIN,17838,CA,USF,SHF,2184,7/15/2014 0:00,7/29/2014 0:00,1,<Null>,18,17.3345871,1,1,,1933.718434,70150.58337,,,,,,,,,,,,,,,,,,,,,,,
2014,LEEF,17851,CA,USF,KNF,5443,7/29/2014 0:00,7/29/2014 0:00,1,July Complex #5564,17,16.6396141,8,1,,1904.285811,67338.13167,,,,,,,,,,,,,,,,,,,,,,,
2014,LEMBERT,18707,CA,NPS,YNP,55,7/15/2014 0:00,10/31/2014 0:00,1,Managed Lightning Ignited,4.443911552,4.4439116,1,,55,827.0477655,17983.87252,,,,,,,,,,,,,,,,,,,,,,,
2014,LEONARDO,18677,CA,NPS,SMP,985,11/5/2014 0:00,11/5/2014 0:00,14,675704,0.09348052,0.0934805,8,,985,69.03615583,378.3022431,,,,,,,,,,,,,,,,,,,,,,,
2014,LITTLE ,17828,CA,USF,MDF,795,8/12/2014 0:00,9/18/2014 0:00,1,<Null>,101,100.7245102,1,1,,3099.416213,407617.6455,,,,,,,,,,,,,,,,,,,,,,,
2014,LITTLE DEER,17849,CA,USF,KNF,5575,7/30/2014 0:00,8/12/2014 0:00,1,<Null>,5498,5499.706543,8,1,,25167.70375,22256522.29,,,,,,,,,,,,,,,,,,,,,,,
2014,LODGE,17771,CA,CDF,MEU,7202,7/30/2014 0:00,9/18/2014 0:00,1,,12536,12533.18359,2,1,,42710.48644,50719993.31,,,,,,,,,,,,,,,,,,,,,,,
2014,LOG,17852,CA,USF,KNF,5514,7/30/2014 0:00,8/28/2014 0:00,1,July Complex #5564,3632,3636.853272,8,1,,23498.81762,14717822.98,,,,,,,,,,,,,,,,,,,,,,,
2014,LOOKOUT,18732,CA,NPS,YNP,73,7/20/2014 0:00,7/25/2014 0:00,1,Managed Lightning Ignited,0.100768916,0.1007689,1,,73,71.58584077,407.797347,,,,,,,,,,,,,,,,,,,,,,,
2014,LOWER,17903,CA,FWS,LKR,,9/6/2014 0:00,9/12/2014 0:00,2,fire num? JD3X UNIT ID: LKR,13,12.5623894,1,1,,1030.527832,50838.18478,,,,,,,,,,,,,,,,,,,,,,,
2014,LOWER TENT MDW,18660,CA,NPS,KNP,227,8/2/2014 0:00,10/1/2014 0:00,4,227,7.994718552,7.9947186,1,,227,1425.083766,32353.47731,,,,,,,,,,,,,,,,,,,,,,,
2014,LUKENS,18715,CA,NPS,YNP,49,7/14/2014 0:00,7/28/2014 0:00,1,Managed Lightning Ignited,0.100797497,0.1007975,1,,49,71.59599205,407.9130112,,,,,,,,,,,,,,,,,,,,,,,
2014,LUKENS NORTH,18694,CA,NPS,YNP,114,9/8/2014 0:00,9/9/2014 0:00,4,Suppressed Human Caused,0.100796923,0.1007969,1,,114,71.59578789,407.9106848,,,,,,,,,,,,,,,,,,,,,,,
2014,LYELL,18714,CA,NPS,YNP,40,7/12/2014 0:00,7/12/2014 0:00,4,Suppressed Human Caused,0.100829236,0.1008292,1,,40,71.60726229,408.0414441,,,,,,,,,,,,,,,,,,,,,,,
2014,MALT,17868,NV,BLM,NOD,3320,7/23/2014 0:00,7/28/2014 0:00,1,,1054,1062.864014,2,1,,12624.61843,4301258.143,,,,,,,,,,,,,,,,,,,,,,,
2014,MCCLEAN,17762,CA,CDF,HUU,4858,8/1/2014 0:00,8/1/2014 0:00,14,,,17.4208431,1,1,,1091.514921,70499.65187,,,,,,,,,,,,,,,,,,,,,,,
2014,MCGURK,18725,CA,NPS,YNP,72,7/20/2014 0:00,7/25/2014 0:00,1,Managed Lightning Ignited,0.100801088,0.1008011,1,,72,71.59726687,407.9275378,,,,,,,,,,,,,,,,,,,,,,,
2014,MCSWAIN,18683,CA,NPS,YNP,87,7/20/2014 0:00,7/31/2014 0:00,1,Suppressed Lightning Ignited,0.248268589,0.2482686,1,,87,112.3633598,1004.707328,,,,,,,,,,,,,,,,,,,,,,,
2014,MEADOW,18728,CA,NPS,YNP,101,7/20/2014 0:00,11/3/2014 0:00,1,Suppressed Lightning Ignited,4774.469727,4774.469727,1,,101,35717.05681,19321593.23,,,,,,,,,,,,,,,,,,,,,,,
2014,MIGUELITO,17794,CA,CCO,SBC,5573,5/13/2014 0:00,5/19/2014 0:00,11,tree branches blown into power lines,632,631.8137207,1,1,,10840.00677,2556859.377,,,,,,,,,,,,,,,,,,,,,,,
2014,MINE,17867,CA,BLM,CDD,3195,2/17/2014 0:00,2/17/2014 0:00,9,Shooting,21.6,19.0939827,1,1,,1273.346204,77270.60402,,,,,,,,,,,,,,,,,,,,,,,
2014,MINNOW,18703,CA,NPS,YNP,132,10/25/2014 0:00,10/26/2014 0:00,14,Suppressed Human Caused,0.100813247,0.1008132,1,,132,71.60158352,407.9767277,,,,,,,,,,,,,,,,,,,,,,,
2014,MONTGOMERY,17843,CA,USF,STF,3543,9/6/2014 0:00,9/11/2014 0:00,3,,76,78.5319443,1,1,3543,3587.486857,317807.4914,,,,,,,,,,,,,,,,,,,,,,,
2014,MONTICELLO,17797,CA,CDF,LNU,5465,7/4/2014 0:00,7/12/2014 0:00,14,,,6599.387207,3,1,,29922.06628,26706772.09,,,,,,,,,,,,,,,,,,,,,,,
2014,MONUMENT,17908,CA,CDF,NEU,13004,6/12/2014 0:00,6/12/2014 0:00,14,,10,9.8136292,1,,,1008.796863,39714.3477,,,,,,,,,,,,,,,,,,,,,,,
2014,MORAINE,18718,CA,NPS,YNP,58,7/16/2014 0:00,7/20/2014 0:00,1,Managed Lightning Ignited,0.100822128,0.1008221,1,,58,71.60473684,408.012663,,,,,,,,,,,,,,,,,,,,,,,
2014,MORGAN,17756,CA,CDF,FKU,7750,6/9/2014 0:00,6/11/2014 0:00,2,,40,47.4239273,1,1,,3289.347978,191917.8282,,,,,,,,,,,,,,,,,,,,,,,
2014,MORONGO,17779,CA,CDF,RRU,62274,6/14/2014 0:00,6/14/2014 0:00,14,,20,19.5999832,1,1,,1570.19887,79318.31574,,,,,,,,,,,,,,,,,,,,,,,
2014,MORRISON,18717,CA,NPS,YNP,52,7/14/2014 0:00,7/25/2014 0:00,1,Suppressed Lightning Ignited,5.01368475,5.0136847,1,,52,504.94299,20289.66286,,,,,,,,,,,,,,,,,,,,,,,
2014,MOSQUITO,18711,CA,NPS,YNP,22,6/19/2014 0:00,6/19/2014 0:00,14,Suppressed Human Caused,0.402831107,0.4028311,1,,22,143.1282404,1630.199668,,,,,,,,,,,,,,,,,,,,,,,
2014,MUD ,17829,CA,USF,MDF,481,7/20/2014 0:00,8/1/2014 0:00,1,,15,14.8561659,1,1,,1161.079952,60120.77175,,,,,,,,,,,,,,,,,,,,,,,
2014,MURPHY,18671,CA,NPS,SMP,424,5/11/2014 0:00,5/11/2014 0:00,14,675686,0.093468517,0.0934685,8,,424,69.03172244,378.2536642,,,,,,,,,,,,,,,,,,,,,,,
2014,NELSON,17754,CA,LRA,BTU,13428,9/18/2014 0:00,9/18/2014 0:00,11,,500,336.0758972,6,1,,5106.086013,1360050.896,,,,,,,,,,,,,,,,,,,,,,,
2014,NELSON,17770,CA,CDF,MEU,9162,9/21/2014 0:00,9/29/2014 0:00,14,,62,71.9806824,5,1,,2367.2717,291295.4804,,,,,,,,,,,,,,,,,,,,,,,
2014,NICOLLS,17832,CA,USF,SQF,2381,7/11/2014 0:00,7/11/2014 0:00,9,<Null>,1680,1679.216919,8,1,,15372.85877,6795549.549,,,,,,,,,,,,,,,,,,,,,,,
2014,NORMAN,17799,CA,CDF,LNU,4594,6/12/2014 0:00,6/12/2014 0:00,14,,,68.175415,2,1,,2884.062413,275896.1279,,,,,,,,,,,,,,,,,,,,,,,
2014,NORTH,18682,CA,NPS,YNP,82,7/24/2014 0:00,7/29/2014 0:00,4,Suppressed Human Caused,0.1008057,0.1008057,1,,82,71.59890418,407.9461953,,,,,,,,,,,,,,,,,,,,,,,
2014,NORTHERN ,17822,CA,USF,MDF,335,7/2/2014 0:00,7/3/2014 0:00,1,<Null>,117,117.4045334,1,1,,5477.859956,475119.3039,,,,,,,,,,,,,,,,,,,,,,,
2014,OCEAN VIEW,18673,CA,NPS,SMP,463,5/19/2014 0:00,5/19/2014 0:00,2,675710,0.19775413,0.1977541,8,,463,100.4104269,800.2825578,,,,,,,,,,,,,,,,,,,,,,,
2014,OREGON,17781,CA,CDF,SHU,7763,8/24/2014 0:00,8/30/2014 0:00,10,,461,460.5652161,7,1,,9095.344496,1863841.263,,,,,,,,,,,,,,,,,,,,,,,
2014,OREGON GULCH,17785,OR,OTH,,5589,7/30/2014 0:00,8/13/2014 0:00,1,Oregon Department of Forestry,35105.2137,35111.24609,7,1,,68063.0359,142090171.5,,,,,,,,,,,,,,,,,,,,,,,
2014,OTTOWAY,18734,CA,NPS,YNP,71,7/20/2014 0:00,7/25/2014 0:00,1,Managed Lightning Ignited,0.100815549,0.1008155,1,,71,71.6024014,407.9860481,,,,,,,,,,,,,,,,,,,,,,,
2014,PALISADES,18667,CA,NPS,SMP,75,1/14/2014 0:00,1/14/2014 0:00,14,664967,3.024885178,3.0248852,8,,75,479.5983192,12241.27603,,,,,,,,,,,,,,,,,,,,,,,
2014,PECWAN,17763,CA,CDF,HUU,4856,8/1/2014 0:00,8/1/2014 0:00,14,,,21.1953125,1,1,,2005.675667,85774.38501,,,,,,,,,,,,,,,,,,,,,,,
2014,PERIMERTER,17909,CA,CDF,NEU,10120,5/9/2014 0:00,5/9/2014 0:00,5,,11,9.5848856,1,1,,1145.374172,38788.6563,,,,,,,,,,,,,,,,,,,,,,,
2014,PFE,17870,CA,CDF,NEU,14937,7/4/2014 0:00,7/4/2014 0:00,7,5 Res Structures Damages 1 Res Structure Destroyed,5,7.3049598,1,1,,789.3777752,29562.12395,,,,,,,,,,,,,,,,,,,,,,,
2014,PIETA,17769,CA,CDF,MEU,4414,5/16/2014 0:00,5/24/2014 0:00,9,,14,13.5972652,5,1,,980.9473933,55026.18155,,,,,,,,,,,,,,,,,,,,,,,
2014,PINE  FIRE,17904,CA,CCO,LAC,65279,3/15/2014 0:00,3/15/2014 0:00,10,"dead person at fire, telecom vehicle started fire",109,117.0455399,7,1,,4073.396159,473666.4824,,,,,,,,,,,,,,,,,,,,,,,
2014,PIUMA,18664,CA,NPS,SMP,22,1/1/2014 0:00,1/1/2014 0:00,14,664541,0.791841507,0.7918415,8,,22,200.8769462,3204.468879,,,,,,,,,,,,,,,,,,,,,,,
2014,POINSETTIA,17906,CA,LRA,MVU,10165,5/14/2014 0:00,5/18/2014 0:00,14,<Null>,600,376.9401855,1,1,,15678.61099,1525422.831,,,,,,,,,,,,,,,,,,,,,,,
2014,POINT,18701,CA,NPS,YNP,128,10/18/2014 0:00,10/19/2014 0:00,3,Suppressed Human Caused,0.100802496,0.1008025,1,,128,71.59776575,407.9332225,,,,,,,,,,,,,,,,,,,,,,,
2014,PORCUPINE,18685,CA,NPS,YNP,92,8/5/2014 0:00,8/6/2014 0:00,14,Suppressed Human Caused,0.100805938,0.1008059,1,,92,71.59898873,407.9471587,,,,,,,,,,,,,,,,,,,,,,,
2014,POTTER,18697,CA,NPS,YNP,119,9/15/2014 0:00,9/18/2014 0:00,4,Suppressed Human Caused,0.100830302,0.1008303,1,,119,71.6076392,408.0457397,,,,,,,,,,,,,,,,,,,,,,,
2014,PULGAS-BASILONE COMPLEX,17877,CA,DOD,MCP,1363,5/19/2014 0:00,,,Basilone Complex,,15186.14258,8,1,,56943.4258,61456137.55,,,,,,,,,,,,,,,,,,,,,,,
2014,PUTAH,17801,CA,CDF,LNU,4421,6/8/2014 0:00,6/8/2014 0:00,14, ,,11.1012011,5,1,,1432.84155,44924.96702,,,,,,,,,,,,,,,,,,,,,,,
2014,RAMBLA,18680,CA,NPS,SMP,1079,11/26/2014 0:00,11/26/2014 0:00,8,675707,0.482842296,0.4828423,8,,1079,156.8984607,1953.993389,,,,,,,,,,,,,,,,,,,,,,,
2014,RANCH,17833,CA,USF,SQF,2142,7/1/2014 0:00,7/1/2014 0:00,9,County #14021074 county says coll by air,70,69.251152,8,1,,2642.335482,280249.4769,,,,,,,,,,,,,,,,,,,,,,,
2014,RANCHERIA,18710,CA,NPS,YNP,62,7/15/2014 0:00,7/26/2014 0:00,1,Suppressed Lightning Ignited,1.597327948,1.5973279,1,,62,381.4878378,6464.157063,,,,,,,,,,,,,,,,,,,,,,,
2014,RAYS,17839,CA,USF,SHF,2419,7/28/2014 0:00,10/15/2014 0:00,1,July Complex #5564,21,20.8339958,8,1,,1783.193995,84312.19215,,,,,,,,,,,,,,,,,,,,,,,
2014,RED,17764,CA,CDF,HUU,81,1/4/2014 0:00,1/8/2014 0:00,5,,,332.173584,1,1,,8796.67288,1344258.764,,,,,,,,,,,,,,,,,,,,,,,
2014,RED,18723,CA,NPS,YNP,69,7/20/2014 0:00,7/25/2014 0:00,1,Managed Lightning Ignited,0.100818679,0.1008187,1,,69,71.60351421,407.9987296,,,,,,,,,,,,,,,,,,,,,,,
2014,REDWOOD,18661,CA,NPS,KNP,276,9/21/2014 0:00,11/3/2014 0:00,1,276,5.530351162,5.5303512,1,,276,939.4350594,22380.53652,,,,,,,,,,,,,,,,,,,,,,,
2014,REEDY,17874,CA,CDF,NEU,131,1/2/2014 0:00,1/2/2014 0:00,5,,10,10.9830294,4,1,,1204.343083,44446.74397,,,,,,,,,,,,,,,,,,,,,,,
2014,RIVER,17907,CA,LRA,MVU,10187,5/14/2014 0:00,5/19/2014 0:00,14,,,167.9069519,8,1,,5352.224869,679495.3356,,,,,,,,,,,,,,,,,,,,,,,
2014,RIVER,20713,,USF,KNF,1706227,5/2/2014 0:00,5/12/2014 0:00,9,"perimeter for 2014, not previously submitted",17,16.0010452,1,1,,1189.931592,64753.93071,,,,,,,,,,,,,,,,,,,,,,,
2014,ROYAL,18722,CA,NPS,YNP,68,7/20/2014 0:00,7/25/2014 0:00,1,Managed Lightning Ignited,0.100814044,0.100814,1,,68,71.60186813,407.9799711,,,,,,,,,,,,,,,,,,,,,,,
2014,SABINA,17776,CA,CDF,RRU,76635,7/23/2014 0:00,7/24/2014 0:00,14,,70,77.7686386,2,1,,2406.366895,314718.51,,,,,,,,,,,,,,,,,,,,,,,
2014,SAN LUCAS,17796,CA,CDF,BEU,1631,4/30/2014 0:00,5/2/2014 0:00,18, ,42,55.3362579,1,1,,2930.853899,223937.8927,,,,,,,,,,,,,,,,,,,,,,,
2014,SAND,17751,CA,CDF,AEU,18237,7/26/2014 0:00,7/30/2014 0:00,10,,4240,4239.271973,1,1,,29457.41984,17155724.84,,,,,,,,,,,,,,,,,,,,,,,
2014,SANDY VALLEY,17864,CA,BLM,CDD,8601,6/18/2014 0:00,6/21/2014 0:00,14,,25.5,21.2425747,1,1,,2383.691873,85965.64932,,,,,,,,,,,,,,,,,,,,,,,
2014,SANTA,17777,CA,CDF,RRU,58492,6/4/2014 0:00,6/5/2014 0:00,10,,14,13.357482,1,1,,1397.396814,54055.81055,,,,,,,,,,,,,,,,,,,,,,,
2014,SARATOGA,17798,CA,CDF,LNU,7692,9/3/2014 0:00,9/3/2014 0:00,14, ,,87.8021774,2,1,,3014.978385,355322.8072,,,,,,,,,,,,,,,,,,,,,,,
2014,SCHOOL,17888,CA,FWS,BRR,,4/30/2014 0:00,5/2/2014 0:00,9,UNIT ID: BRR fire num?  H3WP,224,223.7797241,1,1,,4889.340395,905604.3962,,,,,,,,,,,,,,,,,,,,,,,
2014,SHADY,17803,CA,CDF,LNU,5080,6/24/2014 0:00,6/24/2014 0:00,14, ,,21.5815811,5,1,,1564.139904,87337.55819,,,,,,,,,,,,,,,,,,,,,,,
2014,SHERWOOD,18675,CA,NPS,SMP,605,6/26/2014 0:00,6/26/2014 0:00,14,675700,2.978061914,2.9780619,8,,605,389.3665703,12051.78876,,,,,,,,,,,,,,,,,,,,,,,
2014,SHERWOOD,19036,CA,CCO,VNC,39827,6/6/2014 0:00,6/6/2014 0:00,14,"Walked, MotionX GPS",2,1.9935428,1,1,,397.9321073,8067.581455,,,,,,,,,,,,,,,,,,,,,,,
2014,SHIMMINS,17772,CA,CDF,MEU,6440,7/9/2014 0:00,7/15/2014 0:00,2,,28,26.3686466,5,1,,1347.109528,106710.126,,,,,,,,,,,,,,,,,,,,,,,
2014,SHIRLEY,17831,CA,USF,SQF,1850,6/13/2014 0:00,6/13/2014 0:00,9,COUNTY #1418812,2545,2546.164795,8,1,,21111.50109,10303963.2,,,,,,,,,,,,,,,,,,,,,,,
2014,SHOEMAKER,17808,CA,USF,ANF,3975,8/14/2014 0:00,9/14/2014 0:00,1,<Null>,190,190.0584412,7,1,,3547.873693,769139.211,,,,,,,,,,,,,,,,,,,,,,,
2014,SILVERADO,17811,CA,USF,CNF,2873,9/12/2014 0:00,9/21/2014 0:00,9,<Null>,959,959.0129395,3,1,,10732.88195,3880987.626,,,,,,,,,,,,,,,,,,,,,,,
2014,SKYVIEW,18666,CA,NPS,SMP,40,1/14/2014 0:00,1/14/2014 0:00,14,664682,2.978584528,2.9785845,8,,40,389.4007378,12053.9041,,,,,,,,,,,,,,,,,,,,,,,
2014,SMOKEY,18738,CA,NPS,YNP,79,7/20/2014 0:00,7/25/2014 0:00,1,Suppressed Lightning Ignited,0.100788631,0.1007886,1,,79,71.59284268,407.8771254,,,,,,,,,,,,,,,,,,,,,,,
2014,SNOW,18689,CA,NPS,YNP,102,8/7/2014 0:00,10/31/2014 0:00,1,Managed Lightning Ignited,0.100790314,0.1007903,1,,102,71.59343895,407.8839196,,,,,,,,,,,,,,,,,,,,,,,
2014,SODA,17834,CA,USF,SQF,120,1/13/2014 0:00,3/22/2014 0:00,9,,1435,1423.23169,8,1,,20040.5759,5759614.202,,,,,,,,,,,,,,,,,,,,,,,
2014,SODA,17840,CA,USF,SHF,1103,4/19/2014 0:00,5/9/2014 0:00,5,<Null>,8.3,10.9342909,1,1,,933.7383503,44249.50587,,,,,,,,,,,,,,,,,,,,,,,
2014,SPRING,17773,CA,CDF,MEU,7139,7/28/2014 0:00,8/16/2014 0:00,14,,21,20.7563076,5,1,,1435.135233,83997.79652,,,,,,,,,,,,,,,,,,,,,,,
2014,STAFFORD,19037,CA,CCO,VNC,42893,7/7/2014 0:00,7/7/2014 0:00,14,VisiNet 8 acres Federal fire # 573,0,2.3210816,8,1,,504.2360821,9393.083677,,,,,,,,,,,,,,,,,,,,,,,
2014,STARR KING,18730,CA,NPS,YNP,53,7/15/2014 0:00,11/3/2014 0:00,1,Suppressed Lightning Ignited,10.18724442,10.1872444,1,,53,921.2125168,41226.31657,,,,,,,,,,,,,,,,,,,,,,,
2014,SUTCLIFFE,17855,CA,USF,KNF,6004,8/11/2014 0:00,8/14/2014 0:00,1,Happy Camp Complex #5956,27,26.3258648,8,1,,1489.360969,106536.9965,,,,,,,,,,,,,,,,,,,,,,,
2014,SYCAMORE,17758,CA,CDF,FKU,1407,1/29/2014 0:00,1/29/2014 0:00,14,,12,12.4127312,1,1,,1144.826392,50232.53924,,,,,,,,,,,,,,,,,,,,,,,
2014,TAMARACK,18698,CA,NPS,YNP,120,9/21/2014 0:00,9/22/2014 0:00,4,Suppressed Human Caused,0.100786135,0.1007861,1,,120,71.59195457,407.8670061,,,,,,,,,,,,,,,,,,,,,,,
2014,TAPIA,18665,CA,NPS,SMP,35,1/12/2014 0:00,1/12/2014 0:00,14,664603,0.09347441,0.0934744,8,,35,69.03389949,378.2775203,,,,,,,,,,,,,,,,,,,,,,,
2014,TECOLOTE,17807,CA,USF,ANF,4034,8/17/2014 0:00,9/14/2014 0:00,9,<Null>,295,268.8588562,4,1,,4860.116276,1088033.203,,,,,,,,,,,,,,,,,,,,,,,
2014,TELEGRAPH,19046,CA,CCO,VNC,47972,7/28/2014 0:00,7/28/2014 0:00,14,,0.25,0.115544,1,1,,90.11011658,467.590106,,,,,,,,,,,,,,,,,,,,,,,
