Year,Region,Ranger_unit,Fire_name,Start,Contained,DPA,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Destroyed_structures,Damaged_structures,Firefighter_fatalities,Civilian_fatalities
1999,Coast,Butte,Sycamore #2,8/23/1999,8/26/1999,CDF,2005,,GB,Lightning,0,0,0,0
1999,Coast,Shasta-Trinity,Behemotash,8/23/1999,8/23/1999,CDF,2000,,TWB,Lightning,0,0,0,0
1999,Coast,Shasta-Trinity,Rock #4,8/23/1999,8/25/1999,CDF,700,,B,Lightning,0,0,0,0
1999,Coast,Shasta-Trinity,Spring #5,8/23/1999,8/30/1999,CDF,807,,TB,Lightning,0,0,0,0
1999,Coast,Plumas NF,McHough Complex,8/24/1999,,USFS,,34175,,,,,,
1999,Coast,Plumas NF,Horton #2,8/29/1999,8/29/1999,USFS,,4336,N/A,N/A,N/A,N/A,N/A,N/A
1999,Coast,Shasta-Trinity,Canyon #4,9/26/1999,9/27/1999,CDF,2580,,W,Vehicle,230,28,0,0
1999,Coast,Tehama-Glenn,Gun II,9/28/1999,10/8/1999,CDF,60390,,TWB,Undet.,0,0,0,0
1999,Coast,Tahoe NF,Pendola,10/16/1999,10/20/1999,USFS/CDF,7020,4705,,Lightning,76,4,0,
1999,Coast,Shasta-Trinity,Jones,10/16/1999,10/19/1999,CDF,26202,,TGWB,Undet.,954,37,1,
1999,South,San Bernardino,Lacy,2/25/1999,2/27/1999,CDF,1000,,GB,Control Burn,0,0,0,0
1999,South,San Luis Obispo,Parkhill,5/14/1999,5/15/1999,CDF,365,,GB,Equip. Use,0,0,0,0
1999,South,San Bernardino,Assist (Juniper),5/27/1999,5/27/1999,USFS,,13900,N/A,Lightning,N/A,N/A,N/A,N/A
1999,South,San Bernardino,Banner,6/9/1999,6/11/1999,CDF,602,,B,Equip. Use,1,0,0,0
1999,South,San Diego,Cottonwood,6/27/1999,6/28/1999,CDF,1200,,B,Undet.,0,0,0,0
1999,South,San Bernardino,Elliott,7/6/1999,7/7/1999,CDF,2575,,B,Undet.,1,0,0,0
1999,South,Santa Barbara County,Spanish,7/18/1999,7/26/1999,CC,,14537,,Equip. Use,,,,
1999,South,San Bernardino NF,Assist (Turtle),7/24/1999,7/27/1999,USFS,,3687,N/A,Under Invest.,N/A,N/A,N/A,N/A
1999,South,San Diego,Laguna #100,8/14/1999,8/16/1999,CDF,3720,,B,Under Invest.,1,0,0,0
1999,South,San Diego,Campo,8/21/1999,8/22/1999,CDF,1106,,B,Undet.,0,0,0,0
1999,South,San Bernardino,Willow,8/28/1999,8/29/1999,CDF,21900,41586,B,Undet.,60,0,0,0
1999,South,San Bernardino NF,Mixing,8/28/1999,9/1/1999,USFS,,3300,N/A,Under Invest.,N/A,N/A,N/A,N/A
1999,South,Riverside,Pine,8/29/1999,9/1/1999,CDF,1523,,GB,Undet.,0,0,0,0
1999,South,Los Angeles NF,Assist (Bridge),8/29/1999,9/5/1999,USFS,,7234,N/A,Under Invest.,N/A,N/A,N/A,N/A
1999,South,Riverside,Chase,9/30/1999,10/1/1999,CDF,440,,B,Arson,1,1,0,0
1999,South,San Diego,La Jolla,9/30/1999,10/8/1999,CDF,7450,,TWGB,Debris,0,0,1,0
1999,South,San Diego,Proctor,9/30/1999,10/1/1999,CDF,1200,,B,Undet.,0,0,0,0
1999,South,San Diego,Shockey (Border 94),10/3/1999,10/5/1999,CDF,3885,,B,Undet.,3,0,0,0
1999,South,San Diego,Border #95,10/8/1999,10/9/1999,CDF/BLM,1000,,B,Campfire,0,0,0,0
1999,South,San Diego,Lost,10/26/1999,10/27/1999,CDF,317,,B,Undet.,0,0,0,0
1999,South,Ventura County,Ranch,12/22/1999,,CC,,4371,,Under Invest.,,,,
1999,South,Madera-Mariposa-Merced,Andrews,1/9/1999,1/9/1999,LOCAL,,5000,AP,Vehicle,0,0,0,0
1999,South,Madera-Mariposa-Merced,Romero,6/18/1999,6/18/1999,CDF,2000,,G,Hostile Fire,0,0,0,0
1999,South,Kern County,Digier,6/29/1999,7/1/1999,CC,,810,,Vehicle,,,,
1999,South,Madera-Mariposa-Merced,Roadside 9323,7/8/1999,7/8/1999,LOCAL,,2400,AP,Arson,0,0,0,0
1999,South,Stanislaus NF,Pilot Fire,8/22/1999,,USFS,,4028,,Under Invest.,4,,,
1999,South,Los Padres NF (BEU),LPF Asst #7 (Kirk),9/9/1999,9/9/1999,USFS,,86700,N/A,Lightning,N/A,N/A,N/A,N/A
1999,South,Tuolumne-Calaveras,Lightning #18,9/9/1999,9/12/1999,CDF,300,,B,Lightning,0,0,0,0
